"sujet","trialNo","homo","population","populationC"
"ENG4020",1,1,"THK",-0.5
"THK0046",0,1,"ENG",0.5
"ENG4008",9,1,"ENG",-0.5
"THK0022",1,1,"ENG",0.5
"THK0055",10,1,"ENG",-0.5
"ENG3006",5,1,"THK",-0.5
"ENG5008",7,0,"ENG",0.5
"THK0331",12,1,"THK",0.5
"THK0295",15,1,"ENG",0.5
"THK0073",7,1,"ENG",-0.5
"ENG4006",14,0,"THK",-0.5
"THK0328",9,1,"ENG",-0.5
"ENG4024",15,1,"ENG",0.5
"THK0295",7,1,"THK",-0.5
"ENG4018",5,1,"ENG",0.5
"THK0082",0,1,"ENG",0.5
"THK0076",2,1,"ENG",-0.5
"THK0154",4,1,"THK",0.5
"THK0049",7,1,"ENG",0.5
"ENG2006",2,0,"ENG",-0.5
"ENG2008",2,1,"ENG",-0.5
"ENG2008",1,1,"THK",-0.5
"ENG4016",14,1,"THK",0.5
"THK0055",6,1,"ENG",0.5
"ENG4018",5,1,"ENG",-0.5
"THK0073",8,0,"THK",-0.5
"THK0178",8,1,"THK",0.5
"ENG2014",3,1,"THK",-0.5
"THK0049",10,1,"ENG",0.5
"THK0055",1,0,"ENG",-0.5
"THK0181",7,1,"THK",0.5
"ENG5002",11,1,"ENG",0.5
"THK0250",5,1,"THK",0.5
"ENG2010",1,1,"ENG",-0.5
"ENG5004",6,1,"THK",0.5
"ENG4010",12,1,"THK",-0.5
"THK0082",13,1,"THK",-0.5
"THK0202",13,1,"ENG",-0.5
"ENG5010",15,1,"ENG",-0.5
"ENG3008",14,NA,"THK",0.5
"THK0331",1,1,"THK",-0.5
"ENG4012",8,1,"THK",0.5
"THK0283",13,1,"THK",0.5
"ENG3008",14,0,"ENG",-0.5
"THK0082",14,1,"THK",-0.5
"ENG2010",11,1,"ENG",-0.5
"ENG2008",0,0,"ENG",-0.5
"THK0154",1,1,"ENG",-0.5
"ENG4018",6,1,"THK",0.5
"ENG2010",15,0,"THK",-0.5
"ENG3006",3,1,"ENG",-0.5
"THK0154",5,1,"ENG",-0.5
"ENG4022",11,0,"THK",-0.5
"THK0154",6,1,"ENG",0.5
"ENG4024",11,1,"ENG",-0.5
"THK0022",14,0,"THK",-0.5
"ENG5004",10,1,"THK",-0.5
"ENG3004",1,1,"ENG",0.5
"THK0295",13,1,"ENG",-0.5
"ENG3008",15,1,"THK",-0.5
"ENG3008",13,1,"ENG",-0.5
"ENG4002",7,1,"THK",0.5
"THK0250",5,1,"ENG",0.5
"ENG3006",14,1,"ENG",-0.5
"ENG5006",6,1,"THK",0.5
"THK0046",4,1,"ENG",0.5
"THK0136",11,1,"THK",-0.5
"ENG2020",2,1,"ENG",0.5
"ENG4012",13,1,"THK",-0.5
"ENG4004",11,1,"THK",-0.5
"ENG2018",8,1,"ENG",-0.5
"THK0073",7,1,"ENG",0.5
"ENG4014",10,1,"ENG",-0.5
"THK0046",4,1,"THK",-0.5
"THK0193",7,1,"ENG",0.5
"ENG3004",10,1,"THK",-0.5
"ENG5010",12,1,"ENG",-0.5
"THK0295",13,1,"ENG",0.5
"ENG2012",1,NA,"THK",-0.5
"ENG2002",10,0,"ENG",0.5
"ENG3004",5,1,"ENG",0.5
"ENG5006",4,1,"ENG",0.5
"THK0331",13,1,"THK",0.5
"ENG2020",10,1,"ENG",0.5
"THK0034",2,1,"ENG",-0.5
"THK0193",15,1,"THK",-0.5
"THK0178",8,1,"ENG",0.5
"THK0049",11,1,"ENG",0.5
"ENG4006",11,1,"THK",-0.5
"THK0181",10,1,"THK",-0.5
"ENG4004",13,0,"THK",-0.5
"THK0073",12,1,"THK",-0.5
"ENG4008",11,1,"ENG",0.5
"ENG2016",4,1,"THK",-0.5
"ENG4022",11,1,"THK",0.5
"THK0328",5,1,"THK",0.5
"ENG2012",1,NA,"ENG",-0.5
"ENG4016",0,1,"ENG",-0.5
"ENG2010",12,NA,"THK",-0.5
"ENG2018",8,0,"ENG",0.5
"ENG4024",5,1,"THK",-0.5
"ENG4016",8,NA,"ENG",-0.5
"ENG3006",12,1,"THK",0.5
"ENG4016",3,1,"ENG",-0.5
"ENG4024",11,1,"THK",-0.5
"ENG4018",10,1,"THK",-0.5
"THK0283",10,1,"ENG",-0.5
"ENG4024",13,1,"ENG",-0.5
"ENG4022",6,1,"THK",-0.5
"ENG4008",0,1,"ENG",0.5
"ENG4020",10,0,"THK",-0.5
"ENG4004",13,1,"THK",-0.5
"THK0046",12,1,"THK",-0.5
"ENG4008",12,1,"THK",-0.5
"ENG2008",12,NA,"THK",0.5
"THK0193",15,1,"ENG",-0.5
"THK0082",13,1,"ENG",0.5
"THK0286",7,1,"ENG",0.5
"ENG3004",8,1,"ENG",0.5
"THK0181",10,1,"THK",-0.5
"ENG4002",3,1,"ENG",-0.5
"THK0283",0,1,"ENG",0.5
"ENG2020",7,1,"ENG",-0.5
"THK0154",6,1,"ENG",0.5
"THK0049",3,1,"ENG",0.5
"ENG4006",0,1,"ENG",0.5
"THK0250",0,0,"ENG",0.5
"THK0328",11,1,"THK",-0.5
"THK0181",2,1,"ENG",0.5
"ENG3006",6,1,"THK",0.5
"ENG5008",4,1,"ENG",-0.5
"ENG2016",15,1,"ENG",-0.5
"ENG4008",11,0,"ENG",0.5
"THK0331",8,1,"THK",0.5
"THK0049",0,1,"ENG",-0.5
"THK0193",9,1,"THK",0.5
"ENG3004",7,1,"ENG",-0.5
"ENG4006",1,0,"ENG",-0.5
"ENG4002",6,0,"ENG",-0.5
"ENG3008",11,1,"ENG",0.5
"ENG4022",3,1,"ENG",0.5
"ENG5008",9,1,"ENG",-0.5
"ENG4010",1,1,"ENG",-0.5
"ENG5006",5,1,"ENG",0.5
"THK0154",14,1,"ENG",-0.5
"ENG2008",14,1,"THK",0.5
"ENG2002",15,0,"ENG",-0.5
"THK0049",13,1,"ENG",-0.5
"ENG2020",7,0,"THK",-0.5
"ENG2010",4,1,"THK",0.5
"ENG5002",4,0,"ENG",0.5
"THK0295",0,NA,"THK",0.5
"THK0286",5,1,"THK",-0.5
"ENG2014",5,NA,"ENG",-0.5
"ENG5006",15,1,"ENG",0.5
"THK0136",3,1,"THK",-0.5
"THK0202",15,0,"THK",-0.5
"ENG2010",2,1,"THK",0.5
"ENG4014",8,1,"THK",-0.5
"ENG5006",13,1,"THK",-0.5
"ENG3008",4,1,"ENG",-0.5
"THK0034",10,1,"ENG",0.5
"ENG4006",0,1,"THK",-0.5
"ENG4008",11,1,"ENG",-0.5
"ENG3006",15,1,"THK",0.5
"ENG4018",4,1,"ENG",0.5
"ENG4004",11,0,"ENG",-0.5
"ENG4010",5,1,"ENG",-0.5
"ENG4022",2,1,"ENG",0.5
"ENG2002",4,1,"THK",-0.5
"THK0202",13,1,"ENG",-0.5
"ENG4018",3,1,"THK",0.5
"ENG4018",5,1,"ENG",-0.5
"ENG4024",2,1,"ENG",-0.5
"THK0049",5,0,"ENG",-0.5
"ENG4018",10,0,"ENG",-0.5
"THK0178",10,1,"THK",-0.5
"THK0250",8,1,"THK",0.5
"ENG5010",11,0,"THK",-0.5
"ENG2018",1,1,"ENG",0.5
"ENG4008",8,1,"THK",0.5
"ENG5004",14,1,"THK",-0.5
"THK0250",9,1,"ENG",-0.5
"ENG4022",13,1,"ENG",-0.5
"THK0082",4,1,"ENG",0.5
"ENG4006",10,1,"ENG",0.5
"ENG2014",2,1,"ENG",0.5
"THK0049",6,1,"THK",-0.5
"THK0202",5,0,"ENG",-0.5
"ENG2012",6,1,"THK",0.5
"ENG4004",13,0,"ENG",-0.5
"ENG4018",7,1,"ENG",0.5
"ENG5010",10,1,"THK",-0.5
"ENG5008",8,1,"THK",0.5
"THK0136",13,1,"ENG",0.5
"ENG4016",12,0,"THK",0.5
"ENG5010",9,1,"ENG",-0.5
"ENG3006",10,1,"ENG",-0.5
"ENG2022",4,1,"ENG",0.5
"THK0076",11,NA,"THK",-0.5
"ENG4016",11,NA,"THK",-0.5
"ENG2008",10,1,"ENG",-0.5
"THK0202",2,0,"ENG",-0.5
"ENG5006",0,1,"THK",-0.5
"ENG5008",5,1,"THK",0.5
"ENG4012",14,1,"THK",0.5
"THK0286",12,1,"THK",0.5
"THK0181",0,1,"ENG",-0.5
"ENG4022",7,1,"ENG",-0.5
"THK0136",12,0,"ENG",-0.5
"THK0034",12,1,"ENG",-0.5
"ENG2008",9,1,"ENG",0.5
"THK0136",4,1,"THK",-0.5
"THK0178",5,1,"THK",-0.5
"ENG4014",0,1,"ENG",-0.5
"ENG2018",1,1,"ENG",0.5
"ENG4020",14,0,"THK",0.5
"ENG3004",0,1,"THK",-0.5
"THK0178",9,0,"ENG",0.5
"ENG2022",13,1,"ENG",0.5
"ENG4016",5,1,"ENG",0.5
"THK0250",10,1,"ENG",-0.5
"ENG4024",3,1,"ENG",0.5
"ENG2002",5,1,"THK",-0.5
"THK0049",9,1,"ENG",0.5
"THK0055",4,NA,"ENG",-0.5
"ENG2006",1,1,"ENG",-0.5
"ENG4004",14,1,"ENG",0.5
"ENG2008",14,0,"ENG",-0.5
"THK0328",5,1,"THK",-0.5
"ENG3006",10,1,"ENG",0.5
"ENG5006",3,1,"ENG",0.5
"ENG5004",5,1,"ENG",-0.5
"ENG2008",15,NA,"THK",0.5
"ENG4004",10,0,"ENG",-0.5
"ENG2020",10,1,"THK",0.5
"THK0076",5,1,"THK",-0.5
"ENG3008",7,1,"ENG",-0.5
"THK0331",14,1,"ENG",0.5
"THK0202",0,0,"ENG",-0.5
"THK0295",9,1,"ENG",0.5
"ENG4010",12,0,"THK",0.5
"ENG2018",7,1,"THK",0.5
"THK0328",12,1,"THK",0.5
"THK0250",10,1,"THK",0.5
"ENG3008",4,1,"THK",-0.5
"ENG5010",2,NA,"ENG",0.5
"THK0328",1,1,"ENG",0.5
"ENG2012",1,0,"ENG",0.5
"ENG2016",13,1,"ENG",-0.5
"THK0046",14,0,"THK",0.5
"THK0250",11,1,"THK",0.5
"THK0178",12,1,"ENG",-0.5
"ENG2010",11,1,"ENG",-0.5
"THK0046",13,1,"ENG",-0.5
"THK0073",5,1,"ENG",-0.5
"ENG4022",11,0,"ENG",0.5
"THK0295",2,0,"ENG",-0.5
"THK0202",10,1,"ENG",-0.5
"THK0055",1,1,"ENG",-0.5
"THK0073",13,1,"ENG",-0.5
"THK0034",3,0,"THK",-0.5
"THK0202",9,0,"ENG",-0.5
"THK0178",0,1,"THK",0.5
"ENG4020",10,0,"THK",-0.5
"ENG5004",7,1,"ENG",-0.5
"THK0082",12,1,"THK",-0.5
"ENG4020",3,1,"ENG",0.5
"ENG2012",1,1,"THK",-0.5
"ENG2008",15,1,"THK",-0.5
"ENG5002",15,1,"ENG",-0.5
"ENG5010",14,NA,"THK",-0.5
"ENG4024",15,1,"THK",-0.5
"THK0073",11,1,"ENG",0.5
"ENG4006",12,0,"ENG",-0.5
"ENG4022",7,1,"ENG",-0.5
"ENG5008",0,NA,"ENG",-0.5
"ENG4012",9,1,"ENG",-0.5
"THK0154",0,1,"THK",-0.5
"ENG4022",11,1,"ENG",0.5
"ENG4016",9,1,"ENG",-0.5
"ENG2012",8,1,"ENG",-0.5
"ENG2022",15,0,"ENG",0.5
"ENG5006",14,1,"ENG",0.5
"ENG4012",14,1,"ENG",-0.5
"THK0283",14,0,"THK",-0.5
"THK0076",6,NA,"THK",0.5
"THK0022",12,1,"ENG",-0.5
"ENG2016",4,1,"THK",0.5
"ENG5002",10,1,"THK",-0.5
"ENG4022",0,1,"THK",0.5
"ENG5008",0,1,"THK",-0.5
"ENG2020",0,1,"THK",0.5
"THK0136",13,0,"ENG",0.5
"THK0034",3,1,"THK",0.5
"THK0082",12,0,"THK",0.5
"ENG3008",6,1,"ENG",-0.5
"THK0073",12,1,"ENG",0.5
"ENG4016",6,NA,"ENG",-0.5
"THK0022",13,0,"ENG",-0.5
"ENG4016",5,1,"THK",0.5
"ENG4024",5,1,"ENG",-0.5
"THK0181",11,1,"THK",-0.5
"ENG4024",14,1,"THK",-0.5
"ENG2020",1,1,"THK",0.5
"ENG5008",2,1,"THK",-0.5
"THK0181",8,1,"ENG",0.5
"ENG4008",1,1,"ENG",0.5
"ENG2022",11,0,"ENG",0.5
"ENG2018",11,1,"ENG",0.5
"ENG4002",5,1,"ENG",0.5
"THK0193",2,1,"THK",0.5
"THK0178",4,1,"THK",0.5
"ENG4020",13,1,"ENG",-0.5
"ENG2014",7,1,"ENG",0.5
"ENG2020",3,1,"ENG",-0.5
"ENG4020",13,1,"THK",-0.5
"THK0082",13,1,"THK",0.5
"ENG4022",4,1,"ENG",0.5
"ENG5008",7,1,"THK",0.5
"THK0331",14,1,"THK",0.5
"THK0286",0,1,"ENG",-0.5
"ENG2006",8,1,"THK",0.5
"ENG3006",0,1,"THK",-0.5
"THK0328",0,1,"ENG",0.5
"THK0046",1,0,"THK",0.5
"ENG5004",13,0,"THK",0.5
"THK0076",8,1,"ENG",-0.5
"THK0076",1,NA,"ENG",0.5
"THK0328",4,0,"ENG",-0.5
"THK0022",2,0,"ENG",-0.5
"THK0178",3,0,"ENG",-0.5
"THK0295",9,1,"THK",-0.5
"ENG5006",15,1,"ENG",-0.5
"ENG5008",8,1,"ENG",-0.5
"THK0202",7,1,"ENG",-0.5
"ENG2008",8,1,"THK",-0.5
"ENG2014",8,1,"ENG",0.5
"THK0331",2,0,"ENG",-0.5
"ENG4022",10,1,"THK",-0.5
"THK0076",7,1,"THK",-0.5
"THK0022",3,1,"ENG",-0.5
"ENG2016",10,1,"THK",-0.5
"THK0286",0,0,"ENG",-0.5
"ENG4006",1,1,"THK",0.5
"THK0331",3,1,"THK",0.5
"ENG5004",8,1,"ENG",0.5
"THK0055",10,1,"ENG",0.5
"THK0295",12,0,"ENG",-0.5
"ENG2018",2,NA,"ENG",-0.5
"THK0286",15,1,"THK",-0.5
"THK0286",12,0,"THK",0.5
"ENG4010",13,0,"ENG",-0.5
"THK0193",1,1,"THK",-0.5
"ENG4010",13,1,"ENG",-0.5
"THK0202",0,0,"THK",0.5
"ENG4014",7,1,"THK",-0.5
"ENG5006",12,1,"THK",-0.5
"ENG4018",8,1,"ENG",-0.5
"THK0082",14,1,"THK",-0.5
"ENG2020",1,1,"THK",0.5
"ENG2018",13,1,"ENG",0.5
"ENG2010",2,1,"THK",0.5
"ENG2014",7,1,"THK",-0.5
"THK0046",12,1,"THK",-0.5
"THK0049",14,0,"ENG",-0.5
"ENG2006",2,1,"ENG",0.5
"THK0250",13,1,"ENG",0.5
"ENG2016",11,1,"ENG",-0.5
"THK0328",8,1,"ENG",0.5
"THK0022",7,1,"ENG",-0.5
"ENG4018",3,1,"ENG",-0.5
"ENG4024",13,1,"THK",0.5
"ENG2010",0,1,"ENG",0.5
"THK0076",8,1,"ENG",0.5
"ENG3008",7,0,"ENG",-0.5
"ENG4022",7,NA,"THK",-0.5
"ENG2020",14,1,"ENG",-0.5
"THK0181",3,1,"ENG",-0.5
"THK0295",6,1,"THK",-0.5
"ENG4020",14,0,"THK",-0.5
"THK0283",10,1,"ENG",-0.5
"THK0034",11,1,"ENG",-0.5
"ENG5010",6,1,"ENG",-0.5
"ENG4004",4,0,"ENG",0.5
"ENG4014",15,1,"ENG",0.5
"THK0046",13,0,"THK",-0.5
"ENG5010",2,0,"ENG",-0.5
"ENG4002",3,1,"THK",0.5
"THK0328",10,1,"THK",0.5
"ENG4016",3,1,"THK",-0.5
"THK0034",12,1,"THK",0.5
"ENG4016",8,1,"ENG",0.5
"ENG4018",13,1,"THK",0.5
"ENG4020",2,1,"ENG",-0.5
"ENG4004",9,1,"ENG",-0.5
"ENG2010",14,1,"ENG",-0.5
"THK0283",1,1,"ENG",0.5
"THK0046",13,1,"ENG",-0.5
"THK0181",12,0,"ENG",-0.5
"ENG2020",15,0,"ENG",-0.5
"ENG4022",3,0,"ENG",-0.5
"THK0136",13,1,"ENG",-0.5
"THK0328",15,0,"THK",-0.5
"ENG4020",9,1,"ENG",-0.5
"ENG4018",10,1,"THK",-0.5
"THK0181",0,1,"THK",0.5
"THK0331",12,1,"ENG",-0.5
"THK0181",14,0,"ENG",-0.5
"ENG4024",12,1,"THK",-0.5
"ENG4002",7,1,"THK",0.5
"ENG4020",2,1,"ENG",0.5
"THK0046",0,1,"ENG",0.5
"THK0073",4,0,"THK",0.5
"THK0331",6,1,"ENG",0.5
"ENG5010",10,1,"ENG",-0.5
"ENG5008",5,1,"ENG",0.5
"ENG2014",7,0,"THK",-0.5
"THK0082",3,1,"THK",0.5
"ENG4016",12,NA,"THK",-0.5
"ENG5004",14,1,"THK",0.5
"ENG4006",6,0,"ENG",-0.5
"ENG2022",3,1,"THK",-0.5
"THK0193",13,1,"ENG",0.5
"ENG2002",9,0,"THK",0.5
"ENG2012",13,1,"ENG",0.5
"THK0055",1,NA,"THK",-0.5
"THK0331",2,0,"THK",-0.5
"ENG4016",2,0,"ENG",-0.5
"ENG5010",13,1,"ENG",0.5
"THK0073",1,1,"THK",0.5
"THK0049",0,NA,"ENG",-0.5
"THK0136",7,NA,"ENG",-0.5
"ENG4024",4,1,"ENG",-0.5
"ENG3006",12,1,"THK",0.5
"THK0022",6,1,"ENG",0.5
"THK0082",6,0,"ENG",-0.5
"ENG4018",12,1,"ENG",0.5
"ENG3008",14,0,"THK",-0.5
"THK0049",11,0,"THK",-0.5
"ENG4012",3,1,"ENG",-0.5
"ENG2008",4,1,"THK",0.5
"THK0250",2,1,"THK",-0.5
"ENG5006",15,0,"ENG",-0.5
"THK0193",13,1,"ENG",-0.5
"ENG4016",15,1,"ENG",-0.5
"ENG2020",15,1,"THK",0.5
"THK0328",0,1,"ENG",0.5
"THK0154",10,1,"THK",0.5
"THK0181",4,1,"ENG",-0.5
"ENG2010",13,1,"ENG",0.5
"THK0181",5,1,"THK",-0.5
"ENG2022",1,1,"ENG",-0.5
"THK0082",7,0,"ENG",0.5
"ENG2016",10,1,"THK",-0.5
"ENG4008",13,1,"THK",0.5
"ENG2016",6,0,"ENG",0.5
"THK0049",4,1,"ENG",0.5
"THK0049",3,1,"ENG",-0.5
"ENG4024",3,1,"ENG",0.5
"THK0076",2,0,"ENG",-0.5
"THK0328",1,1,"ENG",-0.5
"ENG4020",9,1,"ENG",0.5
"ENG4006",3,1,"ENG",0.5
"THK0082",14,1,"THK",0.5
"ENG2012",8,1,"ENG",-0.5
"ENG2014",14,1,"THK",-0.5
"ENG5008",10,NA,"ENG",-0.5
"ENG4014",1,1,"THK",0.5
"ENG3006",7,1,"ENG",-0.5
"THK0193",0,NA,"THK",-0.5
"ENG3006",8,0,"THK",-0.5
"THK0283",4,1,"ENG",-0.5
"ENG2022",2,1,"ENG",0.5
"ENG4014",7,1,"ENG",0.5
"THK0283",9,1,"ENG",0.5
"ENG4004",5,NA,"THK",-0.5
"ENG2014",10,1,"THK",-0.5
"ENG4004",6,0,"THK",0.5
"THK0178",10,1,"ENG",-0.5
"ENG5004",11,1,"ENG",-0.5
"ENG4002",5,1,"ENG",0.5
"THK0178",7,1,"THK",-0.5
"ENG2022",13,0,"THK",-0.5
"ENG3008",14,1,"THK",-0.5
"THK0055",1,1,"ENG",-0.5
"ENG4018",13,1,"ENG",-0.5
"ENG2006",15,1,"THK",-0.5
"THK0193",14,1,"ENG",-0.5
"ENG4024",11,1,"THK",-0.5
"ENG2022",2,0,"ENG",-0.5
"THK0073",4,1,"ENG",0.5
"ENG2020",12,0,"THK",0.5
"ENG4020",12,1,"ENG",0.5
"ENG5006",6,0,"ENG",-0.5
"THK0202",1,1,"THK",-0.5
"ENG4014",9,1,"ENG",-0.5
"THK0178",5,0,"THK",-0.5
"ENG2010",12,1,"ENG",-0.5
"ENG2022",8,1,"THK",-0.5
"THK0283",6,1,"THK",-0.5
"ENG4014",13,1,"ENG",-0.5
"ENG4006",2,1,"ENG",-0.5
"ENG5008",4,1,"ENG",-0.5
"THK0250",2,1,"ENG",-0.5
"THK0202",3,0,"ENG",-0.5
"ENG3008",15,1,"ENG",-0.5
"ENG2008",2,1,"ENG",0.5
"ENG4014",12,1,"ENG",-0.5
"ENG2022",1,1,"ENG",-0.5
"THK0178",14,1,"ENG",0.5
"THK0034",3,1,"ENG",-0.5
"THK0202",8,0,"ENG",-0.5
"ENG2006",1,1,"THK",0.5
"THK0328",14,1,"THK",-0.5
"ENG2014",10,1,"ENG",-0.5
"THK0055",8,1,"THK",-0.5
"ENG2002",8,0,"THK",0.5
"ENG2002",13,1,"ENG",-0.5
"THK0178",5,1,"ENG",-0.5
"THK0250",7,1,"ENG",-0.5
"ENG2018",9,1,"THK",-0.5
"ENG4024",2,1,"ENG",0.5
"ENG2006",15,0,"ENG",0.5
"ENG4010",13,0,"ENG",-0.5
"ENG3008",13,1,"ENG",-0.5
"THK0202",8,0,"THK",0.5
"ENG2012",14,0,"ENG",-0.5
"ENG4014",13,0,"THK",0.5
"ENG5002",9,1,"THK",-0.5
"ENG2014",13,1,"THK",-0.5
"ENG5002",5,1,"THK",-0.5
"THK0046",11,0,"THK",0.5
"THK0136",15,0,"ENG",-0.5
"ENG2020",5,0,"ENG",-0.5
"THK0250",10,1,"THK",0.5
"ENG5004",2,1,"ENG",0.5
"ENG4022",0,1,"ENG",0.5
"ENG4010",8,1,"THK",0.5
"ENG2016",0,0,"ENG",0.5
"THK0046",2,0,"ENG",-0.5
"THK0286",13,1,"THK",-0.5
"ENG4014",9,1,"ENG",0.5
"THK0193",13,1,"ENG",-0.5
"THK0049",7,0,"ENG",-0.5
"THK0250",3,1,"THK",0.5
"THK0055",4,1,"ENG",0.5
"ENG5010",1,1,"THK",-0.5
"ENG3004",12,1,"ENG",-0.5
"ENG2018",13,1,"ENG",0.5
"ENG2020",10,1,"ENG",-0.5
"ENG4006",3,1,"THK",-0.5
"THK0034",1,1,"THK",-0.5
"THK0193",12,1,"ENG",0.5
"THK0082",1,1,"ENG",-0.5
"ENG2018",0,1,"ENG",-0.5
"ENG3004",10,1,"ENG",-0.5
"ENG4012",2,1,"ENG",-0.5
"THK0046",7,1,"ENG",0.5
"ENG5004",15,1,"ENG",-0.5
"THK0295",0,1,"THK",0.5
"THK0073",10,1,"ENG",-0.5
"ENG2014",14,1,"ENG",-0.5
"THK0136",14,1,"ENG",0.5
"ENG2012",5,1,"THK",-0.5
"THK0082",3,1,"THK",0.5
"ENG4024",4,1,"ENG",0.5
"ENG3004",7,0,"ENG",0.5
"THK0022",11,0,"ENG",0.5
"THK0286",8,0,"ENG",0.5
"ENG2012",3,1,"ENG",0.5
"ENG4012",6,0,"ENG",0.5
"THK0178",15,1,"ENG",0.5
"ENG2002",13,1,"THK",0.5
"THK0283",1,1,"ENG",0.5
"ENG2012",10,1,"THK",-0.5
"ENG2016",0,1,"ENG",0.5
"THK0055",4,1,"THK",0.5
"ENG3004",12,1,"ENG",-0.5
"THK0073",4,0,"ENG",-0.5
"ENG3004",6,1,"ENG",-0.5
"ENG2022",6,0,"ENG",-0.5
"ENG2018",1,1,"ENG",-0.5
"ENG2022",8,0,"THK",-0.5
"ENG4012",1,0,"THK",0.5
"THK0286",9,0,"ENG",-0.5
"ENG5008",2,1,"ENG",-0.5
"ENG2014",4,1,"ENG",-0.5
"THK0136",9,0,"ENG",0.5
"ENG5010",9,1,"THK",-0.5
"ENG2016",11,0,"THK",-0.5
"THK0046",2,1,"THK",0.5
"THK0049",7,1,"ENG",0.5
"ENG4006",13,0,"ENG",-0.5
"THK0250",13,1,"THK",-0.5
"ENG2010",14,0,"ENG",-0.5
"THK0136",14,0,"THK",0.5
"THK0202",7,0,"ENG",-0.5
"ENG4014",7,1,"ENG",-0.5
"THK0202",0,1,"THK",0.5
"ENG2002",12,1,"THK",0.5
"ENG2012",14,1,"THK",-0.5
"THK0082",15,1,"THK",0.5
"ENG5004",9,1,"ENG",0.5
"ENG2002",1,1,"THK",0.5
"ENG2006",12,0,"ENG",-0.5
"ENG3008",11,1,"THK",-0.5
"THK0328",3,1,"ENG",-0.5
"ENG4012",5,0,"ENG",0.5
"ENG4016",14,1,"THK",-0.5
"THK0178",3,1,"THK",-0.5
"ENG4010",11,1,"THK",-0.5
"ENG2022",15,0,"THK",-0.5
"ENG4002",11,1,"THK",-0.5
"ENG5006",1,1,"THK",-0.5
"THK0055",6,1,"THK",-0.5
"THK0331",9,1,"THK",-0.5
"ENG2002",10,1,"ENG",0.5
"THK0055",4,0,"ENG",-0.5
"THK0022",2,NA,"ENG",-0.5
"ENG3008",11,1,"ENG",0.5
"ENG3004",10,1,"ENG",0.5
"THK0076",4,1,"ENG",-0.5
"THK0076",9,1,"THK",0.5
"ENG4020",10,0,"ENG",0.5
"THK0055",15,1,"THK",-0.5
"ENG2020",1,0,"THK",0.5
"THK0250",14,1,"ENG",-0.5
"ENG4008",2,1,"THK",0.5
"ENG4016",6,1,"THK",-0.5
"ENG5004",3,1,"THK",0.5
"THK0049",9,1,"ENG",-0.5
"ENG2010",0,1,"THK",-0.5
"THK0286",11,1,"ENG",0.5
"THK0193",10,1,"ENG",-0.5
"ENG2022",9,NA,"THK",-0.5
