"performance_exam","test_anxiety","performance_mock_exams","working_memory_trait","performance_exam_prepare","cg"
0.92,3.2,0.937649880095923,2.6,0.952111537684381,0
0.77,1.6,0.743813682678311,NA,0.688656325920389,1
0.7,3.4,0.611587982832618,3.13333333333333,0.631131458469588,0
0.83,2.2,0.857632933104631,2.26666666666667,0.836569890405691,0
0.86,4,0.84796573875803,2.8,0.788645690834473,0
0.79,2.6,0.792332268370607,NA,0.75161199887861,1
0.77,2,0.762019230769231,2.06666666666667,0.772536918668724,0
0.79,3,0.778577138289368,NA,0.702985653354013,1
0.84,3.8,0.804819277108434,1.53333333333333,0.749936143039591,0
0.83,1,0.864147909967846,3.73333333333333,0.79350619014249,0
0.75,2,0.8,2.06666666666667,0.722609673790776,0
0.69,3.8,0.717307692307692,NA,0.570349386213409,1
0.84,3,0.864108713029576,1.6,0.804843968327899,0
0.83,2.2,0.852917665867306,NA,0.849077490774908,1
0.84,2.8,0.831905781584582,NA,0.779227696404794,1
0.74,4,0.769724182168056,2.53333333333333,0.724785626786443,0
0.76,2.6,0.71405750798722,1.8,0.654850299401198,0
0.74,2.4,0.706730769230769,NA,0.724131042748702,1
0.83,1.8,0.808952837729816,1.93333333333333,0.780209324452902,0
NA,4,0.714285714285714,NA,0.589300244100895,1
0.79,4,0.779376498800959,NA,0.725917644866778,1
0.74,2.6,0.778846153846154,2.4,0.762865792129163,0
0.92,1.4,0.921662669864109,NA,0.87178179964313,1
0.89,1.6,0.838529176658673,1.73333333333333,0.827416375949107,0
0.77,4,0.749000799360512,NA,0.687039928619228,1
0.83,1.6,0.826538768984812,NA,0.814146620847652,1
0.77,1.6,0.653038674033149,NA,0.624868835257083,0
0.79,2.8,0.78017585931255,2.2,0.717253610336965,0
0.82,3.2,0.899103139013453,2.06666666666667,0.890340763515245,0
0.79,2.4,0.769807280513919,1.06666666666667,0.745708154506438,0
0.81,3.6,0.824940047961631,NA,0.825494505494506,1
0.89,1.6,NA,2.73333333333333,0.772972972972973,0
0.83,3.2,0.958433253397282,3.4,0.862561094819159,0
0.73,2.2,0.749000799360512,1.53333333333333,0.764943457189015,0
0.89,2.4,0.891286970423661,1.66666666666667,0.905609492988134,0
0.74,4.4,0.685542168674699,NA,0.628741287412874,0
0.8,2.6,0.815347721822542,NA,0.80978792822186,1
0.7,3.4,0.681744749596123,NA,0.663633930960664,1
0.74,4.4,0.331615120274914,1.46666666666667,0.561224489795918,0
0.76,2.6,0.7585931254996,2.4,0.686723768736617,0
0.83,3.8,0.779376498800959,2.13333333333333,0.717253610336965,0
0.83,4.6,0.878497202238209,1.86666666666667,0.798311139980513,0
0.81,2.8,0.815142576204523,1.73333333333333,0.812929197253138,0
0.82,3.2,0.842612419700214,2.2,0.7686630113876,0
0.86,1.8,0.928104575163399,3.33333333333333,0.846921797004992,0
0.76,2.4,0.9552,2,0.862561094819159,0
0.85,2.8,0.828936850519584,NA,0.762419798350138,1
0.87,4.8,0.887290167865707,1.8,0.792712066905615,0
0.77,4,0.71382893685052,NA,0.532502226179875,1
0.76,2.8,0.778577138289368,NA,0.759153590109368,1
0.84,3,0.83533173461231,2.4,0.751748251748252,0
0.74,2.2,0.877403846153846,NA,0.852182792953791,1
0.75,2,0.749000799360512,1.8,0.715606190885641,0
0.86,1.2,0.850519584332534,1.93333333333333,0.780834564254062,0
0.93,1.4,0.952884615384615,3.4,0.914056059356966,0
0.89,1.6,0.861884368308351,1.8,0.860842063648942,0
0.86,1.8,0.888089528377298,1.73333333333333,0.817791256002022,0
0.74,4.6,0.685542168674699,NA,0.693326128073494,0
0.78,1.4,0.745003996802558,NA,0.77584803256445,1
0.7,3,0.638049450549451,NA,0.631131458469588,1
0.85,4.2,0.819776714513557,2.8,0.858321114369501,0
0.81,4.8,0.840127897681854,NA,0.7686630113876,1
0.76,2.8,0.794564348521183,1.33333333333333,0.765907639923388,0
0.87,4.2,0.885691446842526,2.66666666666667,0.798311139980513,0
0.83,3.8,0.779376498800959,2.2,0.756044434763668,0
0.78,2.4,0.891075514874142,1.53333333333333,0.874769419963107,0
0.86,2.6,0.850519584332534,NA,0.825149150986691,1
0.86,4.6,0.853932584269663,NA,0.777127244340359,1
0.83,4.6,0.789768185451639,1.13333333333333,0.776134521880065,0
0.68,3.2,0.788968824940048,2.2,0.683219494184973,0
0.77,4.8,0.749000799360512,3.26666666666667,0.701534170153417,0
0.8,3.6,0.918465227817746,1.73333333333333,0.841485275288092,0
0.86,1.4,0.850519584332534,1.53333333333333,0.840608279357927,0
0.8,3.8,0.816147082334133,1.73333333333333,0.768506056527591,0
0.61,4,0.54140127388535,1.46666666666667,0,0
0.67,3,0.805755395683453,NA,0.85098923115452,1
0.87,2.4,NA,2.4,NA,0
0.82,3.6,0.867894315452362,1.46666666666667,0.786411716842962,0
0.84,2,0.796163069544365,3.2,0.741369390103567,0
0.78,3.8,0.823170731707317,1.86666666666667,0.776470588235294,0
0.9,1.4,0.880895283772982,1.8,0.793640204580832,0
0.89,2.6,0.90167865707434,2.06666666666667,0.819160624038673,0
0.83,2.4,0.864108713029576,2,0.772784810126582,0
0.93,2.6,NA,1.73333333333333,0.885028303728284,0
0.76,1.4,0.750398724082935,NA,0.695088044485635,1
0.84,2.4,0.915559030492572,2,0.853223287976801,0
0.81,2.4,0.832268370607029,3.2,0.830134854771784,0
0.84,2.6,0.864108713029576,1.4,0.797297297297297,0
0.79,2.8,0.792166266986411,NA,0.739073993942016,1
0.72,2.8,0.794564348521183,1.46666666666667,0.762865792129163,0
0.87,2.2,0.848121502797762,1.33333333333333,0.845854922279793,0
0.83,2,0.852472089314195,2.06666666666667,0.801062699256111,0
0.84,1.2,0.826538768984812,1.86666666666667,0.774860094705123,0
0.83,2.4,0.828936850519584,2.26666666666667,0.755376344086022,0
0.86,1.2,0.89048760991207,3.33333333333333,0.838141025641026,0
0.88,4,0.928856914468425,2.6,0.897357334354653,0
0.82,3.4,0.8296,1.13333333333333,0.719555648710962,0
0.7,3,0.638049450549451,1.26666666666667,0.663633930960664,0
0.85,2,0.820143884892086,1.73333333333333,0.772210376687989,0
0.82,2,0.835838607594937,1.86666666666667,0.748581847649919,0
0.83,2.4,0.854516386890488,2.13333333333333,0.801062699256111,0
0.82,3.4,0.944376776289078,1.6,0.920280446637237,0
0.8,2.4,0.815347721822542,NA,0.787843704775687,1
0.83,2,0.822916666666667,2.53333333333333,0.745944889583741,0
0.83,1.4,0.818545163868905,NA,0.762419798350138,1
0.78,2.2,NA,2.4,NA,0
0.77,3.2,0.797761790567546,1.6,0.777937649880096,0
0.88,1.6,0.861884368308351,1.53333333333333,0.861751152073733,0
0.87,3,0.887290167865707,1.26666666666667,0.826429618768328,0
NA,3,0.685695958948044,NA,0.626540673788003,1
0.8,3.2,NA,2.4,0.911029728565274,0
0.78,4.6,0.749000799360512,2.2,0.713499885399954,0
0.79,2,NA,2,NA,0
0.83,3.2,0.794564348521183,NA,0.776134521880065,1
0.86,3.2,0.859106529209622,NA,0.823844608171467,0
0.74,1.8,0.769291964996022,NA,0.724131042748702,1
0.76,1.4,0.750398724082935,NA,0.688656325920389,1
0.76,1.4,0.750398724082935,NA,0.715606190885641,1
0.83,3.8,0.744204636290967,1.26666666666667,0.716727980956503,0
0.8,3,0.813749000799361,2.06666666666667,0.808004052684904,0
0.78,1.4,0.819344524380496,NA,0.81453428863869,1
0.87,1.8,0.860911270983213,1.53333333333333,0.809828206152617,0
0.83,1.6,0.916067146282974,NA,0.87093461143444,1
0.85,3.4,0.794564348521183,1.33333333333333,0.739073993942016,0
0.8,2.4,0.809421841541756,1,0.808004052684904,0
0.79,2.8,0.765787370103917,1.2,0.75251256281407,0
0.84,3.6,0.77742193755004,NA,0.738030524775246,1
0.7,3.4,0.655063291139241,2.06666666666667,0.542472666105971,0
0.87,2.8,0.885691446842526,NA,0.885825075398535,1
0.84,2,0.821742605915268,1.86666666666667,0.774860094705123,0
0.83,2.2,0.857632933104631,NA,0.823844608171467,1
NA,1.8,0.798878205128205,2.33333333333333,0.672647702407002,0
0.79,3,0.745803357314149,NA,0.741355140186916,1
0.83,1.8,0.826538768984812,2.26666666666667,0.753409407180629,0
0.89,1.6,0.913669064748201,NA,0.861072584373555,1
0.71,3.8,0.717307692307692,2.13333333333333,0.681593794076164,0
0.84,2.4,0.820943245403677,1.93333333333333,0.740972843927186,0
0.76,3.4,0.844124700239808,1.4,0.7686630113876,0
0.88,4,0.918803418803419,2.4,0.874290578887628,0
0.79,2,0.781774580335731,NA,0.702985653354013,1
0.64,3,NA,2.4,0.561679790026247,0
0.78,2.2,0.796962430055955,1.53333333333333,0.751800180018002,0
0.73,3.8,0.912869704236611,NA,0.807659574468085,1
0.74,3.6,0.774839743589744,2.53333333333333,0.744246634824142,0
0.79,2.8,0.765787370103917,NA,0.734551195308976,1
0.8,3,0.857713828936851,1.6,0.825309043591412,0
0.87,1.8,0.854516386890488,1.8,0.777127244340359,0
0.74,4.4,NA,1.06666666666667,0.561224489795918,0
0.85,2.8,0.8496,2.06666666666667,0.840608279357927,0
0.79,3,0.813749000799361,NA,0.672532858097572,1
0.81,2.4,0.860111910471623,NA,0.809828206152617,1
0.89,2.4,0.848121502797762,2.33333333333333,0.820430965682362,0
0.83,1,0.916067146282974,NA,0.861072584373555,1
0.84,2.2,NA,2.26666666666667,0.772972972972973,0
0.89,3.4,0.878497202238209,NA,0.813766019016122,1
0.79,2,0.829824561403509,NA,0.760302365276762,1
0.81,2.4,0.869704236610711,NA,0.754077791718946,1
0.91,1.4,0.880895283772982,1.53333333333333,0.885825075398535,0
0.87,2.2,0.828137490007994,NA,0.762419798350138,1
0.84,2.4,0.820943245403677,1.46666666666667,0.814146620847652,0
0.86,2.4,0.928104575163399,2.13333333333333,0.882616910722721,0
0.92,1.8,0.952884615384615,2.2,0.901991341991342,0
0.78,2.2,0.809574468085106,1.06666666666667,0.746731234866828,0
0.69,3.8,0.709832134292566,1.26666666666667,0.724785626786443,0
0.81,4.8,NA,NA,0.805841354132094,1
0.81,2.2,0.860111910471623,0.6,0.832825322391559,0
0.87,3,0.8272,NA,0.783995186522262,0
0.52,4.6,0.732214228617106,1.46666666666667,0.635486018641811,0
0.62,3.2,0.821742605915268,NA,0.817626758693921,1
0.81,2.8,0.811350919264588,NA,0.830134854771784,1
0.83,2,0.796163069544365,2,0.729447696614915,0
0.71,4,0.717307692307692,2,0.681593794076164,0
0.93,3.2,0.9136,1.73333333333333,0.846921797004992,0
0.9,1.4,0.880895283772982,1.93333333333333,0.864117519982718,0
0.82,4.6,0.953319502074689,3.93333333333333,0.872148084373655,0
0.87,2.2,0.828137490007994,NA,0.792710706150342,1
0.7,3.4,0.788968824940048,NA,0.679646596858639,1
0.75,3.6,0,3.93333333333333,NA,0
0.76,2.8,0.595022624434389,2.4,0.695104895104895,0
0.83,4.6,0.859883236030025,1.46666666666667,0.800434928069588,0
0.8,2,0.7488,1.6,0.688656325920389,0
0.81,4.6,0.815142576204523,2.26666666666667,0.789702820367216,0
0.82,4.6,0.836930455635492,1.13333333333333,0.753521126760563,0
0.86,4.6,0.853932584269663,NA,0.783863368669022,1
0.78,3.6,0.749000799360512,1.8,0.701534170153417,0
0.89,2.2,0.875299760191847,2,0.813766019016122,0
0.77,2,0.776179056754596,1.86666666666667,0.709893048128342,0
0.81,2.4,0.815852682145717,1.26666666666667,0.825494505494506,0
0.85,2.2,0.920063948840927,1.6,0.860603572161774,0
0.69,3,0.638049450549451,1.8,0.619535519125683,0
0.86,4.6,0.853932584269663,NA,0.823844608171467,1
0.78,2,0.7464,3.93333333333333,0.77584803256445,0
0.68,3,0.685695958948044,1.93333333333333,0.617577756833176,0
0.9,1.8,NA,2.26666666666667,NA,0
0.71,1.8,0.877403846153846,2.33333333333333,0.86404833836858,0
0.81,4.6,0.840127897681854,NA,0.797491039426523,1
0.83,2.4,0.980819529206626,2.73333333333333,0.913373860182371,0
0.84,3.2,0.917665867306155,0.6,0.882616910722721,0
0.8,3.2,0.797761790567546,NA,0.706716244480595,1
0.82,2.6,0.799360511590727,NA,0.729447696614915,1
0.78,3.6,0.823170731707317,1.53333333333333,0.741817293600391,0
0.8,2.4,0.792332268370607,NA,0.741369390103567,1
0.95,1,NA,2.66666666666667,0.811204481792717,0
0.83,3.8,0.868904876099121,1,0.77200488997555,0
0.83,1.6,0.836131095123901,NA,0.815103071098023,1
0.75,1.4,0.832106038291605,NA,0.722609673790776,1
0.79,3.4,0.84572342126299,NA,0.784767515253524,1
0.76,2.8,0.778846153846154,NA,0.765907639923388,1
0.74,2.2,0.741806554756195,2.66666666666667,0.759844559585492,0
0.85,4,0.819776714513557,1.13333333333333,0.794718581341557,0
0.89,2.4,0.837729816147082,NA,0.793379207736656,0
0.68,3,0.724839400428266,1.93333333333333,0.744246634824142,0
0.85,2.8,0.820943245403677,1.93333333333333,0.745944889583741,0
0.82,2.6,0.833579881656805,3.8,0.763030998851894,0
0.72,2,0.8,NA,0.749935149156939,1
0.8,2.4,0.809421841541756,1.66666666666667,0.890625,0
0.86,2.4,0.850519584332534,NA,0.837469586374696,1
0.85,3.4,NA,2.26666666666667,0.844890510948905,0
NA,2.4,0.769291964996022,NA,0.759844559585492,0
0.85,2.8,NA,1.33333333333333,NA,0
0.89,3.4,0.905250452625226,2.4,0.891898148148148,0
0.78,4.4,0.725133689839572,1.46666666666667,0.654850299401198,0
0.85,2.2,0.856115107913669,NA,0.825309043591412,1
0.86,4,0.853932584269663,2.4,0.783863368669022,0
0.78,2.2,0.7424,1.6,0.695088044485635,0
0.81,1.8,0.805687203791469,1.26666666666667,0.727390852390852,0
0.86,4,0.853932584269663,NA,0.777127244340359,1
0.81,2.4,0.815852682145717,1.26666666666667,0.727390852390852,0
0.74,3.8,0.769724182168056,1.8,0.561847988077496,0
0.8,3,0.778577138289368,1.33333333333333,0.725917644866778,0
0.79,2.4,0.764988009592326,NA,0.701171408080325,1
0.83,2.2,0.920063948840927,2.8,0.860603572161774,0
0.86,2.6,0.832268370607029,2.33333333333333,0.740972843927186,0
0.86,1.2,0.905524419535628,1.33333333333333,0.860603572161774,0
0.77,3.2,0.963229416466827,3.93333333333333,0.924867724867725,0
0.93,1,0.952884615384615,2.73333333333333,0.913373860182371,0
0.79,3.6,0.781150159744409,NA,0.695242177453922,1
0.71,3.4,0.821742605915268,NA,0.817626758693921,1
0.83,2,0.852472089314195,1.46666666666667,0.789887187751813,0
0.76,3.8,NA,1.46666666666667,0.802058590657165,0
0.81,2.4,0.860111910471623,NA,0.809828206152617,1
0.82,3.4,0.820125130344108,1.26666666666667,0.719555648710962,0
0.82,3.4,0.820125130344108,NA,0.827296713840249,1
0.7,3.8,0.717307692307692,1.86666666666667,0.704794667813374,0
0.86,2.6,0.89048760991207,2.53333333333333,0.905609492988134,0
0.76,2.8,0.778846153846154,2,0.72268717484732,0
0.85,1.4,0.876898481215028,1.86666666666667,0.826645264847512,0
0.86,1.6,0.860111910471623,1.33333333333333,0.860842063648942,0
0.68,4.2,0.680255795363709,1.26666666666667,0.724785626786443,0
0.85,4.2,0.819776714513557,1.6,0.858321114369501,0
0.71,3.4,0.728525980911983,1.4,0.681593212349753,0
0.83,2.2,0.920063948840927,2.06666666666667,0.85462962962963,0
0.79,2.6,0.772727272727273,2.06666666666667,0.747661309666587,0
0.92,1.8,0.921153846153846,NA,0.873353989155693,1
0.79,1.2,0.881156316916488,3.93333333333333,0.813766019016122,0
0.75,3.4,0,2.73333333333333,0.911029728565274,0
0.83,3.2,0.80255795363709,1.4,0.753103771375029,0
0.92,2.2,0.95483288166215,2.66666666666667,0.901991341991342,0
0.8,2.4,0.764988009592326,1.33333333333333,0.683569979716024,0
0.78,3.6,0.788169464428457,NA,0.777937649880096,1
0.78,3.8,0.777777777777778,NA,0.72268717484732,1
0.83,2.4,0.980819529206626,3.4,0.862561094819159,0
0.67,3,0.952569169960474,NA,0.924867724867725,1
0.81,2.4,0.860111910471623,NA,0.832825322391559,1
0.74,4,0.755244755244755,2.4,0.689376443418014,0
0.89,1.6,0.883297644539615,1.33333333333333,0.813766019016122,0
0.68,2.8,0.952569169960474,NA,0.902767002844582,1
0.76,2.8,0.727707006369427,NA,0.532502226179875,0
0.79,1.2,0.816147082334133,NA,0.746731234866828,1
NA,2.4,0.737752161383285,NA,0.732544378698225,0
0.76,2.4,0.871897518014412,1.8,0.799020531173479,0
0.83,4.6,0.859883236030025,1.26666666666667,0.836569890405691,0
0.83,4.6,0.859883236030025,1.26666666666667,0.802368313597387,0
0.77,1.8,0.781774580335731,NA,0.751800180018002,1
0.86,4.6,NA,1.06666666666667,NA,0
NA,4,0.976019184652278,1.8,0.862561094819159,0
NA,3.6,0.672262190247802,2,0.571262071262071,0
0.82,2.6,0.799360511590727,1.73333333333333,0.776134521880065,0
0.71,3,NA,NA,NA,1
0.85,3.4,0.917665867306155,2.6,0.819160624038673,0
0.83,2.2,0.920063948840927,1.6,0.819160624038673,0
0.86,2.4,0.850519584332534,2.13333333333333,0.832853025936599,0
0.79,3.2,0.822541966426859,1.33333333333333,0.741817293600391,0
0.86,2.4,0.859106529209622,NA,0.789887187751813,1
NA,3,0.685695958948044,1.8,0.542472666105971,0
0.89,2.8,0.892885691446842,2.33333333333333,0.820288587669436,0
NA,3.4,0.655063291139241,1.53333333333333,0.690148305084746,0
NA,4,0.976019184652278,NA,0.862561094819159,1
