"performance_exam","test_anxiety","performance_mock_exams","working_memory_trait","performance_exam_prepare","cg"
0.8,3.2,0.83533173461231,3.86666666666667,0.794718581341557,0
0.86,1.8,0.859106529209622,NA,0.830328009617036,1
0.8,4,0.735489220563847,1.33333333333333,0.73664218789567,0
0.61,4.6,0.490291262135922,1.26666666666667,0,0
0.67,4.8,0.828137490007994,NA,0.823844608171467,1
0.87,3.8,0.842612419700214,NA,0.856351981351981,1
0.82,2.2,0.84572342126299,1.8,0.845854922279793,0
0.84,1.2,0.958433253397282,2.2,0.891898148148148,0
0.78,1.8,0.804156674660272,3.93333333333333,0.806763285024155,0
0.9,1.8,0.974420463629097,1.8,0.952111537684381,0
0.89,3,0.728525980911983,NA,0.681593212349753,1
0.83,2,0.921662669864109,3.33333333333333,0.920280446637237,0
0.93,3.2,0.880895283772982,1.13333333333333,0.87178179964313,0
0.76,2,0.722488038277512,2,0.663088558184923,0
0.84,2.2,0.829736211031175,2,0.790132547864507,0
0.81,4,0.794564348521183,2.13333333333333,0.730046115643845,0
0.84,1,0.788968824940048,2.8,0.78594313175811,0
0.79,3.8,0.774839743589744,NA,0.686723768736617,1
0.72,1.8,0.689848121502798,1.06666666666667,NA,0
0.87,2.8,0.918803418803419,3.8,0.793640204580832,0
0.83,3.8,0.877403846153846,NA,0.701476793248945,1
0.84,2.6,0.745803357314149,2,0.612595419847328,0
0.83,1.2,0.958433253397282,1.33333333333333,0.801062699256111,0
0.86,4.6,0.794564348521183,1.06666666666667,0.761392949269132,0
0.88,1,0.921662669864109,2.13333333333333,0.826645264847512,0
0.82,4.2,0.805755395683453,NA,0.776470588235294,1
0.7,1.6,0.772727272727273,1.6,0.702985653354013,0
0.85,1.4,0.889955686853767,2.26666666666667,0.902767002844582,0
0.82,4,0.76017130620985,1.46666666666667,0.717253610336965,0
0.83,3,0.878497202238209,NA,0.817791256002022,1
0.82,4,0.717026378896882,1.4,0.671094369547978,0
0.8,2.8,0.802867383512545,NA,0.802368313597387,1
0.83,2.4,0.82414068745004,2.33333333333333,0.800434928069588,0
0.83,2,0.785370548604427,2,0.717386231038506,0
0.78,2.2,0.7488,2,0.692582475309939,0
0.77,4.6,0.681744749596123,1.6,0.63097609561753,0
0.88,2.4,0.958433253397282,2,0.892107892107892,0
0.87,1.8,0.857632933104631,1.8,0.823844608171467,0
NA,2.8,NA,2.2,0.860603572161774,0
0.8,2.2,0.856115107913669,2.53333333333333,0.785696731383632,0
0.78,4,0.837729816147082,NA,0.799020531173479,1
0.79,3.4,0.781150159744409,1.33333333333333,0.717042497831743,0
0.83,2.2,NA,2.73333333333333,NA,0
0.86,2.6,0.852917665867306,NA,0.801062699256111,1
0.74,3.4,0.685542168674699,NA,0.710670314637483,1
0.76,4.2,0.742605915267786,NA,0.671094369547978,1
0.76,1.8,0.836131095123901,2.26666666666667,0.79350619014249,0
0.83,2,0.860111910471623,1.33333333333333,0.840389659048333,0
0.8,2.6,0.819776714513557,3.4,0.881877444589309,0
0.78,2.6,NA,2.06666666666667,NA,0
0.87,1.6,0.773738872403561,NA,0.762865792129163,1
0.83,1.8,0.770583533173461,2,0.716727980956503,0
0.85,2.4,0.876898481215028,1.4,0.840608279357927,0
0.8,3.4,0.793013100436681,NA,0.717253610336965,1
0.79,2.4,0.794564348521183,1.33333333333333,0.792712066905615,0
0.84,1.8,0.891075514874142,1.53333333333333,0.920280446637237,0
0.7,3,0.81858407079646,NA,0.690810810810811,1
0.87,3.4,0.835838607594937,2,0.848125,0
0.84,1.8,NA,3.86666666666667,0.777097902097902,0
0.83,2.4,0.921153846153846,NA,0.849077490774908,0
NA,4.6,0.595022624434389,NA,0.628741287412874,1
0.79,2.6,0.788169464428457,2,0.773971171923961,0
0.83,2.6,0.920063948840927,1.8,0.832825322391559,0
0.89,1.8,0.849720223820943,1.26666666666667,0.832825322391559,0
0.71,4.6,0.775379696243006,2.4,0.747260046496181,0
0.84,4.2,0.883297644539615,1.66666666666667,0.830144557823129,0
0.76,2.6,0.792965627498002,NA,0.716727980956503,1
0.88,2.8,0.90167865707434,1.8,0.825494505494506,0
0.79,4.4,0.771382893685052,2.53333333333333,0.72268717484732,0
0.64,3.8,0.749000799360512,2.53333333333333,0.715693430656934,0
0.78,3.4,0.772981614708233,NA,0.713499885399954,1
0.73,4.4,0.808952837729816,2.26666666666667,0.679646596858639,0
0.74,1.6,0.822541966426859,NA,0.727390852390852,1
0.79,4,0.741806554756195,NA,0.741209208196307,1
0.8,2,0.725133689839572,2.06666666666667,0.753409407180629,0
0.87,1.8,0.805687203791469,NA,0.819160624038673,1
0.74,3.2,0.717307692307692,1.53333333333333,0.542472666105971,0
0.85,4.4,0.880895283772982,1.73333333333333,0.885028303728284,0
0.79,3,0.788968824940048,1,0.617117117117117,0
0.81,3.2,0.9136,NA,0.824505569447602,1
0.89,1.6,0.832106038291605,2.2,0.82026082026082,0
0.83,3.8,0.859883236030025,2.4,0.841040462427746,0
0.84,1.8,0.783373301358913,1.93333333333333,0.7686630113876,0
0.89,2,0.8536,NA,0.826429618768328,1
0.79,4,0.821086261980831,NA,0.719555648710962,1
0.81,4,0.71382893685052,1.86666666666667,0.696030977734753,0
0.91,1,NA,1.33333333333333,0.814146620847652,0
0.87,3.4,0.857632933104631,NA,0.813766019016122,1
0.84,1,NA,1.2,0.72268717484732,0
0.86,1.8,0.943245403677058,NA,0.809828206152617,1
0.92,2,0.915559030492572,2.4,0.834258231594525,0
0.78,1.4,0.815347721822542,2.13333333333333,0.820288587669436,0
0.69,1.6,0.801927194860814,2.33333333333333,0.689376443418014,0
0.81,3,0.844924060751399,2.33333333333333,0.820430965682362,0
0.81,3.4,NA,2.66666666666667,NA,0
0.87,2.4,0.872120730738681,2.8,0.802368313597387,0
0.52,4.8,0.490291262135922,NA,0,1
0.62,4.6,0.725133689839572,1.4,0.617117117117117,0
0.81,3.4,0.819344524380496,NA,0.780209324452902,1
0.83,2,0.828693790149893,NA,0.858321114369501,1
0.71,3.6,0.805755395683453,2.73333333333333,0.813766019016122,0
0.93,3.8,0.864108713029576,2.4,0.874290578887628,0
0.9,2,0.864108713029576,1.2,0.82026082026082,0
0.82,4,0.918803418803419,1.66666666666667,0.860603572161774,0
0.87,2,0.832134292565947,1.8,0.800434928069588,0
0.7,1,0.749000799360512,1.93333333333333,0.725917644866778,0
0.75,4.2,0.706730769230769,1.33333333333333,0.690810810810811,0
0.76,1.2,NA,2.4,0.774860094705123,0
0.83,1.8,0.787085514834206,1.13333333333333,0.746637221441478,0
0.8,2.4,0.76978417266187,NA,0.747661309666587,1
0.81,4.2,0.841726618705036,2,0.761838440111421,0
0.82,3.2,0.83533173461231,NA,0.762146289375334,1
0.86,2.2,0.809421841541756,NA,0.808004052684904,1
0.78,2.2,0.836131095123901,NA,NA,1
0.89,1.4,0.871302957633893,1.66666666666667,0.792712066905615,0
0.77,2.6,0.744204636290967,NA,0.679646596858639,1
0.81,2.2,0.856115107913669,NA,0.762016021361816,1
0.85,1.6,0.784172661870504,3,0.777097902097902,0
0.69,1.8,0.732214228617106,NA,0.738030524775246,1
0.86,3,0.744204636290967,NA,0.652503293807642,1
0.78,3.8,0.837729816147082,NA,0.746637221441478,1
0.68,2.8,0.784172661870504,1.6,0.7585092632486,0
0.9,3.4,0.82414068745004,1.73333333333333,0.695104895104895,0
0.71,3.6,0.876898481215028,NA,0.765741857659831,1
0.81,4.2,0.835838607594937,1.66666666666667,0.840608279357927,0
0.83,2,0.800959232613909,NA,0.85098923115452,1
0.84,1.2,0.820143884892086,NA,0.736594803758983,1
0.8,1.8,0.944376776289078,NA,0.897357334354653,1
0.82,4,0.771382893685052,1.8,0.736872812135356,0
0.78,1.6,0.878497202238209,NA,0.845854922279793,1
0.8,1.8,0.883297644539615,NA,0.807659574468085,1
0.95,1.2,0.885691446842526,2.6,0.87093461143444,0
0.83,2.4,0.725133689839572,1.46666666666667,0.727272727272727,0
0.83,1,NA,2.06666666666667,NA,0
0.75,2,0.725133689839572,1.66666666666667,0.738639652677279,0
0.79,3.6,0.913669064748201,1.2,0.832825322391559,0
0.76,4,0.795363709032774,0.4,0.728240835551915,0
0.74,2.2,0.796962430055955,NA,0.712383488681758,1
0.85,2.4,0.83533173461231,1.33333333333333,0.825149150986691,0
0.89,2,0.899103139013453,NA,0.882616910722721,1
0.68,2.6,0,NA,NA,1
0.85,3.6,0.856115107913669,1,0.840608279357927,0
0.82,2,0.831905781584582,NA,0.784313725490196,1
0.72,2.6,0.80255795363709,NA,0.751748251748252,1
0.8,3.2,0.792634107285829,NA,0.766761584260937,1
0.86,3.8,0.876898481215028,1.53333333333333,0.841485275288092,0
0.85,1.8,0.928057553956835,2.53333333333333,0.911029728565274,0
NA,2,0.810551558752998,2.2,0.768312832751974,0
0.85,3,0.84796573875803,1.8,0.844890510948905,0
0.89,1,0.810551558752998,1.53333333333333,0.813766019016122,0
0.78,3.2,0.863527533918595,NA,0.814594487408289,1
0.85,3.4,0.875299760191847,1.93333333333333,0.759153590109368,0
0.86,3.6,0.743813682678311,1.2,0.703526189661075,0
0.78,2,0.762589928057554,NA,0.812929197253138,1
0.81,4,0.490291262135922,2.66666666666667,0,0
0.86,3.8,0.745803357314149,4,0.692582475309939,0
0.81,3.8,0.895283772981615,NA,0.874290578887628,1
0.74,1.6,0.808952837729816,NA,0.813662495772743,1
0.8,2.8,0.826538768984812,2.13333333333333,0.741369390103567,0
0.79,2.4,0.810551558752998,NA,0.744246634824142,1
0.83,1.6,0.853932584269663,2.73333333333333,0.808004052684904,0
0.86,4.2,0.878497202238209,2,0.762016021361816,0
0.86,2.8,0.852118305355715,NA,0.85098923115452,1
0.77,2,0.815347721822542,1.6,0.794718581341557,0
0.93,1.6,0.943245403677058,1.66666666666667,0.890625,0
0.79,4.2,0.815142576204523,2,0.827296713840249,0
0.71,1.8,0.702355460385439,NA,0.681592039800995,1
0.83,2.6,0.852472089314195,2,0.809757505773672,0
0.76,2,0.836131095123901,2.13333333333333,0.802368313597387,0
0.81,3.6,0.76017130620985,1.8,0.689948453608247,0
0.82,2.8,0.880895283772982,0.866666666666667,0.801062699256111,0
0.82,1.8,0.864108713029576,NA,0.844890510948905,0
0.7,4.6,0.722222222222222,1.93333333333333,0.678307417792506,0
0.86,2,0.787085514834206,NA,0.722722513089005,1
0.76,3.2,0.833333333333333,0.6,0.77584803256445,0
0.85,1.2,0.891075514874142,1.8,0.85098923115452,0
0.86,1.8,0.779376498800959,NA,0.745944889583741,1
0.68,2.6,NA,1.53333333333333,0.78594313175811,0
0.85,2,NA,1.26666666666667,NA,0
0.71,3.2,0.78017585931255,NA,0.761838440111421,1
0.83,3.2,0.83533173461231,NA,0.810495049504951,1
0.79,3,0.771382893685052,2.53333333333333,0.689948453608247,0
0.92,4,0.838529176658673,2,0.797297297297297,0
0.79,2.8,0.819344524380496,NA,0.75251256281407,1
0.75,1.2,0.685542168674699,1.26666666666667,0.571262071262071,0
0.83,1.6,0.917665867306155,NA,0.924867724867725,1
0.92,1.2,0.837729816147082,1.8,0.813766019016122,0
0.8,1.8,0.830434782608696,NA,0.772282921219091,1
0.78,3.6,0.789768185451639,1.93333333333333,0.725831104317921,0
0.78,2.8,0.817745803357314,1.66666666666667,0.727390852390852,0
0.83,3.4,0.849720223820943,NA,0.780209324452902,1
0.67,2,NA,1.8,NA,0
0.81,3.2,0.714285714285714,2.4,0.672532858097572,0
0.74,2.2,0.740978348035285,1.46666666666667,0.693326128073494,0
0.89,1.4,0.916067146282974,3.73333333333333,0.890625,0
0.68,2.4,0.868904876099121,2.06666666666667,0.814146620847652,0
0.76,2.6,0.717026378896882,1.46666666666667,0.612595419847328,0
0.79,2.4,0.853932584269663,1.93333333333333,0.809757505773672,0
NA,4.6,0.820143884892086,NA,0.716727980956503,1
0.76,1.6,0.795363709032774,NA,0.806763285024155,1
0.83,4,0.891286970423661,1,0.84526558891455,0
0.83,4.2,0.852472089314195,NA,0.817626758693921,1
0.77,3.2,0.776179056754596,1.2,0.749935149156939,0
0.86,2.2,0.884892086330935,NA,0.825309043591412,1
NA,1.4,0.843325339728217,2.13333333333333,0.796296296296296,0
NA,3.2,0.7464,1.8,0.687039928619228,0
0.82,3.2,0.83533173461231,NA,0.844890510948905,1
0.71,3.2,NA,1.06666666666667,NA,0
0.85,2.2,0.8496,1.46666666666667,0.813766019016122,0
0.83,2.8,0.894484412470024,2.33333333333333,0.874769419963107,0
0.86,3.2,0.804156674660272,1.93333333333333,0.785696731383632,0
0.79,3.8,0.726618705035971,1.26666666666667,0.741355140186916,0
0.86,1.6,0.769807280513919,2.06666666666667,0.717386231038506,0
NA,2.4,0.860911270983213,2,0.861072584373555,0
0.89,4,0.980819529206626,1.86666666666667,0.920280446637237,0
NA,3.4,0.833333333333333,1.86666666666667,0.79350619014249,0
NA,4,0.722222222222222,1.46666666666667,0.725917644866778,0
