"performance_exam","test_anxiety","performance_mock_exams","working_memory_trait","performance_exam_prepare","cg"
0.8,2.6,0.76017130620985,2.06666666666667,0.716727980956503,0
0.78,3.8,0.777777777777778,NA,0.765907639923388,1
0.77,2,0.829824561403509,1.4,0.81453428863869,0
0.83,1.6,0.864147909967846,NA,0.772784810126582,1
0.84,2.4,0.864108713029576,2,0.77200488997555,0
NA,1.4,NA,NA,NA,0
0.78,3,0.9328,1.6,0.902767002844582,0
0.81,2.8,0.832134292565947,2.73333333333333,0.825494505494506,0
0.84,2,0.822916666666667,NA,0.783783783783784,1
0.77,2.8,0.765787370103917,NA,0.686723768736617,1
0.75,2,0.775574940523394,1.8,0.777937649880096,0
NA,2.8,0.800959232613909,1.66666666666667,0.749935149156939,0
NA,3,0.638049450549451,1.8,0.571262071262071,0
0.79,4,0.779376498800959,NA,0.728240835551915,1
0.85,2.8,0.828936850519584,NA,0.738104678826328,1
0.83,4.6,0.953319502074689,3.93333333333333,0.952111537684381,0
0.81,2.6,0.793013100436681,1.73333333333333,0.776134521880065,0
0.82,3.4,0.842612419700214,2.13333333333333,0.753521126760563,0
0.76,4.2,0.702355460385439,2.13333333333333,0.654850299401198,0
0.81,3.8,0.824940047961631,1.46666666666667,0.787497503495107,0
0.72,2.8,0.71405750798722,1.53333333333333,0.724131042748702,0
0.83,1,0.871302957633893,NA,0.799020531173479,1
0.71,3,0.707102952913009,NA,0.681593212349753,1
0.8,2.4,0.772727272727273,NA,0.754716981132076,1
0.79,1.6,0.653038674033149,2.13333333333333,0.681592039800995,0
0.73,1.8,0.871897518014412,NA,0.754077791718946,1
0.7,3.4,0.672262190247802,1.26666666666667,0.690148305084746,0
0.9,1.4,0.844924060751399,1.33333333333333,0.827416375949107,0
0.77,1.8,0.768219832735962,NA,0.77584803256445,1
0.85,2.8,0.828936850519584,NA,0.738104678826328,1
0.74,3.6,0.676190476190476,NA,0.663633930960664,1
NA,2.8,0.724839400428266,NA,0.732544378698225,0
0.76,1.6,0.722488038277512,1.93333333333333,0.722503008423586,0
0.81,1.6,0.763389288569145,NA,0.762016021361816,0
0.78,3,0.810551558752998,1.33333333333333,0.717042497831743,0
0.8,3.2,0.81294964028777,NA,0.727390852390852,1
NA,3.2,0.490291262135922,2.4,0.542472666105971,0
0.78,4.2,0.749000799360512,NA,0.687115420473616,0
0.91,1.8,0.921662669864109,NA,0.87382614977125,1
0.79,1.2,0.881156316916488,NA,0.817791256002022,1
0.81,3.6,0.900079936051159,2.6,0.807659574468085,0
0.93,3.6,0.952884615384615,2,0.913373860182371,0
0.86,2.4,0.860111910471623,2.6,0.861751152073733,0
0.93,1.4,0.937649880095923,2.06666666666667,0.872148084373655,0
0.87,2.4,0.828137490007994,NA,0.762419798350138,1
0.72,4.8,0.685542168674699,2,0.681593794076164,0
0.8,2,0.776179056754596,1.6,0.756044434763668,0
0.84,3.2,0.958433253397282,2.6,0.896071700991609,0
0.81,2.4,0.832268370607029,3.8,0.830134854771784,0
0.9,1.8,0.921397379912664,NA,0.861072584373555,1
0.89,1.6,0.913669064748201,1.53333333333333,0.828,0
0.92,3.2,0.880895283772982,2.73333333333333,0.82026082026082,0
0.83,4.6,0.789768185451639,1,0.729447696614915,0
0.89,2.6,0.878497202238209,2.66666666666667,0.885825075398535,0
0.75,1.4,0.832106038291605,NA,0.722609673790776,1
0.71,3,0.707102952913009,NA,0.681593212349753,1
0.73,2.2,0.798878205128205,1.53333333333333,0.759844559585492,0
0.78,4.2,0.749000799360512,NA,0.687115420473616,0
NA,3.4,0.821742605915268,NA,0.806763285024155,0
0.52,4,0.976019184652278,NA,NA,1
0.84,2.6,0.831905781584582,NA,0.796296296296296,1
NA,3.2,0.490291262135922,2.4,0.542472666105971,0
0.77,1,0.771382893685052,NA,0.727735887507642,1
0.86,3.2,0.876898481215028,1.6,0.793640204580832,0
0.89,2.6,0.90167865707434,NA,0.875628140703518,1
0.76,2.8,0.7585931254996,NA,0.738639652677279,1
0.76,1.4,0.750398724082935,NA,0.688656325920389,1
0.82,3.2,0.820125130344108,NA,0.750206554668135,1
0.75,3.6,0,NA,NA,1
0.85,3.6,0.80255795363709,2.06666666666667,0.696285140562249,0
NA,3.4,0.821742605915268,NA,0.806763285024155,0
0.77,1.6,0.743813682678311,1.6,0.695088044485635,0
0.78,3.8,0.777777777777778,NA,0.765907639923388,1
0.73,2.4,0.741806554756195,3.86666666666667,0.771407968271138,0
0.77,2,0.7464,1.33333333333333,0.785696731383632,0
0.79,2.8,0.76978417266187,NA,0.701171408080325,1
0.82,2.6,0.773019271948608,1.2,0.745708154506438,0
0.86,4,0.872120730738681,2.66666666666667,0.874290578887628,0
0.79,4,0.779376498800959,NA,0.728240835551915,1
0.89,2.6,0.878497202238209,2.66666666666667,0.885825075398535,0
0.83,2.6,0.854516386890488,NA,0.849077490774908,1
0.85,4,0.804819277108434,1.6,0.856351981351981,0
0.84,3.8,0.829736211031175,1.8,0.794718581341557,0
0.77,3.6,0.767386091127098,NA,0.687039928619228,1
0.84,2,0.796163069544365,1.93333333333333,0.75161199887861,0
0.89,1.8,0.927258193445244,NA,0.87178179964313,1
0.79,4,0.779376498800959,NA,0.728240835551915,1
0.76,3.8,0.769724182168056,NA,0.690810810810811,1
0.71,1.8,0.706730769230769,1.66666666666667,0.741209208196307,0
0.82,2.6,0.833333333333333,NA,0.783726812816189,1
0.77,1.8,0.768219832735962,NA,0.77584803256445,1
0.84,2,0.822916666666667,NA,0.783783783783784,1
0.85,3.6,0.80255795363709,2.06666666666667,0.696285140562249,0
0.93,2.2,0.943245403677058,2.73333333333333,0.914056059356966,0
0.89,2.6,0.878497202238209,2.66666666666667,0.885825075398535,0
0.86,4.6,0.771382893685052,2.8,0.747661309666587,0
0.87,2.2,0.837729816147082,1.2,0.798179396092362,0
0.78,2,0.7488,1.86666666666667,0.715606190885641,0
0.79,2.6,0.764988009592326,2.06666666666667,0.741355140186916,0
0.8,2,0.762019230769231,1.93333333333333,0.772536918668724,0
0.84,3,0.895283772981615,2.06666666666667,0.905609492988134,0
0.81,4,0.811350919264588,NA,0.762146289375334,1
0.82,3.2,0.899103139013453,2.8,0.890340763515245,0
0.83,1.8,0.876898481215028,1.6,0.834258231594525,0
0.77,3.6,0.770583533173461,1.2,0.758978023941397,0
0.81,1.8,0.775379696243006,1.46666666666667,0.702985653354013,0
0.74,3.6,0.676190476190476,NA,0.663633930960664,1
0.83,4.6,0.789768185451639,1,0.729447696614915,0
0.91,1.8,0.921662669864109,NA,0.87382614977125,1
0.71,4,NA,1.46666666666667,NA,0
0.84,2.6,0.831905781584582,NA,0.796296296296296,1
0.77,3.6,0.767386091127098,NA,0.687039928619228,1
0.75,2.6,0.778846153846154,2.4,0.73541842772612,0
0.6,4.2,0.735489220563847,NA,0.589300244100895,1
0.83,2.6,NA,NA,0.802058590657165,1
0.76,2.8,0.7585931254996,NA,0.738639652677279,1
0.83,3.2,0.83533173461231,3.13333333333333,0.753103771375029,0
0.83,2.2,0.888888888888889,2.06666666666667,0.869920597851471,0
0.78,3,0.9328,1.6,0.902767002844582,0
0.88,1.6,0.860911270983213,2.2,0.809828206152617,0
0.79,2.4,0.891075514874142,2,0.838141025641026,0
0.86,2.6,0.859106529209622,1.26666666666667,0.823844608171467,0
0.83,2.6,NA,NA,0.802058590657165,1
0.74,4.4,0.732214228617106,1.46666666666667,0.667152980408504,0
0.7,1.8,NA,2.73333333333333,NA,0
0.85,4,0.846473029045643,1.93333333333333,0.832853025936599,0
0.79,3.2,0.797761790567546,1.73333333333333,0.754628350373031,0
0.83,2.4,0.820943245403677,1.8,0.745944889583741,0
0.82,2.6,0.773019271948608,1.2,0.745708154506438,0
0.61,5,NA,3,0.526676456191875,0
0.84,1.2,NA,3.46666666666667,0.911029728565274,0
0.85,3.4,0.794564348521183,1.53333333333333,0.75297410776767,0
0.84,3.2,0.77742193755004,NA,0.717253610336965,1
0.75,2,0.775574940523394,1.8,0.777937649880096,0
0.87,1.8,0.894484412470024,3.33333333333333,0.874769419963107,0
0.9,1.4,0.95483288166215,2.33333333333333,0.892107892107892,0
0.84,2,0.821742605915268,3.2,0.739620403321471,0
0.72,3.2,0.773738872403561,2.66666666666667,0.683219494184973,0
0.86,2.6,0.859106529209622,1.26666666666667,0.823844608171467,0
0.82,1.6,NA,2.73333333333333,0.811204481792717,0
0.85,3.4,0.794564348521183,1.53333333333333,0.75297410776767,0
0.85,1.2,0.826538768984812,1.86666666666667,0.774860094705123,0
0.82,2.4,0.808153477218225,1.73333333333333,0.763030998851894,0
0.7,3.4,0.672262190247802,1.26666666666667,0.690148305084746,0
0.8,2,0.762019230769231,1.93333333333333,0.772536918668724,0
0.82,2,0.816147082334133,NA,0.772282921219091,1
0.86,1.2,NA,2.4,NA,0
0.87,4.8,0.885691446842526,NA,0.841485275288092,1
0.76,2.8,0.7585931254996,NA,0.738639652677279,1
0.62,3,0.66815144766147,2.06666666666667,0.549751243781095,0
0.77,2.4,0.762589928057554,1.53333333333333,0.701534170153417,0
0.79,3.6,0.785370548604427,NA,0.744964454976303,1
0.82,1.4,0.837729816147082,3.73333333333333,0.790132547864507,0
0.8,3.4,0.822541966426859,1.33333333333333,0.80978792822186,0
0.8,3,0.785771382893685,NA,0.695242177453922,1
0.8,3.8,0.742605915267786,1.33333333333333,0.734551195308976,0
0.8,3,0.86038961038961,1.2,0.881877444589309,0
0.74,4,0.912869704236611,1.66666666666667,0.737748851454824,0
0.7,3.8,0.665067945643485,2.4,0.612595419847328,0
0.79,3.2,0.797761790567546,1.73333333333333,0.754628350373031,0
0.87,2.2,0.889955686853767,1.6,0.859733700642792,0
0.83,1.4,0.836131095123901,NA,0.761061946902655,1
0.84,3.2,0.77742193755004,NA,0.717253610336965,1
0.77,3.2,0.963229416466827,3.4,0.862561094819159,0
0.86,4,0.788169464428457,NA,0.741369390103567,1
0.78,4.6,0.725133689839572,0.866666666666667,0.624868835257083,0
0.77,1,0.771382893685052,NA,0.727735887507642,1
0.77,2,0.829824561403509,1.4,0.81453428863869,0
0.9,1.8,0.921397379912664,NA,0.861072584373555,1
0.81,2.4,0.815852682145717,3.13333333333333,0.808004052684904,0
0.85,2.8,0.828936850519584,NA,0.738104678826328,1
0.78,2,0.7488,1.86666666666667,0.715606190885641,0
0.86,2.4,0.850519584332534,2.53333333333333,0.837469586374696,0
0.62,3,0.66815144766147,2.06666666666667,0.549751243781095,0
0.67,3.2,0.611587982832618,3.13333333333333,0.626540673788003,0
0.84,1.8,0.852118305355715,NA,0.845854922279793,1
0.79,2.8,0.76978417266187,NA,0.701171408080325,1
0.84,2.4,NA,1.33333333333333,NA,0
0.79,2,0.792634107285829,NA,0.752009744214373,1
0.81,3.8,0.824940047961631,1.46666666666667,0.787497503495107,0
0.8,2,0.776179056754596,1.6,0.756044434763668,0
0.93,1,NA,NA,NA,1
0.86,4,0.853932584269663,1.13333333333333,0.800434928069588,0
0.7,3.4,0.672262190247802,1.26666666666667,0.690148305084746,0
0.81,3.6,0.900079936051159,2.6,0.807659574468085,0
0.73,2.4,0.741806554756195,3.86666666666667,0.771407968271138,0
0.7,3.4,0.655063291139241,1.26666666666667,0.619535519125683,0
0.91,1.8,0.921662669864109,NA,0.87382614977125,1
0.88,1.8,0.839328537170264,2,0.76837416481069,0
0.83,2,0.836131095123901,0.6,0.83205268935236,0
0.9,1.4,NA,3,0.885028303728284,0
0.8,3,0.785771382893685,NA,0.695242177453922,1
0.78,3,0.810551558752998,1.33333333333333,0.717042497831743,0
0.72,3.4,0.788968824940048,1.33333333333333,0.744543992648748,0
0.78,4.6,0.725133689839572,0.866666666666667,0.624868835257083,0
0.82,1.6,NA,2.73333333333333,0.811204481792717,0
0.83,2.4,0.8496,NA,0.780834564254062,1
0.82,1.6,NA,2.73333333333333,0.811204481792717,0
0.84,1.2,NA,3.46666666666667,0.911029728565274,0
0.78,3,0.810551558752998,1.33333333333333,0.717042497831743,0
0.82,2.6,0.799360511590727,NA,0.730046115643845,1
0.78,2,0.7488,1.86666666666667,0.715606190885641,0
0.93,1,NA,NA,NA,1
0.75,1.8,0.737752161383285,NA,0.689948453608247,1
0.81,4,0.811350919264588,NA,0.762146289375334,1
0.83,2.2,0.920063948840927,NA,0.880492424242424,1
0.79,3.8,NA,1.46666666666667,NA,0
0.85,4.2,0.868904876099121,NA,0.789531478770132,1
0.79,1.2,0.881156316916488,NA,0.817791256002022,1
0.86,4.6,0.864217252396166,NA,0.797297297297297,0
0.84,1.6,0.916067146282974,3.4,0.848125,0
0.68,2.6,0.729816147082334,NA,0.762865792129163,1
0.9,1.4,NA,3,0.885028303728284,0
0.75,2.6,0.778846153846154,2.4,0.73541842772612,0
0.88,3.8,0.828137490007994,NA,0.749936143039591,1
0.81,1.6,0.763389288569145,NA,0.762016021361816,0
0.79,4,0.738782051282051,NA,0.703526189661075,1
0.78,2.4,0.826538768984812,1.8,0.760302365276762,0
0.9,1.4,0.844924060751399,1.33333333333333,0.827416375949107,0
0.84,2,0.821742605915268,3.2,0.739620403321471,0
0.79,3.6,0.817745803357314,NA,0.715693430656934,1
0.74,3.8,0.755244755244755,3.26666666666667,0.663088558184923,0
0.84,3.8,0.829736211031175,1.8,0.794718581341557,0
0.79,2.4,0.769807280513919,1.53333333333333,0.792213473315835,0
0.82,1.4,0.837729816147082,3.73333333333333,0.790132547864507,0
0.81,2.2,0.78302642113691,NA,0.761838440111421,1
0.83,4.6,0.836930455635492,1.13333333333333,0.815103071098023,0
0.81,2.4,0.815852682145717,3.13333333333333,0.808004052684904,0
0.75,3.4,0.774839743589744,4,0.830144557823129,0
0.81,2.4,0.815852682145717,3.13333333333333,0.808004052684904,0
0.69,4.2,0.709832134292566,NA,0.63097609561753,1
0.83,2.2,0.888888888888889,2.06666666666667,0.869920597851471,0
0.85,4,0.804819277108434,1.6,0.856351981351981,0
0.79,1.6,0.653038674033149,2.13333333333333,0.681592039800995,0
0.75,1.8,0.802867383512545,NA,0.746731234866828,1
NA,3.2,0.728525980911983,1.73333333333333,0.679646596858639,0
NA,4,0.690647482014389,NA,0.696030977734753,1
0.95,2.4,0.928856914468425,2.93333333333333,0.891898148148148,0
0.74,4.4,0.732214228617106,1.46666666666667,0.667152980408504,0
0.88,4,0.918803418803419,1.86666666666667,0.798311139980513,0
0.79,4,0.779376498800959,NA,0.728240835551915,1
0.79,4.4,0.918465227817746,2,0.785772857728577,0
0.79,1.2,0.881156316916488,NA,0.817791256002022,1
0.84,2.6,0.831905781584582,NA,0.796296296296296,1
0.88,1.6,0.860911270983213,2.2,0.809828206152617,0
0.84,2,0.796163069544365,1.93333333333333,0.75161199887861,0
NA,3.2,NA,1.33333333333333,0.841040462427746,0
0.78,3.8,0.777777777777778,NA,0.765907639923388,1
0.81,2.6,0.793013100436681,1.73333333333333,0.776134521880065,0
0.84,1.6,0.916067146282974,3.4,0.848125,0
0.84,2,0.822916666666667,NA,0.783783783783784,1
0.9,1.4,0.844924060751399,1.33333333333333,0.827416375949107,0
0.78,1.4,0.711430855315747,NA,0.683498429572361,1
0.7,3.4,0.655063291139241,1.26666666666667,0.619535519125683,0
0.83,3.6,0.864108713029576,1.13333333333333,0.786411716842962,0
0.74,3.8,0.755244755244755,3.26666666666667,0.663088558184923,0
0.72,3.2,0.773738872403561,2.66666666666667,0.683219494184973,0
0.85,2.8,0.980819529206626,2.2,0.866447985004686,0
0.8,3.4,0.84572342126299,1,0.7686630113876,0
0.77,4,0.788169464428457,NA,0.764991554054054,1
0.9,1.4,NA,3,0.885028303728284,0
0.8,3.4,0.84572342126299,1,0.7686630113876,0
0.84,3.2,0.77742193755004,NA,0.717253610336965,1
0.85,2,0.805397727272727,3.2,0.746569972559781,0
0.67,3.2,0.611587982832618,3.13333333333333,0.626540673788003,0
0.73,2.2,0.798878205128205,1.53333333333333,0.759844559585492,0
0.8,4.4,0.816147082334133,2,0.737043098745226,0
0.82,4.6,0.878497202238209,2.86666666666667,0.792712066905615,0
0.85,2.8,0.980819529206626,2.2,0.866447985004686,0
0.75,1.4,0.832106038291605,NA,0.722609673790776,1
0.71,3,0.707102952913009,NA,0.681593212349753,1
0.7,3.8,0.665067945643485,2.4,0.612595419847328,0
0.81,1.8,0.775379696243006,1.46666666666667,0.702985653354013,0
0.52,4,0.976019184652278,NA,NA,1
0.83,2.2,0.920063948840927,NA,0.880492424242424,1
0.73,4,NA,1.86666666666667,0.617117117117117,0
0.72,3.2,0.773738872403561,2.66666666666667,0.683219494184973,0
0.79,1.6,0.653038674033149,2.13333333333333,0.681592039800995,0
0.84,2,0.822916666666667,NA,0.783783783783784,1
0.8,4.4,0.816147082334133,2,0.737043098745226,0
0.78,3,0.9328,1.6,0.902767002844582,0
0.8,4.4,0.896083133493205,NA,0.868839884947267,1
0.93,1.4,0.937649880095923,2.06666666666667,0.872148084373655,0
0.81,4,0.811350919264588,NA,0.762146289375334,1
0.74,3.8,0.717026378896882,1.33333333333333,0.689376443418014,0
0.79,2,0.792634107285829,NA,0.752009744214373,1
0.84,2.8,0.769480519480519,NA,0.75251256281407,1
0.87,2.8,0.860911270983213,1.66666666666667,0.814594487408289,0
0.83,3.6,0.864108713029576,1.13333333333333,0.786411716842962,0
0.8,3,0.785771382893685,NA,0.695242177453922,1
0.76,2.8,NA,2.66666666666667,0.844890510948905,0
0.83,1.8,0.876898481215028,1.6,0.834258231594525,0
0.69,4,0.717307692307692,3.06666666666667,0.561847988077496,0
0.86,3.2,0.888089528377298,1.93333333333333,0.826645264847512,0
0.83,3.8,0.744204636290967,1.46666666666667,0.685201997276441,0
0.87,1.8,0.894484412470024,3.33333333333333,0.874769419963107,0
0.84,3.8,0.829736211031175,1.8,0.794718581341557,0
0.77,2,0.7464,1.33333333333333,0.785696731383632,0
0.84,1.6,0.844924060751399,NA,0.793379207736656,1
0.83,1.6,0.818545163868905,1.8,0.755376344086022,0
0.85,1.8,0.863527533918595,2.26666666666667,0.840389659048333,0
0.86,2.6,0.859106529209622,1.26666666666667,0.823844608171467,0
0.9,1.4,NA,3,0.885028303728284,0
NA,3.4,0.821742605915268,NA,0.806763285024155,0
NA,4,0.690647482014389,NA,0.696030977734753,1
0.81,2.6,0.793013100436681,1.73333333333333,0.776134521880065,0
0.83,1.8,0.876898481215028,1.6,0.834258231594525,0
0.83,2.6,0.854516386890488,NA,0.849077490774908,1
