"performance_exam","test_anxiety","performance_mock_exams","working_memory_trait","performance_exam_prepare","cg"
0.87,4,0.860911270983213,3.86666666666667,0.785772857728577,0
0.9,4,0.760991207034373,1.73333333333333,0.78594313175811,1
0.84,2.4,0.755244755244755,NA,0.875628140703518,0
0.72,1.8,0.54140127388535,2.86666666666667,0.832853025936599,1
0.86,3.4,NA,NA,0.748581847649919,0
0.82,3.2,0.764988009592326,3.4,0.866447985004686,1
0.85,2.2,0.773738872403561,2.2,0.914056059356966,1
0.85,2.2,0.749000799360512,NA,0.692582475309939,0
0.82,1.4,0.767386091127098,NA,0.739073993942016,0
0.7,2,0.913669064748201,2,0.77200488997555,1
0.8,2.4,0.822916666666667,NA,0.902767002844582,0
0.82,1.6,0.844124700239808,2.26666666666667,0.810495049504951,0
0.86,3.8,0.836131095123901,NA,0.745944889583741,1
0.87,4.6,0.787370103916866,1.8,0.671094369547978,1
0.76,2.2,0.816147082334133,NA,0.672939778129952,1
0.62,2,0.888888888888889,NA,0.789887187751813,0
0.77,2,0.805755395683453,NA,0.826429618768328,0
0.79,2,0.805687203791469,NA,0.790132547864507,0
0.82,2.6,0.905250452625226,NA,0.727390852390852,1
0.8,4,0.655063291139241,1.93333333333333,0.890625,0
0.8,2.8,0.775379696243006,NA,0.702985653354013,1
0.8,3.6,0.952884615384615,2.2,0.777937649880096,0
0.8,2,0.80255795363709,1.26666666666667,NA,0
0.74,4.6,0.775379696243006,1.33333333333333,0.532502226179875,0
0.7,1.4,0.805397727272727,3.8,0.692582475309939,0
0.79,3.2,0.804156674660272,NA,0.772972972972973,1
0.87,2.8,NA,NA,0.87093461143444,0
0.83,3.4,0.974420463629097,1.06666666666667,0.808588731877409,1
0.84,3,0.850519584332534,NA,0.741369390103567,0
0.77,2.6,0.795363709032774,2.33333333333333,NA,1
0.86,2.4,0.773738872403561,2.73333333333333,0.724131042748702,0
0.78,2.8,0.749000799360512,3.93333333333333,0.768312832751974,0
0.77,2.2,0.707102952913009,3.93333333333333,0.746637221441478,0
0.77,1.6,0.84572342126299,1,0.624868835257083,1
0.9,3,0.754596322941647,1.26666666666667,0.589300244100895,0
0.81,3.6,0.860111910471623,NA,0.741817293600391,0
0.85,4.8,0.871897518014412,NA,0.695104895104895,1
0.78,3,NA,1.8,0.63097609561753,1
0.86,2.8,0.9136,NA,0.834435869165748,0
0.62,3.8,0.844924060751399,1.46666666666667,0.589300244100895,1
0.67,2.4,0.711430855315747,2.26666666666667,0.804843968327899,0
0.84,4.2,0.764878765613519,NA,0.557181571815718,0
0.79,1.6,0.871302957633893,1.26666666666667,0.654850299401198,1
0.84,2.8,0.868904876099121,1.06666666666667,NA,0
0.79,2,0.852917665867306,2.06666666666667,0.87178179964313,0
0.81,1.2,0.784172661870504,1.93333333333333,0.901991341991342,0
0.8,1.4,0.89048760991207,1.86666666666667,0.756044434763668,0
0.93,1,0.777777777777778,1.66666666666667,0.902767002844582,0
0.86,4.4,0.800959232613909,NA,0.681593794076164,0
0.7,2.2,0.654175588865096,3.4,0.861751152073733,0
0.81,3.8,0.654175588865096,NA,0.681593212349753,0
0.73,3.4,0.896083133493205,1.8,NA,1
0.7,2.8,0.822649572649573,2.8,0.72268717484732,0
0.91,2.6,0.852917665867306,4,0.807659574468085,1
0.88,1,0.861884368308351,NA,0.874769419963107,1
0.83,2,0.829736211031175,1.53333333333333,0.826645264847512,0
0.9,1.6,0.749000799360512,1.46666666666667,0.809757505773672,0
0.8,2.8,0.771382893685052,1.66666666666667,0.914056059356966,0
0.78,2.6,0.896882494004796,1.26666666666667,0.902767002844582,0
0.72,2,0.741806554756195,3.2,0.864117519982718,1
0.78,3.8,NA,2.86666666666667,NA,0
0.82,2.4,0.778577138289368,1.66666666666667,0.681593794076164,1
0.83,3.6,0.331615120274914,1.8,0.696030977734753,0
0.82,4.2,0.816147082334133,2.53333333333333,0.557181571815718,1
0.84,3.6,0.797761790567546,NA,0.542472666105971,0
0.78,1.8,0.729816147082334,0.8,0.704794667813374,0
0.82,4.2,0.71382893685052,NA,0,0
0.78,4.2,0.832268370607029,2.26666666666667,0.814594487408289,1
0.93,3,0.672262190247802,NA,0.787843704775687,0
0.75,3.8,0.828693790149893,4,0.744543992648748,0
0.81,2.2,0.9552,2.4,0.722722513089005,1
0.83,4.2,0.9328,1.73333333333333,0.858321114369501,0
0.79,1.8,0.765787370103917,NA,0.759153590109368,1
0.85,2.2,0.953319502074689,NA,0.754077791718946,0
0.79,4,0.742605915267786,1.53333333333333,0.754077791718946,0
0.86,1,0.685695958948044,1.46666666666667,0.82026082026082,0
0.84,4.6,0.878497202238209,1.6,0.681592039800995,0
0.68,1.4,0.958433253397282,NA,0.774860094705123,1
0.9,4,0.76978417266187,1.13333333333333,0.571262071262071,0
0.75,3.6,0.828137490007994,2.93333333333333,0.755792867217409,0
0.88,3.4,NA,NA,0.77200488997555,0
0.81,2,0.822541966426859,2.73333333333333,0.923431734317343,0
0.79,4.2,0.722488038277512,2.06666666666667,0.844890510948905,0
0.78,3.8,0.779376498800959,2.8,0.793640204580832,0
0.9,1.8,0.595022624434389,1.33333333333333,0.672647702407002,0
0.84,2.4,0.832134292565947,2.66666666666667,0.827296713840249,1
0.79,2.2,0.783373301358913,2.6,0.561679790026247,0
0.74,2,NA,NA,0.760302365276762,0
0.84,3.4,NA,2.6,0.690148305084746,0
0.79,3.2,0.867894315452362,2.4,0.750206554668135,0
0.82,1.8,0.892885691446842,1.66666666666667,0.792712066905615,0
0.81,2.4,0.921153846153846,1.26666666666667,0.913373860182371,1
0.83,3,0.822541966426859,4,0.744964454976303,0
0.81,2.4,0.821086261980831,NA,NA,1
0.75,3.4,0.490291262135922,1.73333333333333,0.658807679353318,0
0.81,2,0.77742193755004,2.73333333333333,0.86404833836858,0
0.69,1.2,0.790616854908775,NA,0.732324200038322,1
0.83,1.8,0.784172661870504,1.6,0.672647702407002,0
0.85,3.4,NA,1.93333333333333,0.737748851454824,0
0.79,1.4,0.864217252396166,2.66666666666667,0.715693430656934,0
0.75,4.4,0.889955686853767,2.33333333333333,0.763030998851894,1
NA,2.6,NA,2.06666666666667,0.794718581341557,0
NA,1.6,0.779376498800959,NA,0.755792867217409,0
0.95,2,0.331615120274914,2.4,0.824505569447602,0
0.74,1.8,0.839328537170264,1.53333333333333,0.709893048128342,0
0.88,1.8,0.776179056754596,1.73333333333333,0.695242177453922,1
0.79,2.8,0.944376776289078,NA,0.689376443418014,0
0.79,2,0.84572342126299,NA,0.704794667813374,0
0.79,2,0.913669064748201,NA,0.762419798350138,0
0.84,2.6,0.864108713029576,NA,0.746069651741294,0
0.88,3.6,0.796163069544365,1.86666666666667,0.771407968271138,0
0.84,3.4,0.917665867306155,1.73333333333333,0.696030977734753,1
NA,2.4,0.854516386890488,1.33333333333333,0.738030524775246,0
0.78,3.4,0.779376498800959,2,0.819160624038673,0
0.81,3.6,0.828936850519584,1.93333333333333,0.00206015657189946,1
0.84,2.8,0.835838607594937,2.66666666666667,0.736594803758983,1
0.84,1.8,0.894484412470024,NA,0.785772857728577,0
0.9,3,0.764611689351481,1.8,0.924867724867725,0
0.78,1.8,0.864108713029576,1.53333333333333,0.764991554054054,0
0.7,2,0.892885691446842,1.33333333333333,0.874290578887628,0
0.83,3.2,0.795363709032774,NA,0.617117117117117,0
0.74,3.8,NA,1.2,0.783995186522262,0
0.72,2.4,0.816147082334133,1.93333333333333,0.755376344086022,1
0.85,3.8,0.690647482014389,2.4,0.783995186522262,1
0.8,3.4,0.84796573875803,NA,0.631131458469588,0
0.77,3.8,0.796163069544365,1.26666666666667,0.809828206152617,0
0.9,3.8,0.787085514834206,1.66666666666667,0.688656325920389,0
0.8,2.4,0.6776,3.4,0.672939778129952,0
0.84,1.2,0.773019271948608,NA,0.692582475309939,0
0.85,1.8,0.843325339728217,2.6,0.696030977734753,0
0.67,3.8,NA,NA,0.817626758693921,0
0.73,4.6,0.871897518014412,1.8,0.747260046496181,1
0.8,3.8,0.815347721822542,2,0.836569890405691,0
0.82,2.8,0.789768185451639,NA,0.897357334354653,0
0.85,3.8,0.917665867306155,2,0.821029572836802,1
0.75,2,0.803357314148681,2,0.678307417792506,1
0.71,2,0.896251089799477,2.8,0.852182792953791,0
0.7,2.4,0.920063948840927,NA,0.526676456191875,0
0.81,3.2,0.821742605915268,NA,0.780834564254062,1
0.52,2,0.820125130344108,2.53333333333333,0.696030977734753,0
0.83,1.8,0.849720223820943,NA,0.838141025641026,0
0.73,2,0.785370548604427,2.2,0.83205268935236,0
0.72,3.6,0.726618705035971,1.66666666666667,0.86404833836858,0
0.79,3.2,0.824940047961631,NA,0.789531478770132,0
0.84,2.2,0.896882494004796,NA,0.748504320850875,0
0.8,2.2,0.76978417266187,NA,0.704794667813374,1
0.78,4.8,0.799360511590727,2.8,0.952111537684381,0
0.8,4,0.928104575163399,NA,NA,0
0.93,2.8,0.717026378896882,2,0.663633930960664,0
0.81,3.8,0.797733217088056,1.33333333333333,0.679646596858639,0
0.74,1.8,0.717307692307692,1.4,NA,0
0.79,1.8,0.816147082334133,NA,0.846921797004992,0
0.84,2.8,0.860911270983213,2.33333333333333,0.844890510948905,1
0.87,4,0.867894315452362,2.53333333333333,0.686723768736617,0
0.83,2.6,0.839328537170264,NA,0.717386231038506,0
0.8,3.6,0.803357314148681,NA,0.776134521880065,0
0.76,3,0.872120730738681,NA,0.767407130856823,1
0.83,3.6,0.788169464428457,2.73333333333333,0.661756479582323,0
0.69,2,0.861884368308351,NA,0.681593794076164,1
0.86,4,0.737752161383285,2.93333333333333,0.789531478770132,0
0.83,3.8,0.850519584332534,NA,0.678564346619076,0
0.87,2.6,0.7568,NA,0.561679790026247,0
0.84,4.6,NA,1.93333333333333,0.745944889583741,0
0.77,2.4,0.854516386890488,2.66666666666667,0.800434928069588,0
0.84,3,0.768219832735962,NA,0.526676456191875,0
0.83,2.8,0.654175588865096,NA,0.85098923115452,0
0.85,2.2,0.871302957633893,1.73333333333333,0.798311139980513,1
0.86,4,0.7488,2.2,0.783726812816189,0
0.9,1.4,0.790616854908775,3.8,0.805841354132094,1
NA,2.6,0.717026378896882,NA,0.683498429572361,0
NA,1.6,0.781150159744409,1.33333333333333,0.751800180018002,0
0.81,3.4,0.850519584332534,1.53333333333333,0.787843704775687,0
0.83,2.6,0.798878205128205,2.2,0.762016021361816,0
0.83,3.2,0.676908752327747,NA,0.786411716842962,1
