"SOP","SPP","HP","OP","eat_disorder","psy_wb","PHYS_H"
4.5,4,4.83333333333333,5.5,4.68181818181818,3.25,9.66666666666667
2.5,1,4,1.66666666666667,3.72727272727273,1.75,7
3.25,5,4.66666666666667,2.83333333333333,1.77272727272727,6.5,8
5.25,4.5,5.83333333333333,3.16666666666667,4.40909090909091,5.5,10
2.5,4.25,5,4.5,1.13636363636364,3.5,7.33333333333333
6.5,2.75,2.83333333333333,1.83333333333333,5.40909090909091,5.75,6.33333333333333
6,4.25,6,3,1.45454545454545,1,8
6.75,3,4,1.16666666666667,2.18181818181818,4.25,7.66666666666667
3.25,4.5,2.83333333333333,4.5,0.863636363636364,5.75,2
5,3.66666666666667,4.66666666666667,4,1.5,6,6.33333333333333
5,5,3.33333333333333,5.16666666666667,0.454545454545455,1.75,9
5.5,1,5.33333333333333,4.33333333333333,0,2.75,9
5.5,2.75,4.33333333333333,2.33333333333333,1.77272727272727,5,9.66666666666667
5,3,3.16666666666667,1.33333333333333,0.181818181818182,2,4.66666666666667
5.5,5,5,2.16666666666667,2.04545454545455,5.75,8
4.75,3.5,6,6.33333333333333,3.18181818181818,6.75,2.33333333333333
6,3,2.5,3.66666666666667,1.5,5.5,10
5.5,5.75,4.66666666666667,4.5,3.54545454545455,4.75,8.33333333333333
4.75,4,5.83333333333333,1.83333333333333,4.68181818181818,6,6.66666666666667
5.5,2,5.5,2.83333333333333,0.363636363636364,3,9
5,4,5,1.66666666666667,4.27272727272727,5.75,10
6,4,5.83333333333333,2.83333333333333,3.77272727272727,1.5,8
4.75,4,2.83333333333333,4.66666666666667,0,6.75,8
4.75,3.25,5.66666666666667,2.66666666666667,0.909090909090909,6,5.66666666666667
3.5,2.75,4.83333333333333,1,4.27272727272727,1,10
5.75,3.5,5.33333333333333,1.16666666666667,1.45454545454545,6.5,9
5.5,6.25,5.33333333333333,1.66666666666667,3.54545454545455,6.75,8.66666666666667
4.75,5,5.66666666666667,1.66666666666667,0.904761904761905,6.25,6
5.75,3,5.33333333333333,4.83333333333333,2.95454545454545,5,9.66666666666667
4,3.75,3.16666666666667,5.5,5.72727272727273,6.5,10
5.25,5.25,5.5,4.5,1.31818181818182,5,6.33333333333333
3.5,5.25,5,7,1.63636363636364,6.75,9
5.25,2.75,2.16666666666667,5.33333333333333,2.72727272727273,5.75,8
5.5,4.25,5,5.83333333333333,3.18181818181818,1.75,9
5.75,4,2.5,4.16666666666667,2.04545454545455,7,5
7,5.25,2.83333333333333,4.83333333333333,2.95454545454545,4.5,8
6,6,4.83333333333333,4.16666666666667,0.272727272727273,7,10
4.75,6.25,4.83333333333333,6.66666666666667,0.454545454545455,6,6.33333333333333
6,2.75,3.83333333333333,1.33333333333333,0.0454545454545455,6,8
6.75,1.25,5.66666666666667,5.83333333333333,4.18181818181818,6.75,8
4.75,2,5.16666666666667,5.83333333333333,2.04545454545455,4.25,6
3.25,7,5.33333333333333,3.83333333333333,2.09090909090909,5.5,8.33333333333333
3,2.5,5.16666666666667,3,0.363636363636364,1,6
4,5.75,6.16666666666667,4.33333333333333,1.90909090909091,5,7
4.5,3.66666666666667,4.5,3,3.09090909090909,6,7
6,3,4.83333333333333,1.5,2.22727272727273,5.75,8.33333333333333
5.25,4,5.5,3.16666666666667,1.86363636363636,3,4.66666666666667
4.25,5.75,5.66666666666667,3.66666666666667,0.0909090909090909,5.75,8
1.5,4.75,4.33333333333333,4,3.72727272727273,6,8.33333333333333
6.25,1.5,5.33333333333333,5.66666666666667,1.18181818181818,5.25,10
6.25,3.75,6.66666666666667,4.16666666666667,5.13636363636364,3.75,5.33333333333333
4.75,3,5,1.66666666666667,1.68181818181818,6,9
5.5,6.5,5.66666666666667,3.16666666666667,0.590909090909091,1.25,5
5.5,4.25,7,5.16666666666667,1.86363636363636,5.25,8.66666666666667
3.25,2.5,5.33333333333333,4.16666666666667,1.22727272727273,2.75,9
4.75,2.5,5.83333333333333,3.83333333333333,2.95454545454545,5,8.66666666666667
4,5,5,3.83333333333333,2.04545454545455,5.25,8
5,3.25,6.5,2.83333333333333,3.18181818181818,1,10
4.5,4,5.5,6,3.72727272727273,4.5,5
6,1.75,4.33333333333333,3.5,3.72727272727273,4.25,10
6.75,6.25,5,2.33333333333333,0.454545454545455,5,6
5,3.25,2.83333333333333,3,0.363636363636364,3.75,3.33333333333333
6.25,3.75,3.33333333333333,4.16666666666667,1.04761904761905,2.25,10
5.75,5.5,5,4.8,2.95454545454545,7,7.33333333333333
6,6,4.5,4,2.95454545454545,2,10
5,6.25,4.83333333333333,2.33333333333333,1.27272727272727,6.25,9
7,5.25,3.5,3,0,3,9.66666666666667
6,5,4,1.5,0.863636363636364,4.25,7.66666666666667
5.25,4.75,5.16666666666667,3.16666666666667,3.54545454545455,4.25,7.66666666666667
4,4.5,5.66666666666667,3.33333333333333,0.904761904761905,6,2.33333333333333
5.75,4.75,5.83333333333333,2.5,2.77272727272727,4.25,6
4.75,3.5,7,3.66666666666667,2,4.25,7.33333333333333
7,4.25,5.83333333333333,4.66666666666667,2.13636363636364,4,10
5.25,4.75,5.83333333333333,4,0.863636363636364,2.83348487392986,6.33333333333333
4.75,3,4.66666666666667,3.83333333333333,0.181818181818182,4,8
4.75,4,5.66666666666667,1.5,1.86363636363636,5,8.33333333333333
4.5,1.5,4.66666666666667,3.16666666666667,0.909090909090909,4.5,7
6,5.5,5.66666666666667,3.16666666666667,2.61904761904762,2,4.33333333333333
5,5.5,4.33333333333333,3.66666666666667,3.31818181818182,5,6
5.75,5,5,2.33333333333333,1.59090909090909,7,6
5.25,5.5,3.66666666666667,3.16666666666667,3.31818181818182,6.5,7
6.75,1,4.5,5.16666666666667,4.95238095238095,5.75,5
5.75,5,4.16666666666667,2.5,3.63636363636364,2.5,10
4.75,1.25,5.16666666666667,4,4.81818181818182,5.25,4.66666666666667
6,1.75,4.16666666666667,2.83333333333333,2.77272727272727,4.75,7.66666666666667
2.5,3.5,7,1.5,4.81818181818182,2.83348487392986,7
4,7,6,4.5,0.363636363636364,4,7
4.75,2.75,5.66666666666667,5.83333333333333,3.18181818181818,3.5,9.66666666666667
5.25,2.75,3.16666666666667,2.83333333333333,1.22727272727273,7,6
5.75,5,5.33333333333333,5.83333333333333,4.23809523809524,2,5
5.25,5.25,5,4,1.72727272727273,2.25,9
2,7,5.16666666666667,3.16666666666667,3.54545454545455,6.25,9
7,2.25,5,3.2,4.95454545454545,6.5,7.33333333333333
3,5,4.66666666666667,4.16666666666667,3.54545454545455,6.75,7.33333333333333
5.5,3.25,5.83333333333333,2.5,2.90909090909091,5.75,9
6,2.75,3.5,2.83333333333333,0.727272727272727,6.25,6.33333333333333
2.75,5,4,2.83333333333333,1,4,7
5,3.75,5,1.66666666666667,1.22727272727273,1.25,5.66666666666667
3,6.5,5,3,0.0909090909090909,3.5,7
5.75,4,5.16666666666667,2.16666666666667,0.571428571428571,7,3
7,4.25,2.5,5.16666666666667,1.86363636363636,7,9
6.5,2.5,6.66666666666667,2.16666666666667,5.22727272727273,1.75,10
7,1.75,5.66666666666667,1,1.68181818181818,1,7.66666666666667
3.75,3.75,6,3.66666666666667,1.31818181818182,7,7.33333333333333
6.75,5.25,3.16666666666667,2.5,4.81818181818182,4.25,8
5.5,4,4.83333333333333,6.66666666666667,0.0909090909090909,7,2
4,3.66666666666667,4,4.5,3.09090909090909,5.5,7.33333333333333
6.75,3.75,5.33333333333333,1.66666666666667,0.909090909090909,1,8
4,3.66666666666667,4.66666666666667,3.33333333333333,3.18181818181818,1.75,9
3.5,3.75,7,1,0.727272727272727,5,6.66666666666667
6,2,4.83333333333333,2.5,5.22727272727273,6.75,6.33333333333333
3,4.25,5.5,3.83333333333333,4.81818181818182,7,7.33333333333333
2.5,3.25,4.83333333333333,5.66666666666667,0,7,9.33333333333333
5.75,3.25,5.33333333333333,6.66666666666667,3.31818181818182,6,6.66666666666667
6,6.5,5.33333333333333,2.66666666666667,2.77272727272727,4.75,9
3.75,3.5,2.83333333333333,5.16666666666667,2.95454545454545,2.75,7.33333333333333
4.5,2.25,5.66666666666667,4.16666666666667,0.363636363636364,3,7.33333333333333
6.25,3.5,4.5,2.33333333333333,0.0454545454545455,4.25,7.33333333333333
5.5,4.5,5.5,1.66666666666667,5.72727272727273,4.75,9.66666666666667
4.5,4,5,3.33333333333333,0.666666666666667,4.25,7.33333333333333
6.5,5.75,4.83333333333333,5.66666666666667,2.59090909090909,5,7.66666666666667
2,5.25,2.33333333333333,3.83333333333333,3.54545454545455,4,8
4.75,2,5,1.83333333333333,1.63636363636364,3,9
7,1.75,5.83333333333333,1.83333333333333,2.45454545454545,3,7.33333333333333
4.75,5.75,5.16666666666667,5.16666666666667,3.27272727272727,4.25,7.66666666666667
5.5,3.25,5.5,1.83333333333333,4.04545454545455,1,7.33333333333333
4.25,4.5,3.5,4.5,0.181818181818182,7,7.66666666666667
3.25,3.5,4.33333333333333,2,3.72727272727273,4,10
5,5.75,5.66666666666667,4.33333333333333,0.590909090909091,5.5,7
6.75,2.75,5.33333333333333,4.83333333333333,0.0454545454545455,6.5,6.66666666666667
5.75,5.25,4,2.33333333333333,2.47619047619048,3.75,9
3.5,6,3.5,5.66666666666667,0.181818181818182,6.25,4
6.25,4.25,4.83333333333333,2.33333333333333,3.18181818181818,5.5,7.66666666666667
5.75,4.5,6.83333333333333,5.83333333333333,3.54545454545455,4.25,6.66666666666667
4.25,3.5,3.83333333333333,6.5,3.63636363636364,1.5,8
6.5,4.25,5.5,1.33333333333333,1.59090909090909,2.25,8.66666666666667
4.75,3,3.83333333333333,6.33333333333333,3.72727272727273,5.5,7.66666666666667
7,2.25,5.5,1.5,1.31818181818182,6.25,9
6.5,5.75,4.66666666666667,4.83333333333333,0,7,5.66666666666667
6.75,2,4.5,3.16666666666667,4.68181818181818,5.75,9.33333333333333
4.25,4,7,3.33333333333333,3.72727272727273,4,8
3.25,1.25,6,1.5,1.66666666666667,5.75,8.33333333333333
2.25,5,5.5,6.16666666666667,1.09090909090909,6.5,6
5.75,2.25,4.33333333333333,1.33333333333333,0.681818181818182,4,5.33333333333333
6.25,4,6,1.16666666666667,0.954545454545455,5.25,6
4.75,1.75,6.83333333333333,4.16666666666667,0.954545454545455,5.5,7
6.75,5.25,7,2.83333333333333,1.22727272727273,1.5,9
2.5,5,5.16666666666667,4,4.95454545454545,6,6
4.75,3.5,3.16666666666667,1.66666666666667,0.954545454545455,3,8.66666666666667
5.5,1.75,3.33333333333333,4.66666666666667,0.363636363636364,6.75,8
5.75,3.25,5.83333333333333,5.33333333333333,0.181818181818182,2.75,7.33333333333333
6,2.75,4.16666666666667,3.16666666666667,3.45454545454545,4.5,7.33333333333333
4,4.5,5.5,3.83333333333333,2.13636363636364,2,7.33333333333333
5.25,3.75,5.66666666666667,1.33333333333333,2.86363636363636,4,9
3,5,5.5,2.5,4.95454545454545,2,5.33333333333333
3.25,1,4.83333333333333,4,1.86363636363636,2,9
6.5,1,5.5,4.5,1.40909090909091,2,10
5.5,4,3.5,2.33333333333333,4.63636363636364,5.25,6.33333333333333
6.75,2.75,4.83333333333333,5.83333333333333,3.36363636363636,5.25,9
5.5,4,5,5.83333333333333,1.63636363636364,3.5,9
5.25,3.25,5.16666666666667,2.83333333333333,4.40909090909091,6.25,6.66666666666667
5.5,5.25,4.83333333333333,4.33333333333333,4.14285714285714,1,6.33333333333333
