"SOP","SPP","HP","OP","eat_disorder","psy_wb","PHYS_H"
3.75,4,3.33333333333333,1.33333333333333,1.22727272727273,5,5.33333333333333
7,5.5,1.66666666666667,4.16666666666667,0.136363636363636,5.75,2.66666666666667
2.5,1,2.16666666666667,2.33333333333333,0,4.25,6.33333333333333
3.75,4,4.16666666666667,4,1.59090909090909,4.75,5.66666666666667
6,6.5,3.33333333333333,1.33333333333333,4.22727272727273,1,6
3,4.75,3,1.83333333333333,1.09090909090909,5.75,4
5.5,4.5,5.16666666666667,5.83333333333333,4.63636363636364,3.5,6.33333333333333
6.75,5.25,6,6.5,4.27272727272727,5,8.66666666666667
6.5,5.75,2.83333333333333,1.33333333333333,2.18181818181818,1.5,6
4.5,1.5,7,5,2.95454545454545,7,8.66666666666667
4.5,5,5.16666666666667,5.16666666666667,4.68181818181818,6.5,8.66666666666667
6,5.75,5.5,6.5,2.95454545454545,6,8.66666666666667
5.5,5.25,4.83333333333333,4.66666666666667,1.59090909090909,5.75,8
6.75,3.5,6.33333333333333,2.33333333333333,0.904761904761905,6.5,9
6.5,5.75,3.33333333333333,2.16666666666667,3.72727272727273,1.5,7.33333333333333
4.75,2.5,2.83333333333333,3.16666666666667,2.90909090909091,5.25,4
4,4,3.5,2.5,0.818181818181818,1.25,4
6.75,3.5,5.83333333333333,3.83333333333333,0.454545454545455,2.75,7.33333333333333
4.75,5.75,2.33333333333333,1.16666666666667,0.863636363636364,5.25,8
6.5,5.25,4.5,4.66666666666667,2.77272727272727,3.75,7.33333333333333
5.75,3.5,5.66666666666667,3.83333333333333,0,6,10
4,3.75,4.5,3.83333333333333,1.31818181818182,5.75,9
6,3.5,4.83333333333333,3.83333333333333,1.90909090909091,5.75,9
6.5,3.25,6.83333333333333,1.66666666666667,0,7,10
5.25,1.5,3.16666666666667,1,3.63636363636364,1,7.33333333333333
5.75,5.25,5.83333333333333,4.66666666666667,1,5.5,10
6,4,4,2.83333333333333,4.22727272727273,2.75,7.33333333333333
6.5,3.25,7,1.83333333333333,0.136363636363636,7,10
6,3.5,3.16666666666667,3.16666666666667,4.81818181818182,1,4
6,6,2.83333333333333,2.16666666666667,3.36363636363636,1,4.33333333333333
4.75,2.5,4,2,5,3,4.66666666666667
5.25,4,7,5.16666666666667,0.227272727272727,7,10
5.25,4.25,5.83333333333333,3.66666666666667,0.954545454545455,4.75,9
5.25,1.5,4.5,1.5,0.0909090909090909,3,7.66666666666667
6.5,5.75,4.5,4.66666666666667,2.77272727272727,3.75,10
4.75,3.5,5.83333333333333,2.66666666666667,0.909090909090909,6,10
4.5,3.25,2.5,1,2.04545454545455,6.25,7
5.75,3.5,5.66666666666667,6.5,4.63636363636364,6,6
4.75,4.25,5,5.16666666666667,0.454545454545455,3.5,7
5.75,4.5,5.66666666666667,5.5,3.09090909090909,5,9
2.25,1.25,5.16666666666667,2.33333333333333,0.285714285714286,7,9
6.75,5.25,5.83333333333333,6.66666666666667,2.59090909090909,6,6
5,4.75,5,4.16666666666667,2.5,3.75,5.66666666666667
3.5,3,5.5,4.16666666666667,3.54545454545455,2.25,6
4.25,3.25,5,3,1.09090909090909,2,7.33333333333333
5.25,2,6.16666666666667,2,4.68181818181818,6,6
2,1,5,1.16666666666667,3.04545454545455,3,5.66666666666667
6.5,4.75,6.83333333333333,6,1.66666666666667,7,10
6.25,4.75,4,2.83333333333333,0.363636363636364,5.75,7.66666666666667
5.75,2.75,5.66666666666667,2,0.863636363636364,2.25,7.66666666666667
7,5.5,5.16666666666667,4,0.454545454545455,5,5.33333333333333
3.25,2.75,5.5,1,0.181818181818182,6.75,10
4,4,3.33333333333333,4,3.27272727272727,4,6
5,5.25,4.83333333333333,5.83333333333333,2.04545454545455,3.75,6
5.25,4.25,3.16666666666667,3.33333333333333,4.23809523809524,1,4
4.5,4.5,4.5,4.5,1.59090909090909,4,7
5.25,2.75,5.33333333333333,1.33333333333333,3.63636363636364,1,7.33333333333333
5,4.75,5,4.6,0.954545454545455,5.75,7.33333333333333
5,4.75,4.16666666666667,4.16666666666667,2.5,1.25,5.33333333333333
6,3.5,4.83333333333333,3.66666666666667,0.454545454545455,7,10
4,2.5,7,5,0.227272727272727,7,9
4.5,3.25,4.16666666666667,1.66666666666667,1.31818181818182,5.75,7.33333333333333
5.75,3,4.83333333333333,3.83333333333333,3.54545454545455,6.25,9.33333333333333
4.25,4.5,5.16666666666667,5.33333333333333,2.18181818181818,4.75,6.33333333333333
4,4.5,5,5.33333333333333,3.45454545454545,6.25,9
4,3,5.66666666666667,5,3.77272727272727,6.5,8.66666666666667
6.25,4.5,6,6.66666666666667,4.77272727272727,1.5,7.33333333333333
3.25,3.75,3,4,1.72727272727273,5.75,2.66666666666667
6.5,5,5.16666666666667,3.16666666666667,2.77272727272727,4,5.66666666666667
6,3.5,4.83333333333333,4,0.181818181818182,6,10
5.5,4.25,4.66666666666667,3.66666666666667,0.772727272727273,6,10
4,4,4.83333333333333,3.66666666666667,2.04545454545455,3.75,6.33333333333333
3.5,3.25,4.66666666666667,2.5,1.09090909090909,1.25,6
5.5,4,5.83333333333333,5.16666666666667,1.66666666666667,4.5,7.33333333333333
6,3.5,6.16666666666667,3.83333333333333,0.772727272727273,4,8.33333333333333
5.5,6,5.66666666666667,4.83333333333333,1,4.5,7.33333333333333
4.75,2.5,6.33333333333333,4.16666666666667,3.52380952380952,5.75,7.66666666666667
2,1,2.16666666666667,1.16666666666667,0.666666666666667,4,7.66666666666667
