"id","simon_famil_rt","simon_famil_correct","alt_famil_rt","alt_famil_correct","digit_famil_correct","simon_main_rt","simon_main_correct","alt_main_rt","alt_main_correct","digit_main_correct","commit_to_answer","aerobic_per_week","any_exercise_per_week","resistance_per_week","previous_knowledge","attention_check","age","sex","sex_quant","belief_type","score"
137,569.0125,8,2305.1875,5,4,730.8625,24,1826.704167,19,4,1,4,1,1,2,4,58,"Female",2,"yoga_taichi_belief",2
165,670.4875,8,2943.175,6,4,579.2541667,24,1385.583333,24,6,1,2,1,1,2,4,42,"Female",2,"relaxation_belief",4
23,656.3875,8,1685.2,8,4,582.95,24,1333.8125,22,3,1,2,1,1,2,4,48,"Female",2,"lectures_belief",1
76,1115.5025,6,3825.25,8,4,713.2083333,23,1891.375,23,5,1,3,2,3,2,4,44,"Female",2,"lectures_belief",3
99,616.9375,8,2181.2375,7,4,491.4,24,1321.429167,23,6,1,8,6,8,2,4,54,"Female",2,"stretch_balance_belief",2
185,655.8875,8,2201.025,4,4,537.1166667,24,1168.8125,20,4,1,8,6,3,2,4,44,"Female",2,"walking_belief",1
7,550.7625,8,1600.85,6,4,483.5708333,23,1688.908333,22,7,1,5,1,1,1,4,49,"Female",2,"walking_belief",3
33,561.5,8,2221.5375,6,4,576.3041667,24,1010.541667,24,6,1,4,1,1,2,4,46,"Female",2,"resistance_belief",1
114,627.875,8,2505.05,8,4,550.9125,24,1035.129167,24,7,1,8,4,1,2,4,52,"Male",1,"relaxation_belief",2
84,818.425,8,1794.5125,6,4,663.2666667,24,1537.779167,18,5,1,1,1,1,2,4,54,"Female",2,"relaxation_belief",1
165,670.4875,8,2943.175,6,4,579.2541667,24,1385.583333,24,6,1,2,1,1,2,4,42,"Female",2,"stretch_balance_belief",2
58,711.875,8,1553.3875,8,4,630.1875,24,1225.1875,24,5,1,3,2,1,2,4,49,"Female",2,"relaxation_belief",4
77,1208.225625,3,1137.325,8,4,552.6166667,23,1053.879167,22,5,1,4,6,5,2,4,54,"Male",1,"walking_belief",3
158,585.625,8,1406.625,5,4,505.1666667,22,1152.166667,12,5,1,7,4,7,1,4,40,"Male",1,"relaxation_belief",4
174,579.375,8,1043.55,4,4,517.0625,22,671.3625,17,6,1,1,1,1,2,4,56,"Female",2,"yoga_taichi_belief",1
146,706.7,8,1486.075,6,4,554.3625,24,1595.733333,19,5,1,6,2,1,2,4,53,"Female",2,"relaxation_belief",4
33,561.5,8,2221.5375,6,4,576.3041667,24,1010.541667,24,6,1,4,1,1,2,4,46,"Female",2,"walking_belief",1
198,623.2625,8,1682.75,7,4,487.3,24,1026.225,19,6,1,2,1,1,2,4,44,"Male",1,"yoga_taichi_belief",2
180,591.6875,8,988.275,8,4,497.4583333,23,942.1416667,21,5,1,3,1,1,2,4,54,"Male",1,"relaxation_belief",2
146,706.7,8,1486.075,6,4,554.3625,24,1595.733333,19,5,1,6,2,1,2,4,53,"Female",2,"yoga_taichi_belief",4
89,563.675,8,1243.2375,6,4,491.9833333,24,1048.829167,21,4,1,2,1,1,2,4,49,"Male",1,"yoga_taichi_belief",3
30,745.15,8,1079.5375,6,4,569.8125,24,1059.641667,24,6,1,6,1,6,1,4,43,"Male",1,"walking_belief",1
93,560.0625,8,1043.7875,6,4,478.6916667,24,831.6666667,18,5,1,6,1,1,2,4,53,"Male",1,"relaxation_belief",3
138,482.2125,7,2166.65,4,2,449.6708333,23,1329.016667,22,6,1,6,1,1,1,4,47,"Male",1,"lectures_belief",2
14,1138.61025,4,1395.2875,7,3,813.8530834,22,944.2208333,18,5,1,1,1,1,2,4,47,"Female",2,"yoga_taichi_belief",3
106,592.625,8,2342.45,8,4,626.6541667,24,1735.054167,20,6,1,6,4,3,2,4,50,"Male",1,"walking_belief",3
100,848.35,6,2175,8,4,594.411375,22,1652.395833,24,6,1,1,1,1,2,4,54,"Male",1,"walking_belief",2
118,659.4125,8,1248.375,8,4,572.4333333,24,1093.358333,24,6,1,8,1,6,2,4,53,"Female",2,"resistance_belief",1
104,609.4624999,8,1415.4875,7,4,558.6333333,24,1169.495833,20,7,1,2,1,1,2,4,45,"Male",1,"stretch_balance_belief",4
119,678.3124999,8,1953.075,8,4,568.3291666,24,1005.925,24,6,1,3,1,1,2,4,51,"Male",1,"relaxation_belief",2
119,678.3124999,8,1953.075,8,4,568.3291666,24,1005.925,24,6,1,3,1,1,2,4,51,"Male",1,"resistance_belief",1
112,680.660375,6,1416.1125,8,4,556.5625,24,998.3041667,22,6,1,6,6,2,2,4,41,"Male",1,"yoga_taichi_belief",3
171,1062.97,3,1266.625,4,4,632.1258333,11,637,9,4,1,1,1,1,1,4,57,"Male",1,"stretch_balance_belief",4
67,610.525,8,1650.2625,5,4,612.3666667,20,1192.608333,14,6,1,3,1,3,2,4,44,"Female",2,"relaxation_belief",3
169,829.5375,8,860.75,6,4,644.0833333,24,860.3625,16,4,1,5,1,1,2,4,45,"Female",2,"lectures_belief",3
88,485.85,8,1856.6375,8,4,521.4041667,24,1557.595833,23,6,1,1,1,1,2,4,42,"Male",1,"yoga_taichi_belief",2
64,513.525,8,1131.775,4,4,474.2833333,24,1313.758333,21,7,1,4,4,2,2,4,46,"Female",2,"walking_belief",2
7,550.7625,8,1600.85,6,4,483.5708333,23,1688.908333,22,7,1,5,1,1,1,4,49,"Female",2,"resistance_belief",3
87,827.195625,5,2112.075,3,3,556.5583333,21,1123.808333,9,2,1,4,4,1,2,4,51,"Female",2,"yoga_taichi_belief",2
79,884.785,3,1330.25,7,1,494.9166667,22,1055.083333,15,6,1,6,1,3,2,4,48,"Male",1,"lectures_belief",2
34,572.65,8,2116.45,6,4,542.85,24,1733.620833,23,6,1,4,1,3,2,4,49,"Male",1,"relaxation_belief",4
192,687.4125,8,984.6375,7,4,457.6958333,24,1759.966667,16,5,1,1,3,1,2,4,53,"Female",2,"walking_belief",1
45,1029.866375,4,4424.175,8,4,721.9375,24,1874.0375,22,5,1,6,1,1,2,4,53,"Male",1,"stretch_balance_belief",3
130,800.03525,7,2042.1125,8,3,671.5958334,23,1198.954167,20,4,1,3,3,3,1,4,47,"Female",2,"stretch_balance_belief",3
31,719.0375,8,1848.7625,7,4,593.2208333,24,1746.5625,23,4,1,8,1,3,2,4,54,"Male",1,"yoga_taichi_belief",1
77,1208.225625,3,1137.325,8,4,552.6166667,23,1053.879167,22,5,1,4,6,5,2,4,54,"Male",1,"relaxation_belief",3
196,643.3125,8,1511.85,8,4,542.3416667,24,1147.279167,21,6,1,1,2,1,2,4,46,"Male",1,"yoga_taichi_belief",1
139,506.0000001,8,1243.05,7,3,568.5375,24,911.7249999,23,7,1,4,2,3,1,4,46,"Male",1,"walking_belief",2
180,591.6875,8,988.275,8,4,497.4583333,23,942.1416667,21,5,1,3,1,1,2,4,54,"Male",1,"resistance_belief",1
154,478.625,8,1302.125,5,4,535.0416667,24,1157.416667,24,4,1,1,1,1,1,4,44,"Male",1,"stretch_balance_belief",2
40,645.375,8,1539,5,4,562.2083333,23,1081.375,23,5,1,6,4,1,2,4,52,"Female",2,"stretch_balance_belief",2
31,719.0375,8,1848.7625,7,4,593.2208333,24,1746.5625,23,4,1,8,1,3,2,4,54,"Male",1,"lectures_belief",2
69,1149.8685,1,2619.9375,6,3,648.8458333,23,1050.2875,8,3,1,6,6,6,2,4,52,"Female",2,"lectures_belief",3
105,515.5625,7,2082.9625,5,3,539.0125,23,1573.091667,14,6,1,4,1,1,2,4,47,"Female",2,"walking_belief",1
87,827.195625,5,2112.075,3,3,556.5583333,21,1123.808333,9,2,1,4,4,1,2,4,51,"Female",2,"yoga_taichi_belief",2
180,591.6875,8,988.275,8,4,497.4583333,23,942.1416667,21,5,1,3,1,1,2,4,54,"Male",1,"resistance_belief",1
35,565.725,8,2715.0625,7,4,501.8416667,24,1264.1625,17,6,1,4,1,1,2,4,42,"Male",1,"stretch_balance_belief",2
130,800.03525,7,2042.1125,8,3,671.5958334,23,1198.954167,20,4,1,3,3,3,1,4,47,"Female",2,"lectures_belief",3
94,558.3625,8,1328.575,5,4,516.6916666,22,1032.270833,12,5,1,8,1,6,1,4,45,"Male",1,"yoga_taichi_belief",4
133,741.75,8,1713.25,6,4,619.25,24,1541.375,22,6,1,7,1,1,2,4,48,"Male",1,"relaxation_belief",1
69,1149.8685,1,2619.9375,6,3,648.8458333,23,1050.2875,8,3,1,6,6,6,2,4,52,"Female",2,"stretch_balance_belief",3
27,560.15,8,1113.6,6,4,527.0291667,24,1053.1375,19,4,1,1,1,1,1,4,43,"Male",1,"resistance_belief",2
78,498.5875,8,1477.3125,8,4,502.1291667,23,832.8083334,24,5,1,3,3,1,2,4,49,"Male",1,"yoga_taichi_belief",2
154,478.625,8,1302.125,5,4,535.0416667,24,1157.416667,24,4,1,1,1,1,1,4,44,"Male",1,"relaxation_belief",3
181,816.125,8,1441.2125,7,4,608.4064167,22,1150.55,19,5,1,8,8,5,1,4,49,"Male",1,"stretch_balance_belief",5
77,1208.225625,3,1137.325,8,4,552.6166667,23,1053.879167,22,5,1,4,6,5,2,4,54,"Male",1,"stretch_balance_belief",2
103,652.25,8,3580.5,8,4,623.7083333,23,1269.916667,23,6,1,6,3,6,1,4,43,"Male",1,"lectures_belief",3
60,824.625,8,3656.8125,7,4,694.7083333,24,2129.8125,24,5,1,1,7,1,2,4,43,"Male",1,"walking_belief",2
47,574.8625,7,3934.3875,7,3,585.6791667,24,1305.2625,15,3,1,4,3,3,2,4,45,"Male",1,"walking_belief",4
45,1029.866375,4,4424.175,8,4,721.9375,24,1874.0375,22,5,1,6,1,1,2,4,53,"Male",1,"yoga_taichi_belief",4
147,712.875,7,1079.625,6,4,535.25,23,1180.583333,15,7,1,6,2,4,1,4,58,"Female",2,"relaxation_belief",4
108,636.5,8,1507.25,8,4,698.125,24,1319.916667,24,4,1,8,1,1,2,4,44,"Male",1,"resistance_belief",1
58,711.875,8,1553.3875,8,4,630.1875,24,1225.1875,24,5,1,3,2,1,2,4,49,"Female",2,"lectures_belief",3
193,585.925,8,1515.5,7,4,479.5958333,24,2665.279167,15,5,1,2,1,1,2,4,55,"Male",1,"stretch_balance_belief",1
37,709.5,8,1837.375,4,4,631.5,24,1586.875,22,5,1,4,3,2,1,4,43,"Female",2,"relaxation_belief",3
103,652.25,8,3580.5,8,4,623.7083333,23,1269.916667,23,6,1,6,3,6,1,4,43,"Male",1,"yoga_taichi_belief",4
117,727.3625001,8,968.1000001,7,4,507.4125001,24,531.7708333,18,6,1,7,1,3,2,4,43,"Female",2,"relaxation_belief",1
57,560.925,7,1135.25,8,4,552.8416666,24,904.3333333,21,5,1,4,6,2,2,4,50,"Female",2,"stretch_balance_belief",3
133,741.75,8,1713.25,6,4,619.25,24,1541.375,22,6,1,7,1,1,2,4,48,"Male",1,"lectures_belief",1
5,556.4125,8,943.4625,7,4,466.0833333,24,946.9916667,18,5,1,1,1,1,2,4,44,"Female",2,"relaxation_belief",3
90,880.375,7,1885.875,8,4,510.3333333,23,1116.166667,24,7,1,3,2,2,2,4,50,"Female",2,"lectures_belief",3
164,636.9,8,1378.2875,5,3,529.3583333,22,974.1375,18,5,1,3,1,3,2,4,40,"Male",1,"walking_belief",2
160,1314.25,2,1369.375,4,3,718.875,20,1098.75,7,5,1,6,1,1,1,4,44,"Female",2,"relaxation_belief",3
121,675.725,8,573.5625,7,4,516.1291667,23,603.8833333,18,6,1,1,2,1,1,4,56,"Female",2,"resistance_belief",1
112,680.660375,6,1416.1125,8,4,556.5625,24,998.3041667,22,6,1,6,6,2,2,4,41,"Male",1,"lectures_belief",2
144,507.9375,8,1262.2125,8,4,493.2625,24,1003.0875,24,6,1,8,4,4,2,4,48,"Male",1,"walking_belief",1
110,918.355125,6,1261.6625,7,3,627.2083333,24,964.15,20,7,1,4,2,1,2,4,47,"Female",2,"walking_belief",1
160,1314.25,2,1369.375,4,3,718.875,20,1098.75,7,5,1,6,1,1,1,4,44,"Female",2,"yoga_taichi_belief",2
181,816.125,8,1441.2125,7,4,608.4064167,22,1150.55,19,5,1,8,8,5,1,4,49,"Male",1,"stretch_balance_belief",5
110,918.355125,6,1261.6625,7,3,627.2083333,24,964.15,20,7,1,4,2,1,2,4,47,"Female",2,"yoga_taichi_belief",2
28,462.6,7,1139.2625,7,4,464.8166667,21,615.2375,18,6,1,6,1,5,2,4,40,"Male",1,"stretch_balance_belief",1
40,645.375,8,1539,5,4,562.2083333,23,1081.375,23,5,1,6,4,1,2,4,52,"Female",2,"resistance_belief",2
97,609.07575,6,523.9875,7,4,522.3916667,24,1089.175,16,6,1,6,6,3,2,4,45,"Female",2,"relaxation_belief",2
