"id","simon_famil_rt","simon_famil_correct","alt_famil_rt","alt_famil_correct","digit_famil_correct","simon_main_rt","simon_main_correct","alt_main_rt","alt_main_correct","digit_main_correct","commit_to_answer","aerobic_per_week","any_exercise_per_week","resistance_per_week","previous_knowledge","attention_check","age","sex","sex_quant","belief_type","score"
140,575.0875,8,693,8,4,657.3639167,24,2665.279167,22,6,1,1,1,1,1,4,48,"Female",2,"relaxation_belief",2
5,796.5625,8,1477.3125,7,4,535.25,24,1673.645833,24,6,1,1,2,1,2,4,51,"Male",1,"yoga_taichi_belief",3
87,545.375,8,1889.7125,7,4,502.1291667,22,1169.495833,24,7,1,3,1,3,1,4,40,"Male",1,"lectures_belief",1
36,507.9375,7,1974.125,7,4,521.4041667,24,1329.016667,9,4,1,4,1,1,1,4,53,"Male",2,"stretch_balance_belief",1
156,513.525,7,1240.8375,8,4,785.204,22,1124.508333,22,6,1,7,1,1,2,4,58,"Female",1,"relaxation_belief",1
99,1149.8685,8,2926.5,6,4,484.2791667,20,1987.079167,20,5,1,3,3,1,2,4,46,"Female",2,"stretch_balance_belief",2
93,453.3375,8,1913.2625,5,3,519.9625,23,872.3333333,22,4,1,6,7,1,1,4,41,"Female",2,"walking_belief",2
63,535.2875,2,1243.05,7,4,542.3416667,22,1039.75,23,3,1,3,1,1,1,4,40,"Male",2,"yoga_taichi_belief",2
141,852.15175,6,2235.4375,8,4,471.1791666,24,1630.825,18,7,1,1,1,1,2,4,50,"Male",2,"stretch_balance_belief",1
195,814.0125,8,1553.3875,4,4,502.1291667,24,1262.333333,22,4,1,3,1,1,1,4,44,"Male",2,"walking_belief",1
91,829.5375,8,988.275,7,4,544.9416667,24,1113.025,24,4,1,6,1,3,2,4,51,"Male",2,"yoga_taichi_belief",2
82,581.8375,8,2592.9125,6,4,453.2291667,23,1380.566667,18,5,1,1,1,1,2,4,46,"Male",2,"yoga_taichi_belief",1
151,861.6875,8,2926.5,4,4,698.125,24,1262.333333,18,6,1,3,2,3,2,4,47,"Female",1,"stretch_balance_belief",3
157,497.9,8,1507.25,8,4,565.9125,23,1400.975,15,5,1,2,8,1,2,4,58,"Male",1,"resistance_belief",4
175,858.536625,8,1169.8875,7,4,501.45,23,1503.466667,18,6,1,3,1,1,2,4,45,"Male",1,"resistance_belief",4
154,499.6375,8,1257.4875,7,4,510.3333333,24,2636.958333,23,3,1,6,1,1,2,4,55,"Female",2,"yoga_taichi_belief",3
160,449.725,7,1681.7875,8,4,1042.611417,24,887.8541667,24,6,1,4,1,1,2,4,46,"Female",2,"resistance_belief",4
52,536.2125,5,1821.2375,5,4,501.7083333,24,2636.958333,19,5,1,4,6,4,2,4,52,"Male",1,"walking_belief",1
194,572.9125,8,2342.45,7,4,543.6666667,23,1124.508333,15,6,1,6,3,2,2,4,44,"Female",1,"relaxation_belief",1
28,594.1875,8,1154.4625,4,4,613.35,21,758.45,9,7,1,6,1,6,2,4,43,"Male",2,"resistance_belief",3
37,659.4125,8,3580.5,7,4,698.125,24,1307.975,7,5,1,6,1,1,2,4,44,"Female",1,"lectures_belief",3
97,815.3875,8,1072.875,8,3,630.1875,22,2259.445833,21,4,1,3,1,1,1,4,50,"Female",1,"relaxation_belief",3
12,814.0125,8,2305.1875,6,4,484.2791667,22,2129.8125,23,5,1,1,4,2,2,4,44,"Female",2,"stretch_balance_belief",4
98,711.875,8,2196.0125,8,3,460.75,24,1150.55,24,4,1,6,2,1,2,4,48,"Female",2,"resistance_belief",2
24,573.85,7,972.5125,7,3,522.3916667,24,1244.933333,24,5,1,4,3,1,1,4,59,"Male",2,"stretch_balance_belief",3
121,478.625,8,860.75,6,4,688.1625,24,1525.170833,24,5,1,1,1,3,2,4,40,"Male",2,"relaxation_belief",3
144,442.75,6,2305.1875,8,4,671.0891667,24,1826.704167,21,7,1,1,2,1,1,4,55,"Female",1,"lectures_belief",2
26,453.3375,3,1554.125,8,4,644.0833333,22,772.3,23,5,1,1,1,1,2,4,55,"Male",2,"resistance_belief",3
49,631.1375,8,1395.2875,6,4,578.6666667,24,1380.566667,24,6,1,3,1,1,2,4,49,"Female",1,"resistance_belief",2
47,572.9125,8,1692.4375,8,4,453.6625,24,1152.166667,21,5,1,4,1,1,1,4,55,"Male",1,"yoga_taichi_belief",2
7,727.3625001,3,1511.85,5,4,682.0833333,23,1506.316667,18,4,1,3,3,3,2,4,40,"Male",2,"stretch_balance_belief",1
72,904.8375001,8,2474.2375,7,4,576.2125,24,1307.975,24,6,1,4,1,1,2,4,49,"Female",1,"resistance_belief",5
15,762.15,6,984.6375,7,4,730.8625,21,1191.475,22,5,1,8,1,4,2,4,54,"Male",1,"stretch_balance_belief",1
53,587,8,1441.2125,8,4,573.5,23,1269.916667,14,6,1,8,1,1,2,4,54,"Male",1,"stretch_balance_belief",2
88,478.625,8,1039.0625,7,2,813.8530834,23,1053.1375,23,4,1,1,1,1,2,4,55,"Male",1,"stretch_balance_belief",1
190,489.25,8,1330.475,8,4,497.4583333,23,1496.4125,21,7,1,3,1,4,1,4,57,"Female",1,"stretch_balance_belief",1
129,683.875,8,1452.9375,8,4,487.5416667,20,1107.458333,12,7,1,6,3,2,2,4,43,"Female",1,"yoga_taichi_belief",1
125,536.2125,5,1257.4875,7,4,501.7083333,18,1169.495833,18,6,1,3,1,1,2,4,52,"Male",1,"stretch_balance_belief",5
76,884.785,7,1280.4875,6,4,471.6166667,22,1188.145833,18,4,1,8,1,1,2,4,54,"Female",2,"lectures_belief",2
100,709.5,7,2070.225,7,4,694.7083333,22,1437.945833,19,7,1,1,6,6,2,4,52,"Female",1,"resistance_belief",2
178,818.425,8,2943.175,6,4,502.1291667,24,964.15,24,7,1,3,1,1,2,4,58,"Male",2,"yoga_taichi_belief",1
198,498.5875,8,1971.3,6,4,515.6125,22,1325.625,21,6,1,5,1,7,1,4,50,"Female",2,"stretch_balance_belief",1
126,809.78,8,2943.175,4,4,671.0891667,22,1496.4125,23,5,1,3,1,1,2,4,43,"Female",2,"stretch_balance_belief",2
63,633.625,6,1373,7,4,522.3916667,21,1124.508333,16,5,1,1,1,3,2,4,43,"Female",2,"walking_belief",4
6,622.65,8,2419.975,8,4,474.2833333,23,1385.583333,8,6,1,8,2,1,2,4,43,"Male",1,"lectures_belief",3
86,465,8,1969.85,7,4,531.9375,22,1098.75,14,5,1,1,1,2,2,4,43,"Female",1,"relaxation_belief",2
3,633.275,6,1778.8875,7,4,638.5791667,24,1147.279167,16,5,1,4,1,1,2,4,55,"Female",1,"stretch_balance_belief",1
12,859.537875,2,1137.325,7,4,631.5,23,964.15,24,7,1,4,3,1,2,4,44,"Female",1,"lectures_belief",2
126,564.9875,8,1452.9375,7,4,478.6916667,23,1307.975,24,5,1,6,1,4,2,4,48,"Male",2,"lectures_belief",1
69,591.6875,8,1373,7,4,444.975,23,1346.333333,24,4,1,8,1,1,2,4,58,"Female",1,"walking_belief",1
186,545.6625,8,1650.2625,6,4,543.6083333,24,1826.704167,22,4,1,8,2,7,2,4,57,"Male",1,"lectures_belief",1
155,745.960625,8,1397.3125,6,4,539.0125,20,1308.654167,18,5,1,3,1,2,2,4,52,"Female",2,"lectures_belief",4
168,440.0625,8,4424.175,8,4,785.204,22,1333.8125,14,4,1,5,4,1,2,4,42,"Female",2,"stretch_balance_belief",1
90,609.4624999,8,1532.3375,8,4,471.1791666,24,1496.4125,24,7,1,4,1,1,2,4,41,"Male",1,"relaxation_belief",4
164,636.9,7,1933.6625,7,4,507.4125001,23,1039.75,14,7,1,1,2,4,1,4,50,"Female",1,"walking_belief",1
49,575.0875,5,1143.1125,7,4,539.0125,22,1088.325,23,4,1,1,1,1,2,4,44,"Female",1,"yoga_taichi_belief",1
112,549.2,7,1546.8625,8,4,582.95,24,1630.825,18,6,1,4,1,1,2,4,49,"Male",1,"yoga_taichi_belief",1
21,896.470875,8,1378.2875,7,4,619.25,22,1746.5625,24,6,1,8,1,8,2,4,44,"Male",2,"resistance_belief",3
189,633.625,8,2111.525,7,4,599.7333333,24,1173.75,13,7,1,3,2,2,2,4,52,"Female",1,"resistance_belief",1
197,487.55,8,1877.375,6,3,545.3083333,23,1503.466667,19,5,1,1,1,3,1,4,58,"Male",1,"resistance_belief",2
182,723.5875,5,1949.325,8,4,556.5583333,24,1124.508333,22,7,1,4,7,1,1,4,55,"Female",2,"lectures_belief",1
80,799.5625,8,3934.3875,8,4,501.45,23,1005.925,20,6,1,7,1,1,2,4,51,"Female",1,"yoga_taichi_belief",3
12,670.4875,3,988.275,8,3,730.8625,24,784.8541667,18,5,1,2,1,1,2,4,44,"Male",2,"walking_belief",4
169,629.15,8,1104.2125,3,4,501.0833333,24,893.3875,17,4,1,4,1,3,2,4,55,"Male",1,"yoga_taichi_belief",2
185,569.0125,8,1131.775,8,4,544.8333333,23,832.8083334,8,6,1,6,3,6,2,4,45,"Female",2,"yoga_taichi_belief",1
28,622.65,8,1378.15,7,4,648.075,23,2665.279167,24,5,1,6,4,1,2,4,47,"Female",2,"yoga_taichi_belief",1
180,918.355125,8,2943.175,7,4,556.5583333,23,1573.091667,23,3,1,3,1,1,2,4,47,"Female",2,"yoga_taichi_belief",3
183,631.1375,6,2926.5,7,4,493.2625,24,1325.625,21,5,1,8,1,1,2,4,45,"Female",1,"walking_belief",2
201,725.8375,8,2480.3125,8,4,552.8416666,23,2514.791667,21,4,1,6,2,1,2,4,59,"Male",2,"relaxation_belief",1
40,592.3874999,7,2215.0125,7,4,694.4583333,24,1583.85,8,6,1,1,1,2,2,4,40,"Male",1,"walking_belief",1
102,465,6,1942.9875,8,4,612.325,23,1308.633333,24,4,1,6,1,1,2,4,58,"Female",1,"lectures_belief",1
55,497.9,7,1470.0125,6,4,628.0416667,23,2720.191667,19,6,1,5,1,1,1,4,46,"Female",1,"walking_belief",3
121,880.375,8,1330.25,3,4,498.9541667,15,1116.166667,23,4,1,3,1,1,1,4,50,"Female",1,"lectures_belief",4
22,633.625,8,1921.2875,6,4,623.7083333,24,1878.75,11,6,1,7,2,1,1,4,49,"Female",2,"yoga_taichi_belief",1
36,651.1875001,8,2771.75,8,4,476.7625,24,1346.333333,24,4,1,4,3,4,2,4,55,"Male",2,"yoga_taichi_belief",1
115,592.3874999,6,1889.7125,5,4,601.8291667,24,1250.416667,23,5,1,1,1,1,2,4,58,"Male",2,"stretch_balance_belief",3
136,774.2125,8,2215.0125,8,4,599.7333333,23,1171.254167,21,4,1,1,1,1,2,4,51,"Male",1,"yoga_taichi_belief",3
156,687.4125,8,940.5,7,4,539.9625,24,1632.483333,17,6,1,8,1,1,2,4,54,"Female",1,"yoga_taichi_belief",1
147,671.625,6,2196.0125,8,4,601.8291667,24,1169.495833,21,4,1,6,3,1,1,4,47,"Female",1,"stretch_balance_belief",2
41,725.8375,8,1625.25,6,4,552.6166667,23,531.7708333,14,5,1,5,1,1,2,4,49,"Male",2,"walking_belief",1
142,454.3875,8,2179.725,5,4,628.0416667,24,1346.333333,24,5,1,4,1,3,2,4,42,"Male",2,"yoga_taichi_belief",4
190,545.375,1,1022.625,6,4,1042.611417,23,1308.654167,21,6,1,1,1,1,2,4,55,"Male",2,"walking_belief",1
164,695.8375,8,1912.9375,8,4,554.2708333,23,1313.758333,24,7,1,4,1,1,2,4,49,"Female",1,"lectures_belief",2
104,474.075,8,1328.575,7,3,813.8530834,23,955.825,18,7,1,6,2,4,2,4,44,"Male",2,"yoga_taichi_belief",1
80,462.6,8,762,8,3,554.3541667,24,1583.85,17,5,1,1,8,1,2,4,53,"Female",1,"relaxation_belief",1
26,529.25,8,1079.5375,5,4,474.2833333,24,851.5416667,24,6,1,2,3,1,1,4,52,"Female",2,"resistance_belief",1
111,683.875,8,573.5625,7,4,698.125,24,1308.633333,12,4,1,8,3,1,2,4,53,"Female",2,"resistance_belief",2
128,788.2625,7,2082.9625,8,4,430.2583333,15,784.8541667,22,5,1,4,1,1,2,4,54,"Female",2,"resistance_belief",1
27,774.2125,7,4424.175,3,4,487.3,24,1874.0375,22,6,1,8,1,3,2,4,44,"Male",2,"yoga_taichi_belief",3
26,629.15,7,1389.2875,6,4,554.3625,23,996.0125,24,7,1,2,4,1,2,4,52,"Male",2,"yoga_taichi_belief",1
71,478.625,8,4424.175,8,3,585.7833334,24,1437.945833,23,5,1,3,1,1,1,4,53,"Female",1,"stretch_balance_belief",1
172,623.875,8,943.4625,8,4,519.9625,23,1081.375,24,6,1,4,5,1,2,4,48,"Female",1,"stretch_balance_belief",2
55,808.1375,8,1837.375,8,4,1314.315833,23,2067.6125,14,5,1,4,6,1,1,4,54,"Female",2,"resistance_belief",3
132,588.55,7,1650.2625,8,4,478.6916667,22,1053.1375,22,5,1,1,1,1,2,4,55,"Male",2,"lectures_belief",1
165,609.07575,5,1460.0625,8,4,525.0708333,24,1705.670833,24,6,1,6,1,3,2,4,51,"Male",1,"lectures_belief",4
7,675.725,8,1470.0125,7,4,617.7958333,23,1113.025,12,7,1,4,1,2,2,4,42,"Male",1,"stretch_balance_belief",1
137,774.3124995,8,1369.375,8,4,630.1875,23,1537.779167,14,2,1,5,1,3,2,4,51,"Male",1,"stretch_balance_belief",2
165,652.25,8,2221.5375,6,4,510.3333333,24,2000.4,24,4,1,8,1,1,2,4,54,"Female",1,"resistance_belief",3
23,627.875,7,1039.0625,3,4,565.9125,24,1157.416667,24,5,1,4,1,1,2,4,52,"Male",1,"lectures_belief",1
76,516.125,8,1397.3125,8,4,444.975,24,1059.641667,23,4,1,4,1,1,2,4,49,"Male",2,"lectures_belief",1
99,536.2125,4,1477.3125,6,4,621.5333333,23,1053.879167,22,3,1,3,5,1,2,4,46,"Male",2,"walking_belief",2
185,558.3625,7,4002.075,6,4,585.375,24,1305.2625,19,7,1,6,1,6,2,4,51,"Male",2,"walking_belief",4
7,631.1375,8,1922.025,3,4,682.0833333,23,1595.733333,17,4,1,3,1,1,1,4,53,"Female",2,"lectures_belief",2
33,520.1625,8,2342.45,8,4,548.1791667,23,1586.875,24,5,1,1,1,1,2,4,45,"Male",1,"walking_belief",2
114,745.15,8,940.5,5,4,457.6958333,24,1325.625,24,3,1,1,4,1,1,4,53,"Female",2,"walking_belief",3
84,437.875,8,1354.9125,7,4,525.0708333,24,1058.804167,23,5,1,1,6,3,1,4,45,"Male",1,"resistance_belief",1
165,972.129125,8,1778.8875,6,4,471.1791666,23,1081.375,24,5,1,1,1,1,2,4,43,"Female",2,"lectures_belief",1
58,613.65,8,1071.4125,8,4,585.7833334,24,1437.945833,9,6,1,1,2,6,2,4,44,"Male",2,"resistance_belief",2
77,852.15175,7,1163.5875,7,3,550.9125,23,1242.416667,18,4,1,1,1,3,2,4,50,"Female",2,"relaxation_belief",3
158,774.3124995,7,2112.075,3,4,497.05,23,1156.7625,21,3,1,6,1,2,2,4,50,"Female",1,"resistance_belief",3
174,662.25,8,1582,7,4,507.4125001,24,1566.625,16,5,1,6,1,1,2,4,44,"Male",1,"relaxation_belief",1
146,482.2125,8,2070.225,6,4,465.975,21,832.8083334,14,5,1,4,1,1,2,4,42,"Male",2,"yoga_taichi_belief",1
33,579.375,8,1933.6625,6,4,643.4666667,23,1031.291667,17,6,1,8,1,3,2,4,58,"Male",2,"walking_belief",1
198,513.525,8,2432.375,5,4,491.4,20,1031.291667,20,5,1,8,1,1,2,4,48,"Male",2,"relaxation_belief",1
180,498.5875,7,1484.8625,7,4,593.2208333,24,1075.0125,24,6,1,1,1,2,2,4,58,"Female",2,"stretch_balance_belief",4
146,799.5625,4,523.9875,8,4,516.1291667,23,1544.825,24,6,1,1,1,2,2,4,43,"Male",1,"relaxation_belief",1
89,1365.587375,8,1903.825,5,4,554.2708333,22,9025.533333,24,5,1,6,4,1,1,4,45,"Male",1,"stretch_balance_belief",3
30,585.325,8,4424.175,7,3,723.6,22,849.9666667,24,6,1,1,1,3,2,4,41,"Female",2,"lectures_belief",3
93,662.25,7,1508,8,4,552.8416666,24,2259.445833,21,6,1,4,1,4,1,4,49,"Female",1,"relaxation_belief",1
138,738.7375,8,1072.875,5,4,884.3333333,11,1124.508333,20,6,1,3,1,3,2,4,52,"Male",2,"walking_belief",2
14,655.2,8,1302.125,7,4,619.25,24,1225.1875,24,5,1,3,1,3,2,4,41,"Female",1,"stretch_balance_belief",2
106,808.1375,8,968.1000001,7,4,688.1625,24,860.3625,24,6,1,5,1,3,1,4,51,"Male",1,"walking_belief",1
100,818.425,8,1022.625,7,4,542.85,21,1321.429167,20,5,1,3,5,5,1,4,55,"Female",1,"lectures_belief",2
118,442.75,1,1885.875,8,4,543.6666667,24,1746.5625,15,6,1,7,2,1,2,4,55,"Male",1,"stretch_balance_belief",2
104,727.3625001,8,1971.3,8,4,670.7791667,22,1107.458333,11,7,1,1,3,1,2,4,53,"Female",1,"lectures_belief",2
119,662.25,7,1851.1,7,4,550.9125,24,2636.958333,20,2,1,3,1,1,2,4,54,"Female",1,"stretch_balance_belief",2
119,572.9125,7,2474.2375,4,4,559.7,24,1557.595833,24,6,1,2,1,2,2,4,50,"Female",1,"relaxation_belief",3
112,972.129125,8,1257.4875,7,3,501.7083333,18,2013.666667,23,4,1,3,1,1,2,4,47,"Female",1,"yoga_taichi_belief",3
171,788.2625,5,1679.9,4,4,501.0833333,23,2129.8125,24,6,1,1,2,1,2,4,47,"Female",2,"walking_belief",2
67,576.7625,8,1460.0625,6,4,742.6007083,24,904.3333333,18,6,1,7,1,1,2,4,52,"Male",1,"walking_belief",1
169,683.875,4,1043.55,3,4,535.25,24,869.3541667,14,6,1,1,1,1,1,4,43,"Male",1,"walking_belief",5
88,613.65,8,2201.025,8,4,592.9083333,22,966.75,16,6,1,4,1,3,2,4,54,"Female",1,"walking_belief",1
64,678.3124999,8,1257.4875,5,3,705.8708333,23,1380.566667,24,7,1,3,1,1,2,4,48,"Female",1,"walking_belief",4
7,497.5375,5,2082.9625,6,4,493.5,15,1048.829167,18,6,1,4,1,1,1,4,45,"Female",1,"relaxation_belief",1
87,723.5875,6,1704.225,1,4,479.5958333,23,1396.55,24,6,1,3,1,1,1,4,46,"Male",1,"stretch_balance_belief",3
79,633.275,6,2117.6625,4,4,677.4166667,24,1826.704167,11,6,1,5,1,3,2,4,40,"Female",2,"resistance_belief",2
34,861.6875,8,2102.85,3,4,552.8416666,23,1262.333333,13,5,1,2,2,1,2,4,43,"Male",2,"lectures_belief",1
192,535.2875,8,1508,8,3,561.0416667,23,1019.533333,24,7,1,1,3,1,1,4,54,"Female",1,"resistance_belief",2
45,564,8,1821.375,6,4,578.8958333,24,1441.2875,20,6,1,3,1,1,2,4,53,"Female",2,"yoga_taichi_belief",4
130,487.55,8,1484.8625,8,4,465.975,24,9025.533333,18,5,1,8,1,1,2,4,42,"Female",2,"resistance_belief",3
31,642,8,1284.6625,5,4,559.7583333,22,1595.733333,24,7,1,4,3,4,2,4,43,"Male",2,"stretch_balance_belief",2
77,923.1975,8,2432.375,3,4,589.5208333,24,1075.0125,24,6,1,3,1,1,2,4,54,"Male",1,"lectures_belief",3
196,631.1375,8,2319.7,7,4,416.475,10,1759.966667,22,5,1,1,3,1,2,4,40,"Female",2,"relaxation_belief",1
139,896.470875,8,1913.2625,8,4,678.9083333,24,1044.675,24,5,1,2,3,1,2,4,58,"Female",2,"stretch_balance_belief",2
180,485.85,8,1539,6,4,535.0416667,24,1832.820833,18,5,1,1,1,1,2,4,43,"Female",1,"relaxation_belief",2
154,604.875,2,1604.675,7,2,599.7333333,24,1826.704167,23,4,1,6,1,1,2,4,57,"Male",1,"yoga_taichi_belief",2
40,572.9125,8,1969.85,8,4,785.204,23,1319.916667,24,5,1,1,1,2,2,4,48,"Female",2,"yoga_taichi_belief",1
31,497.5375,8,1679.9,5,4,472.9541667,24,1333.8125,21,3,1,1,1,1,2,4,48,"Male",2,"relaxation_belief",1
69,561.5,8,1169.8875,1,4,450.5,23,1250.416667,17,6,1,1,1,4,2,4,52,"Male",1,"relaxation_belief",2
105,643.3125,7,1261.6625,7,4,444.975,23,1059.641667,24,7,1,6,5,3,1,4,51,"Female",1,"stretch_balance_belief",2
87,656.3875,8,1163.5875,6,4,713.2083333,24,1262.333333,18,7,1,1,1,1,2,4,42,"Male",2,"lectures_belief",3
180,599.5375,6,1131.775,5,4,569.625,24,1778.779167,21,4,1,1,1,2,2,4,49,"Male",2,"stretch_balance_belief",4
35,701,8,1625.25,6,2,440.4041667,20,1503.466667,21,6,1,8,1,1,2,4,44,"Male",2,"walking_belief",1
130,540.35,8,1081.0625,3,4,627.2083333,23,1935.333333,23,6,1,2,2,1,2,4,45,"Male",1,"resistance_belief",2
94,485.85,8,1813.225,8,4,529.3583333,23,1004.3875,12,3,1,2,1,1,1,4,54,"Male",2,"resistance_belief",3
133,828.375,6,2215.0125,8,4,643.4666667,24,1735.054167,18,7,1,4,1,1,2,4,50,"Female",2,"resistance_belief",1
69,462.6,7,1330.475,7,4,453.6625,22,869.3541667,24,5,1,7,2,1,1,4,51,"Male",2,"lectures_belief",1
27,564.9875,8,2939.4375,7,4,718.875,24,1302.066667,13,3,1,2,1,1,2,4,46,"Male",2,"lectures_belief",1
78,1314.25,1,1395.2875,5,4,457.6958333,22,1632.483333,23,5,1,4,4,1,1,4,45,"Male",2,"relaxation_belief",3
154,507.9375,8,1713.25,5,4,599.7333333,24,869.3541667,20,7,1,8,2,1,1,4,51,"Female",1,"yoga_taichi_belief",3
181,564,6,3054.5375,5,4,543.6083333,23,1118.525,18,7,1,3,1,1,2,4,54,"Female",1,"relaxation_belief",1
77,629.15,7,1257.4875,4,4,413.4208333,24,1630.825,16,3,1,4,1,1,1,4,54,"Male",1,"lectures_belief",2
103,529.85,6,1243.05,7,4,576.3041667,22,1161.429167,18,7,1,8,1,1,2,4,48,"Male",1,"relaxation_belief",1
60,1115.5025,8,1155.075,5,2,569.625,24,1005.925,23,5,1,1,8,1,2,4,54,"Female",1,"yoga_taichi_belief",1
47,823.0125,8,1280.4875,8,4,632.1258333,24,944.2208333,24,6,1,1,2,2,1,4,48,"Male",1,"yoga_taichi_belief",2
45,701,3,1412.2625,8,4,559.7583333,24,1668.183333,22,3,1,2,1,1,2,4,57,"Male",2,"yoga_taichi_belief",1
147,525.275,6,1856.6375,3,4,487.5416667,24,772.3,20,5,1,3,7,4,2,4,51,"Female",2,"yoga_taichi_belief",1
108,549.2,8,3756.875,4,4,505.1666667,23,2259.445833,15,6,1,3,1,1,1,4,53,"Male",2,"stretch_balance_belief",4
58,445.5625,8,1261.6625,3,4,522.3916667,10,784.8541667,24,6,1,1,1,1,2,4,41,"Male",1,"relaxation_belief",1
193,703.25,8,1302.125,5,4,479.7541667,24,1171.254167,14,5,1,4,1,1,2,4,52,"Male",1,"relaxation_belief",2
37,560.0625,8,1821.2375,5,4,494.5,18,1573.091667,24,7,1,6,6,3,1,4,53,"Male",2,"resistance_belief",2
103,595.45,7,1554.125,4,4,663.2666667,23,2514.791667,24,6,1,1,1,1,2,4,50,"Female",1,"relaxation_belief",2
117,527.675,8,1252.375,6,4,497.4583333,23,1573.025,23,5,1,3,1,1,2,4,48,"Female",2,"resistance_belief",2
57,699.3125,8,1369.375,8,4,638.5791667,24,996.0125,20,5,1,7,5,1,1,4,53,"Male",2,"resistance_belief",1
133,560.925,8,1971.3,8,4,572.4333333,24,2000.4,23,6,1,2,1,1,2,4,43,"Female",1,"walking_belief",1
5,741.75,1,1508,7,3,620.025,24,1055.083333,19,5,1,8,1,3,2,4,53,"Male",1,"resistance_belief",2
90,1208.225625,7,3798.35,8,4,511.9166667,24,531.7708333,23,5,1,5,1,1,2,4,53,"Male",2,"lectures_belief",5
164,785.225,7,1546.8625,8,4,623.875,24,1218.895833,20,5,1,3,1,1,2,4,46,"Male",2,"lectures_belief",2
160,546.5375,7,2505.05,3,4,482.2833333,23,481.8166667,19,5,1,4,1,3,2,4,51,"Female",1,"resistance_belief",1
121,1208.225625,8,1155.075,5,4,605.5375,23,900.6125,17,4,1,8,1,1,2,4,45,"Male",1,"stretch_balance_belief",3
112,550.5625,7,2447.2125,7,4,455.6333333,24,1512.091667,14,5,1,1,1,1,2,4,48,"Female",1,"relaxation_belief",3
144,774.3124995,5,1685.2,3,4,476.7625,24,2514.791667,24,5,1,1,4,4,1,4,57,"Female",1,"walking_belief",1
110,440.0625,8,2181.2375,7,4,416.475,23,955.825,24,5,1,2,2,1,2,4,49,"Male",2,"lectures_belief",5
160,671.375,8,1794.5125,8,4,592.9083333,24,1035.129167,24,6,1,8,1,1,2,4,42,"Female",2,"stretch_balance_belief",1
181,556.4125,8,1051.8,7,4,677.4166667,24,1088.325,23,4,1,1,3,1,1,4,58,"Female",2,"resistance_belief",1
110,823.154375,8,1071.4125,8,4,527.0291667,24,2636.958333,19,6,1,6,3,1,2,4,49,"Female",1,"yoga_taichi_belief",1
28,752.3625,8,1877.375,7,4,494.9166667,23,1630.825,24,4,1,6,1,1,2,4,53,"Male",2,"lectures_belief",1
40,530.1375,8,4825.125,8,4,557.7375,24,1878.75,24,6,1,4,6,1,2,4,51,"Male",1,"lectures_belief",3
97,545.6625,8,1324.4125,8,3,602.2166667,23,1333.8125,24,5,1,1,6,1,2,4,42,"Female",2,"lectures_belief",4
55,582.25,8,1991.8375,6,4,617.7083333,23,974.1375,18,6,1,1,1,1,2,4,52,"Female",1,"walking_belief",1
