"id","simon_famil_rt","simon_famil_correct","alt_famil_rt","alt_famil_correct","digit_famil_correct","simon_main_rt","simon_main_correct","alt_main_rt","alt_main_correct","digit_main_correct","commit_to_answer","aerobic_per_week","any_exercise_per_week","resistance_per_week","previous_knowledge","attention_check","age","sex","sex_quant","belief_type","score"
88,485.85,8,1856.6375,8,4,521.4041667,24,1573.091667,23,7,1,1,1,1,2,4,42,"Male",1,"resistance_belief",1
147,712.875,7,1079.625,6,4,535.25,23,1157.416667,15,7,1,6,2,6,1,4,58,"Female",2,"walking_belief",4
57,560.925,7,1113.6,8,4,552.8416666,24,966.75,21,5,1,4,6,2,1,4,50,"Female",2,"yoga_taichi_belief",3
124,651.1875001,8,2419.975,4,4,628.0416667,24,1735.054167,24,5,1,3,1,1,2,4,51,"Male",1,"walking_belief",1
99,616.9375,8,2505.05,8,4,491.4,24,1512.091667,24,7,1,8,4,8,2,4,42,"Female",2,"walking_belief",2
60,824.625,8,3656.8125,7,4,705.8708333,24,2636.958333,24,5,1,1,1,1,2,4,52,"Male",1,"yoga_taichi_belief",4
63,540.35,8,1561.3875,8,4,541.2041667,24,955.825,24,5,1,1,1,1,2,4,50,"Male",1,"resistance_belief",1
181,816.125,8,1240.8375,7,4,608.4064167,22,1004.3875,24,6,1,4,3,1,1,4,49,"Male",1,"resistance_belief",3
201,809.78,6,2592.9125,7,4,506.4666667,24,1987.079167,22,2,1,8,1,3,1,4,48,"Male",1,"relaxation_belief",2
82,896.470875,7,3406.9,7,3,678.9083333,24,1725.645833,24,4,1,3,1,1,2,4,54,"Female",2,"walking_belief",1
183,808.1375,7,3708.175,6,4,648.075,24,1573.025,17,6,1,3,5,2,2,4,56,"Male",1,"yoga_taichi_belief",3
44,520.1625,8,1903.825,5,4,539.0125,24,1380.566667,20,5,1,3,1,2,2,4,40,"Male",1,"relaxation_belief",2
39,607.45,7,2447.2125,7,4,554.2708333,23,1544.825,20,7,1,2,1,2,2,4,54,"Male",1,"lectures_belief",2
55,662.25,7,2073,7,4,617.7083333,24,1346.333333,7,5,1,3,1,4,1,4,47,"Male",1,"walking_belief",5
35,572.65,8,2715.0625,7,4,543.6083333,24,1074.554167,17,6,1,1,1,2,2,4,46,"Male",1,"relaxation_belief",2
204,497.9,7,1374.525,5,4,511.9166667,22,1152.166667,18,6,1,5,1,4,2,4,40,"Male",1,"relaxation_belief",1
123,861.6875,6,2117.6625,7,4,589.5208333,24,1057.5375,22,7,1,1,6,6,2,4,52,"Male",1,"relaxation_belief",1
6,725.8375,5,693,7,2,453.2291667,22,651.9958333,12,6,1,1,2,1,2,4,50,"Female",2,"relaxation_belief",1
97,609.07575,6,523.9875,7,4,522.3916667,23,1089.175,16,6,1,5,6,2,2,4,54,"Female",2,"yoga_taichi_belief",3
158,585.625,8,1406.625,5,4,503.2916667,22,1152.166667,12,5,1,7,4,7,1,4,40,"Male",1,"resistance_belief",2
149,525.275,8,2082.9625,8,2,449.6708333,24,1396.55,23,7,1,5,7,1,2,4,49,"Female",2,"lectures_belief",1
96,762.15,8,1933.6625,7,4,479.7541667,24,1057.5375,23,7,1,1,1,1,2,4,52,"Male",1,"relaxation_belief",3
41,497.5375,8,1903.825,5,4,501.45,24,1437.945833,21,5,1,3,1,2,2,4,40,"Male",1,"relaxation_belief",1
53,594.1875,8,2070.225,7,4,484.2791667,24,1039.75,24,6,1,3,1,1,2,4,50,"Male",1,"stretch_balance_belief",1
21,834.6625,8,1912.9375,8,4,682.0833333,22,1435.175,24,6,1,4,7,1,1,4,52,"Female",2,"resistance_belief",1
19,587,8,1661.475,3,4,532.925,22,1778.779167,19,5,1,8,1,4,2,4,45,"Female",2,"lectures_belief",2
169,829.5375,8,860.75,6,4,644.0833333,24,832.2916667,16,4,1,5,1,1,2,4,50,"Female",2,"relaxation_belief",3
35,572.65,8,2715.0625,7,4,543.6083333,24,1074.554167,17,6,1,1,1,2,2,4,46,"Male",1,"stretch_balance_belief",2
200,633.625,8,1336.15,7,4,539.9625,24,998.3041667,24,4,1,8,1,1,2,4,50,"Male",1,"stretch_balance_belief",1
165,670.4875,8,2426.25,5,4,573.5,24,1544.825,23,4,1,5,1,1,2,4,58,"Female",2,"relaxation_belief",2
73,599.9,8,1354.9125,5,3,519.9625,22,1245.508333,15,5,1,1,1,1,2,4,53,"Male",1,"stretch_balance_belief",3
57,560.925,7,1113.6,8,4,576.3041667,24,966.75,21,6,1,4,6,2,1,4,50,"Female",2,"lectures_belief",1
18,859.537875,6,3756.875,8,2,705.8708333,24,1733.454167,23,6,1,6,1,1,2,4,50,"Female",2,"relaxation_belief",4
150,588.55,7,1081.0625,6,4,512.55,23,970.4083333,16,4,1,1,1,1,2,4,54,"Female",2,"relaxation_belief",2
64,513.525,8,1106.375,8,4,416.475,23,942.1416667,23,6,1,8,5,2,1,4,52,"Male",1,"stretch_balance_belief",3
9,576.0375,8,1280.4875,7,4,592.9083333,24,1534.65,21,5,1,2,1,1,2,4,57,"Female",2,"yoga_taichi_belief",1
165,694.85,8,2235.4375,5,4,671.0891667,22,2013.666667,19,4,1,4,6,4,2,4,55,"Female",2,"yoga_taichi_belief",1
42,576.7625,8,1744.875,6,4,585.6791667,24,893.3875,22,6,1,6,1,1,2,4,51,"Male",1,"lectures_belief",1
111,529.85,8,3054.5375,8,4,430.2583333,24,1419.520833,24,7,1,4,1,2,2,4,55,"Female",2,"resistance_belief",2
171,1062.97,3,1266.625,3,4,632.1258333,11,637,9,5,1,1,1,1,1,4,56,"Male",1,"lectures_belief",3
163,636.9,8,1406.625,5,4,529.3583333,22,974.1375,18,5,1,3,1,3,2,4,40,"Male",1,"yoga_taichi_belief",2
84,818.425,8,1794.5125,7,4,663.2666667,24,1541.375,18,4,1,1,1,1,2,4,49,"Female",2,"relaxation_belief",1
47,574.8625,7,2447.2125,8,4,599.7333333,23,1544.825,24,7,1,4,1,1,2,4,54,"Male",1,"stretch_balance_belief",3
90,880.375,7,1885.875,8,4,543.6666667,22,1173.75,24,6,1,3,2,2,2,4,50,"Female",2,"lectures_belief",1
146,706.7,8,1677.3125,8,4,601.8291667,24,1088.325,24,6,1,6,1,2,2,4,43,"Female",2,"walking_belief",2
38,607.45,7,3934.3875,7,4,555.0375,23,1832.820833,15,3,1,2,3,2,2,4,52,"Male",1,"resistance_belief",3
179,573.85,8,1604.675,8,4,531.9375,24,886.1958333,24,5,1,1,1,1,2,4,44,"Female",2,"walking_belief",1
98,572.9125,8,2729.75,8,4,612.3666667,23,1074.554167,24,5,1,6,3,1,1,4,55,"Female",2,"walking_belief",3
182,808.1375,7,3708.175,6,4,623.7083333,24,2293.020833,17,5,1,4,5,2,2,4,56,"Male",1,"walking_belief",1
45,1029.866375,4,4424.175,8,4,721.9375,24,1877.625,22,5,1,6,1,1,2,4,44,"Male",1,"relaxation_belief",2
3,788.2625,8,2430.15,5,4,544.8333333,24,2720.191667,17,6,1,1,1,1,1,4,58,"Male",1,"yoga_taichi_belief",1
45,1253,1,4424.175,6,4,884.3333333,10,1877.625,22,4,1,4,3,3,1,4,58,"Male",1,"walking_belief",4
181,816.125,8,1240.8375,7,4,608.4064167,22,1004.3875,24,6,1,4,3,1,1,4,49,"Male",1,"lectures_belief",4
94,558.3625,8,1328.575,5,4,518.9791667,22,917.8125,12,5,1,1,1,1,2,4,53,"Male",1,"relaxation_belief",4
142,631.1375,8,2474.2375,7,4,570.0083333,24,2259.445833,19,6,1,4,2,1,2,4,55,"Female",2,"stretch_balance_belief",1
115,685.1875,8,2771.75,8,4,578.8958333,23,1074.554167,24,6,1,4,1,4,1,4,55,"Female",2,"stretch_balance_belief",1
115,627.875,8,2505.05,8,4,550.9125,24,1035.129167,24,7,1,8,4,1,2,4,52,"Female",2,"resistance_belief",2
91,453.3375,8,1389.2875,8,4,455.8541667,22,900.6125,24,6,1,1,1,1,2,4,52,"Female",2,"lectures_belief",2
93,558.3625,8,1328.575,5,4,518.9791667,22,917.8125,12,5,1,1,1,1,2,4,53,"Male",1,"relaxation_belief",4
140,708.216375,7,1692.4375,5,4,621.5333333,23,1641.95,17,7,1,2,5,6,2,4,44,"Female",2,"relaxation_belief",3
201,809.78,6,1715.575,7,4,506.4666667,23,869.3541667,15,5,1,3,5,3,2,4,48,"Male",1,"resistance_belief",1
108,636.5,8,1507.25,8,4,698.125,24,1262.333333,24,4,1,1,1,1,2,4,44,"Female",2,"relaxation_belief",1
189,639.425,8,1586.6625,8,4,574.9875,24,1171.254167,24,7,1,3,1,1,2,4,49,"Male",1,"walking_belief",2
16,575.0875,8,1661.475,5,4,543.6083333,22,9025.533333,21,7,1,1,1,1,2,4,41,"Female",2,"yoga_taichi_belief",1
191,687.4125,8,984.6375,7,4,457.6958333,24,1759.966667,16,5,1,1,3,1,2,4,53,"Female",2,"resistance_belief",1
164,636.9,8,1406.625,5,4,529.3583333,22,940.8333333,18,5,1,1,1,1,2,4,51,"Male",1,"stretch_balance_belief",2
28,462.6,7,1163.5875,7,4,464.8166667,21,615.2375,18,6,1,5,1,1,1,4,42,"Male",1,"relaxation_belief",1
62,445.5625,8,1354.35,8,4,397.35,23,900.6125,23,7,1,5,4,1,1,4,50,"Male",1,"resistance_belief",2
156,581.8,7,2075.075,8,4,613.35,23,886.1958333,24,7,1,1,3,1,1,4,55,"Female",2,"walking_belief",4
81,623.875,8,1452.9375,5,4,484.9833333,23,1127.216667,21,6,1,6,1,1,1,4,43,"Female",2,"stretch_balance_belief",2
57,560.925,7,1113.6,8,4,552.8416666,24,904.3333333,21,5,1,4,6,2,2,4,50,"Female",2,"relaxation_belief",1
102,604.875,6,940.5,7,4,558.6333333,24,860.3625,17,4,1,7,6,3,2,4,52,"Female",2,"lectures_belief",3
43,535.2875,7,1608.05,6,4,518.9791667,24,1496.4125,13,4,1,3,1,2,2,4,40,"Male",1,"relaxation_belief",2
43,535.2875,7,1608.05,6,4,518.9791667,24,1496.4125,13,4,1,3,1,2,2,4,40,"Male",1,"walking_belief",2
67,610.525,8,1477.6125,7,4,612.325,24,1400.975,17,5,1,2,1,1,2,4,45,"Female",2,"relaxation_belief",1
179,573.85,8,1604.675,8,4,531.9375,24,886.1958333,24,5,1,1,1,1,2,4,40,"Female",2,"stretch_balance_belief",1
128,716.2,8,1486.075,7,4,608.726125,24,1363.895833,18,4,1,1,1,1,2,4,49,"Female",2,"stretch_balance_belief",1
162,603.83225,6,2382.375,5,4,472.9541667,24,1512.091667,23,7,1,8,1,3,2,4,44,"Female",2,"lectures_belief",1
97,572.9125,8,2426.225,8,4,612.3666667,23,1583.85,24,5,1,3,1,1,2,4,50,"Female",2,"resistance_belief",1
168,489.25,8,1022.625,7,4,450.5,24,872.3333333,17,6,1,6,1,1,2,4,50,"Female",2,"relaxation_belief",1
141,631.1375,8,2474.2375,7,4,550.9125,24,2259.445833,19,5,1,4,2,1,2,4,55,"Female",2,"lectures_belief",1
72,511.0125,8,1106.375,8,4,416.475,23,942.1416667,23,6,1,8,5,2,1,4,52,"Male",1,"walking_belief",3
16,516.125,8,762,6,4,508.5,23,851.5416667,22,7,1,5,7,1,2,4,54,"Female",2,"relaxation_belief",3
63,540.35,8,1561.3875,8,4,541.2041667,24,955.825,24,5,1,1,1,1,2,4,50,"Male",1,"relaxation_belief",2
64,540.35,8,1460.0625,8,4,530.2041667,24,940.8333333,24,5,1,1,1,1,2,4,50,"Male",1,"yoga_taichi_belief",1
169,774.3124995,8,2064.925,4,4,602.2166667,24,947.6166667,18,5,1,1,1,1,2,4,58,"Female",2,"lectures_belief",1
47,574.8625,7,3934.3875,7,4,599.7333333,23,1305.2625,15,3,1,4,3,3,2,4,43,"Male",1,"yoga_taichi_belief",2
164,530.1375,8,1373,6,4,516.6916666,23,1113.541667,24,5,1,4,2,4,1,4,44,"Male",1,"relaxation_belief",1
43,535.2875,7,1561.3875,6,4,518.9791667,24,955.825,13,4,1,1,1,1,2,4,51,"Male",1,"resistance_belief",1
141,613.65,8,3567.3875,7,4,557.7375,23,1832.820833,24,6,1,4,2,3,2,4,45,"Female",2,"walking_belief",1
202,454.3875,8,1257.4875,6,4,464.8166667,22,1003.925,22,6,1,4,1,1,2,4,51,"Female",2,"stretch_balance_belief",4
63,513.525,8,1106.375,8,4,416.475,23,942.625,23,6,1,8,4,2,1,4,52,"Male",1,"walking_belief",3
190,639.425,8,1586.6625,8,4,574.9875,24,1147.279167,24,7,1,1,1,1,2,4,49,"Male",1,"resistance_belief",1
117,727.3625001,8,968.1000001,7,4,507.4125001,24,531.7708333,18,6,1,7,1,3,2,4,43,"Female",2,"lectures_belief",2
170,774.3124995,8,2064.925,4,4,602.2166667,24,947.6166667,18,5,1,1,1,1,2,4,58,"Female",2,"stretch_balance_belief",1
128,716.2,8,1677.3125,8,4,605.5375,24,1088.325,24,7,1,6,5,1,2,4,43,"Female",2,"lectures_belief",1
25,823.0125,8,1818.0125,8,4,723.6,22,1630.825,23,7,1,4,7,1,1,4,47,"Male",1,"stretch_balance_belief",1
25,823.0125,8,1818.0125,8,4,723.6,23,1630.825,23,4,1,6,3,5,2,4,46,"Male",1,"resistance_belief",1
189,639.425,8,1511.85,8,4,574.9875,24,1171.254167,24,7,1,3,1,1,2,4,49,"Male",1,"stretch_balance_belief",3
13,633.275,8,1971.3,4,4,620.025,24,1693.079167,16,6,1,3,2,2,2,4,58,"Female",2,"stretch_balance_belief",3
158,585.625,8,1406.625,5,4,505.1666667,22,1152.166667,12,5,1,7,4,7,1,4,40,"Male",1,"stretch_balance_belief",3
166,694.85,8,2235.4375,5,4,671.0891667,22,1826.704167,20,4,1,1,6,1,2,4,56,"Female",2,"resistance_belief",1
194,709.8,8,1681.7875,5,4,657.3639167,21,903.3458333,18,5,1,1,3,1,2,4,58,"Female",2,"walking_belief",1
93,560.0625,8,1043.7875,6,4,482.2833333,24,831.6666667,18,5,1,7,1,1,2,4,52,"Male",1,"relaxation_belief",3
148,536.2125,8,1373,8,3,430.2583333,23,758.45,24,7,1,3,1,3,2,4,40,"Male",1,"stretch_balance_belief",1
198,629.5125,8,1412.475,6,4,546.7916667,24,1058.804167,18,5,1,4,1,1,2,4,48,"Female",2,"lectures_belief",2
64,540.35,8,1532.3375,8,4,530.2041667,24,955.825,24,5,1,1,1,1,2,4,50,"Male",1,"walking_belief",1
117,727.3625001,8,968.1000001,7,4,507.4125001,24,531.7708333,18,6,1,7,1,3,2,4,43,"Female",2,"lectures_belief",2
178,581.8375,8,1604.675,8,4,505.1666667,24,1019.533333,24,5,1,4,1,1,2,4,44,"Female",2,"resistance_belief",1
150,588.55,7,1081.0625,6,4,512.55,23,970.4083333,16,4,1,1,1,1,2,4,54,"Female",2,"yoga_taichi_belief",3
73,599.9,8,1355.95,5,2,519.9625,22,1245.508333,15,5,1,1,1,1,2,4,52,"Male",1,"stretch_balance_belief",2
16,516.125,8,762,6,4,499.2083333,23,946.9916667,22,7,1,1,1,1,2,4,54,"Female",2,"resistance_belief",1
97,609.07575,6,523.9875,7,4,544.7375,24,996.0125,16,6,1,3,8,1,1,4,53,"Female",2,"stretch_balance_belief",1
166,670.4875,8,2426.25,5,4,579.2541667,24,1583.85,23,4,1,5,2,1,2,4,58,"Female",2,"stretch_balance_belief",2
204,642,7,2319.7,1,4,1042.611417,4,1874.0375,22,5,1,6,1,5,2,4,45,"Male",1,"lectures_belief",2
177,487.55,8,1143.1125,8,4,456.9166667,23,953.9208333,22,6,1,3,2,4,2,4,50,"Female",2,"walking_belief",2
107,728.55,6,1851.1,3,4,751.9541663,21,1599.891667,10,3,1,3,1,1,2,4,55,"Male",1,"lectures_belief",1
122,861.6875,6,2175,7,4,559.7,24,1652.395833,22,4,1,8,6,1,2,4,52,"Male",1,"lectures_belief",1
144,507.9375,8,1262.2125,8,4,493.1375,24,1003.0875,24,3,1,8,4,5,2,4,48,"Male",1,"resistance_belief",1
165,670.4875,8,2943.175,6,4,573.5,24,1385.583333,24,6,1,2,1,1,2,4,42,"Female",2,"stretch_balance_belief",1
159,455.525,8,1889.7125,4,4,450.5291667,24,1329.016667,18,4,1,1,1,1,2,4,48,"Female",2,"resistance_belief",1
90,563.675,8,1201.725,6,4,487.5416667,24,1048.829167,21,6,1,2,1,1,2,4,49,"Male",1,"yoga_taichi_belief",3
89,880.375,7,1885.875,8,4,510.3333333,23,1173.75,24,2,1,3,1,2,2,4,50,"Female",2,"stretch_balance_belief",2
117,727.3625001,8,968.1000001,7,4,507.4125001,24,481.8166667,18,6,1,8,1,3,2,4,43,"Female",2,"resistance_belief",2
120,675.725,8,573.5625,7,4,516.1291667,24,603.8833333,18,6,1,7,3,3,2,4,51,"Female",2,"yoga_taichi_belief",2
47,574.8625,7,3934.3875,7,4,585.6791667,24,1269.916667,15,3,1,4,3,3,2,4,45,"Male",1,"lectures_belief",3
2,613.625,8,1582,6,3,563.9,24,1784.166667,18,6,1,6,1,1,1,4,50,"Female",2,"lectures_belief",3
145,671.625,8,2426.25,8,4,493.5,24,1250.416667,15,5,1,6,4,3,2,4,53,"Female",2,"yoga_taichi_belief",2
58,711.875,8,1821.375,4,4,630.7791667,22,1641.95,22,5,1,4,3,1,1,4,43,"Female",2,"relaxation_belief",3
42,576.7625,8,1744.875,6,4,599.7333333,22,893.3875,22,6,1,5,1,1,2,4,42,"Female",2,"yoga_taichi_belief",3
120,585.325,8,1412.2625,7,4,497.05,23,1106.3375,19,6,1,1,1,1,2,4,57,"Female",2,"yoga_taichi_belief",2
176,774.2125,8,2064.925,7,4,602.2166667,24,869.3541667,19,5,1,6,6,1,2,4,58,"Male",1,"resistance_belief",1
155,799.5625,8,1913.2625,8,4,669.1166667,24,1503.466667,22,5,1,6,1,1,2,4,51,"Male",1,"yoga_taichi_belief",1
33,561.5,8,2116.45,6,4,552.8416666,24,1778.779167,23,6,1,8,6,8,1,4,49,"Male",1,"yoga_taichi_belief",1
128,716.2,8,1486.075,7,4,608.726125,24,1400.975,18,5,1,1,1,1,2,4,49,"Female",2,"stretch_balance_belief",2
65,545.6625,7,1532.3375,8,4,534.4083333,24,955.825,24,5,1,1,1,1,2,4,50,"Female",2,"lectures_belief",1
92,671.375,7,1248.375,5,4,573.5,24,1093.358333,17,6,1,4,3,2,1,4,56,"Female",2,"walking_belief",4
169,829.5375,8,860.75,6,4,644.0833333,24,860.3625,16,4,1,4,1,1,2,4,50,"Female",2,"yoga_taichi_belief",4
115,627.875,8,2505.05,8,4,557.7375,24,1035.129167,24,6,1,8,4,1,2,4,52,"Female",2,"resistance_belief",1
188,564.9875,8,1515.5,7,4,501.8416667,23,1279.566667,15,6,1,4,1,4,1,4,49,"Male",1,"walking_belief",2
87,827.195625,5,2112.075,3,4,556.5583333,21,1123.808333,9,2,1,1,1,1,2,4,51,"Female",2,"resistance_belief",1
149,525.275,8,2082.9625,8,2,449.6708333,24,1396.55,23,7,1,5,7,1,2,4,45,"Female",2,"stretch_balance_belief",1
136,499.6375,8,1477.3125,8,3,493.2625,24,1003.0875,24,6,1,4,2,3,2,4,46,"Male",1,"lectures_belief",1
175,549.2,8,4002.075,8,4,525.0708333,24,2293.020833,20,7,1,4,1,1,2,4,54,"Male",1,"walking_belief",1
22,796.5625,7,3798.35,7,2,694.7083333,24,1725.645833,23,5,1,2,2,1,2,4,50,"Female",2,"yoga_taichi_belief",1
163,636.9,8,1378.2875,5,2,529.3583333,22,940.8333333,18,5,1,1,1,1,2,4,51,"Male",1,"lectures_belief",1
2,788.2625,8,2430.15,6,3,544.8333333,24,2720.191667,17,6,1,6,6,1,1,4,55,"Female",2,"lectures_belief",2
167,972.129125,6,1169.8875,6,3,565.9125,22,784.8541667,7,6,1,1,6,1,2,4,56,"Female",2,"lectures_belief",3
108,703.25,8,2771.75,7,4,694.4583333,24,2129.8125,24,7,1,2,1,1,2,4,48,"Male",1,"resistance_belief",1
195,1450.1575,1,4825.125,5,4,1314.315833,4,1325.625,14,6,1,2,1,1,2,4,51,"Male",1,"lectures_belief",1
115,685.1875,8,2771.75,8,4,556.5625,24,1074.554167,24,6,1,4,1,4,2,4,53,"Female",2,"relaxation_belief",1
155,799.5625,8,1913.2625,8,4,669.1166667,24,1503.466667,22,5,1,6,1,1,2,4,51,"Male",1,"walking_belief",1
115,685.1875,8,2771.75,8,4,578.8958333,23,1074.554167,24,6,1,4,1,4,1,4,56,"Female",2,"lectures_belief",1
127,567.4375,8,1243.2375,8,4,498.9541667,23,849.9666667,24,7,1,1,1,1,2,4,47,"Male",1,"lectures_belief",1
112,680.660375,6,1546.8625,8,4,556.5625,23,1081.375,24,6,1,8,6,1,2,4,41,"Female",2,"stretch_balance_belief",3
102,604.875,6,940.5,7,4,585.375,23,860.3625,17,4,1,3,3,1,2,4,54,"Female",2,"resistance_belief",1
205,699.3125,8,2612.3375,5,4,601.8291667,24,1981.545833,23,7,1,6,1,6,2,4,48,"Female",2,"walking_belief",3
179,573.85,8,1604.675,8,4,531.9375,24,1019.533333,24,5,1,4,1,1,2,4,44,"Female",2,"lectures_belief",1
16,575.0875,8,1679.9,5,4,543.6083333,21,9025.533333,21,7,1,1,1,1,2,4,41,"Male",1,"lectures_belief",3
117,727.3625001,8,968.1000001,7,4,507.4125001,24,481.8166667,18,6,1,8,1,3,2,4,43,"Female",2,"stretch_balance_belief",1
88,485.85,8,1856.6375,8,4,521.4041667,24,1557.595833,23,6,1,1,1,1,2,4,42,"Male",1,"lectures_belief",1
174,579.375,8,1043.55,4,4,517.0625,22,671.3625,17,6,1,1,1,1,2,4,56,"Female",2,"resistance_belief",1
176,774.2125,8,1942.9875,8,4,602.2166667,24,1525.170833,24,5,1,5,2,1,2,4,43,"Male",1,"resistance_belief",1
117,727.3625001,8,968.1000001,7,4,507.4125001,24,531.7708333,18,6,1,7,1,3,2,4,43,"Female",2,"stretch_balance_belief",2
134,473.375,8,1002.375,6,4,501.7083333,23,1244.933333,21,4,1,6,1,1,1,4,43,"Female",2,"stretch_balance_belief",3
147,712.875,7,1003,6,4,512.75,24,872.3333333,15,7,1,5,2,3,2,4,45,"Male",1,"lectures_belief",2
181,816.125,7,1441.2125,7,4,608.4064167,22,1169.495833,20,5,1,8,8,6,1,4,48,"Male",1,"relaxation_belief",2
104,652.25,8,2419.975,4,4,628.0416667,24,1705.670833,24,5,1,3,1,1,2,4,51,"Male",1,"relaxation_belief",3
49,606.275,8,1354.9125,7,4,544.7375,24,1075.0125,20,5,1,1,1,1,2,4,45,"Male",1,"lectures_belief",3
118,678.3124999,8,1953.075,8,4,572.4333333,24,1005.925,24,6,1,3,1,1,2,4,51,"Male",1,"relaxation_belief",1
168,489.25,8,1022.625,7,4,466.0833333,24,943.4166667,23,6,1,3,1,1,2,4,50,"Female",2,"walking_belief",3
61,824.625,8,3656.8125,7,4,694.7083333,24,2636.958333,24,5,1,1,1,1,2,4,52,"Male",1,"stretch_balance_belief",1
3,788.2625,8,2430.15,5,4,544.8333333,24,3231.775,17,6,1,1,1,1,1,4,58,"Male",1,"resistance_belief",1
33,561.5,8,2221.5375,6,4,576.3041667,24,1010.541667,24,6,1,3,1,1,2,4,46,"Female",2,"lectures_belief",1
192,785.225,4,2592.9125,6,4,559.7583333,23,1987.079167,23,7,1,8,6,4,1,4,46,"Female",2,"relaxation_belief",5
204,642,7,2612.3375,1,4,1042.611417,4,1877.625,23,5,1,6,1,5,2,4,45,"Male",1,"stretch_balance_belief",1
89,563.675,8,1243.2375,6,4,491.9833333,24,1188.145833,21,3,1,5,1,1,1,4,44,"Female",2,"lectures_belief",2
90,563.675,8,1201.725,6,4,491.9833333,24,1188.145833,21,4,1,5,1,1,1,4,44,"Female",2,"yoga_taichi_belief",3
143,852.15175,6,1987.0625,8,4,682.0833333,24,1673.645833,24,6,1,8,6,1,1,4,58,"Female",2,"walking_belief",1
176,774.2125,8,1942.9875,7,4,602.2166667,24,869.3541667,19,5,1,7,1,1,2,4,43,"Male",1,"yoga_taichi_belief",3
14,1138.61025,4,1324.4125,7,3,813.8530834,22,944.2208333,18,5,1,1,1,1,2,4,47,"Female",2,"resistance_belief",1
17,516.125,8,762,6,4,499.2083333,23,851.5416667,21,7,1,5,6,1,2,4,54,"Female",2,"walking_belief",4
