"sujet","trialNo","homo","population","populationC"
"ENG2016",0,1,"ENG",-0.5
"THK0178",8,1,"THK",0.5
"ENG4020",14,0,"ENG",-0.5
"ENG3004",12,1,"ENG",-0.5
"ENG4012",14,1,"ENG",-0.5
"ENG2006",11,1,"ENG",-0.5
"ENG5006",9,1,"ENG",-0.5
"ENG2010",1,1,"ENG",-0.5
"ENG4010",8,1,"ENG",-0.5
"ENG2016",8,1,"ENG",-0.5
"THK0250",6,1,"THK",0.5
"ENG2012",6,1,"ENG",-0.5
"THK0286",3,1,"THK",0.5
"ENG4018",3,1,"ENG",-0.5
"ENG4004",7,1,"ENG",-0.5
"THK0283",6,1,"THK",0.5
"ENG4022",8,1,"ENG",-0.5
"THK0046",13,1,"THK",0.5
"ENG3006",2,1,"ENG",-0.5
"ENG2012",11,1,"ENG",-0.5
"ENG4012",11,1,"ENG",-0.5
"ENG2018",10,1,"ENG",-0.5
"ENG4016",12,0,"ENG",-0.5
"ENG4006",1,NA,"ENG",-0.5
"ENG4024",2,1,"ENG",-0.5
"THK0073",7,NA,"THK",0.5
"ENG4020",12,0,"ENG",-0.5
"ENG4020",5,0,"ENG",-0.5
"ENG4008",9,1,"ENG",-0.5
"THK0202",11,1,"THK",0.5
"THK0295",11,0,"THK",0.5
"THK0286",4,0,"THK",0.5
"THK0181",0,0,"THK",0.5
"ENG4020",2,0,"ENG",-0.5
"ENG3008",5,1,"ENG",-0.5
"THK0082",15,1,"THK",0.5
"ENG4014",4,1,"ENG",-0.5
"ENG4004",3,1,"ENG",-0.5
"THK0202",7,1,"THK",0.5
"ENG4012",7,1,"ENG",-0.5
"ENG3006",12,1,"ENG",-0.5
"ENG3004",14,1,"ENG",-0.5
"THK0154",1,0,"THK",0.5
"ENG2018",3,1,"ENG",-0.5
"THK0154",12,0,"THK",0.5
"ENG2014",12,1,"ENG",-0.5
"THK0076",8,1,"THK",0.5
"THK0055",3,1,"THK",0.5
"ENG4006",2,0,"ENG",-0.5
"ENG2006",14,1,"ENG",-0.5
"ENG5008",14,1,"ENG",-0.5
"ENG2016",14,1,"ENG",-0.5
"THK0136",2,0,"THK",0.5
"ENG5006",1,1,"ENG",-0.5
"ENG4004",0,0,"ENG",-0.5
"THK0178",8,1,"THK",0.5
"ENG4020",1,0,"ENG",-0.5
"ENG4020",13,0,"ENG",-0.5
"ENG4014",7,1,"ENG",-0.5
"ENG5002",7,0,"ENG",-0.5
"ENG2008",0,0,"ENG",-0.5
"THK0046",14,1,"THK",0.5
"ENG2014",13,1,"ENG",-0.5
"ENG2018",3,1,"ENG",-0.5
"ENG4024",3,1,"ENG",-0.5
"ENG2022",1,1,"ENG",-0.5
"THK0073",7,NA,"THK",0.5
"ENG2014",15,1,"ENG",-0.5
"ENG2018",0,1,"ENG",-0.5
"THK0193",2,1,"THK",0.5
"THK0046",11,1,"THK",0.5
"ENG2016",2,1,"ENG",-0.5
"ENG2022",0,1,"ENG",-0.5
"ENG4010",15,1,"ENG",-0.5
"ENG4020",15,0,"ENG",-0.5
"THK0283",10,1,"THK",0.5
"THK0202",9,1,"THK",0.5
"ENG4006",13,0,"ENG",-0.5
"THK0331",9,1,"THK",0.5
"ENG4022",15,1,"ENG",-0.5
"ENG4006",9,NA,"ENG",-0.5
"ENG4006",0,NA,"ENG",-0.5
"ENG5004",12,1,"ENG",-0.5
"ENG4014",0,1,"ENG",-0.5
"ENG4002",5,1,"ENG",-0.5
"ENG4010",12,NA,"ENG",-0.5
"THK0286",5,0,"THK",0.5
"ENG4016",1,NA,"ENG",-0.5
"THK0295",1,0,"THK",0.5
"THK0022",15,0,"THK",0.5
"ENG5006",3,1,"ENG",-0.5
"THK0202",15,1,"THK",0.5
"THK0283",8,1,"THK",0.5
"THK0331",5,1,"THK",0.5
"ENG4016",7,1,"ENG",-0.5
"THK0034",10,0,"THK",0.5
"THK0193",7,1,"THK",0.5
"ENG3006",13,1,"ENG",-0.5
"ENG4022",7,1,"ENG",-0.5
"ENG2008",15,1,"ENG",-0.5
"ENG4004",2,1,"ENG",-0.5
"ENG4014",9,1,"ENG",-0.5
"THK0076",14,1,"THK",0.5
"ENG4008",13,1,"ENG",-0.5
"ENG2006",12,1,"ENG",-0.5
"ENG4004",0,1,"ENG",-0.5
"ENG2006",15,1,"ENG",-0.5
"ENG5010",1,1,"ENG",-0.5
"THK0034",12,NA,"THK",0.5
"THK0136",11,0,"THK",0.5
"THK0022",11,0,"THK",0.5
"ENG2006",6,1,"ENG",-0.5
"ENG5008",13,1,"ENG",-0.5
"THK0328",11,1,"THK",0.5
"ENG2014",6,1,"ENG",-0.5
"THK0136",10,0,"THK",0.5
"ENG5010",14,1,"ENG",-0.5
"ENG4014",15,1,"ENG",-0.5
"ENG2014",1,1,"ENG",-0.5
"ENG3006",6,1,"ENG",-0.5
"ENG3008",3,1,"ENG",-0.5
"ENG4018",4,1,"ENG",-0.5
"ENG4020",8,0,"ENG",-0.5
"ENG2010",15,1,"ENG",-0.5
"THK0193",6,1,"THK",0.5
"THK0046",1,1,"THK",0.5
"ENG5010",11,1,"ENG",-0.5
"THK0073",9,1,"THK",0.5
"ENG4014",0,1,"ENG",-0.5
"ENG4008",9,1,"ENG",-0.5
"THK0034",12,1,"THK",0.5
"THK0034",4,1,"THK",0.5
"ENG4014",9,1,"ENG",-0.5
"ENG2014",14,1,"ENG",-0.5
"ENG2022",5,1,"ENG",-0.5
"ENG2016",5,1,"ENG",-0.5
"ENG4020",1,0,"ENG",-0.5
"ENG5010",1,1,"ENG",-0.5
"THK0049",15,1,"THK",0.5
"ENG4008",11,1,"ENG",-0.5
"ENG2010",10,1,"ENG",-0.5
"THK0328",11,1,"THK",0.5
"ENG4016",14,NA,"ENG",-0.5
"ENG2002",4,0,"ENG",-0.5
"ENG3008",4,1,"ENG",-0.5
"ENG5002",6,0,"ENG",-0.5
"ENG2002",10,0,"ENG",-0.5
"THK0034",3,1,"THK",0.5
"THK0193",15,1,"THK",0.5
"THK0082",7,1,"THK",0.5
"THK0193",2,1,"THK",0.5
"ENG4006",10,0,"ENG",-0.5
"ENG4006",2,0,"ENG",-0.5
"THK0283",11,1,"THK",0.5
"ENG2010",3,1,"ENG",-0.5
"ENG5006",1,1,"ENG",-0.5
"THK0283",5,1,"THK",0.5
"THK0034",0,0,"THK",0.5
"THK0073",1,NA,"THK",0.5
"ENG2022",1,1,"ENG",-0.5
"ENG2014",3,1,"ENG",-0.5
"THK0076",6,1,"THK",0.5
"ENG4002",7,1,"ENG",-0.5
"THK0073",11,NA,"THK",0.5
"ENG2012",2,1,"ENG",-0.5
"ENG4014",14,1,"ENG",-0.5
"THK0193",0,1,"THK",0.5
"ENG5006",2,1,"ENG",-0.5
"ENG4008",0,1,"ENG",-0.5
"ENG4018",6,1,"ENG",-0.5
"ENG4006",3,0,"ENG",-0.5
"ENG2022",3,1,"ENG",-0.5
"ENG5006",14,1,"ENG",-0.5
"THK0055",13,NA,"THK",0.5
"THK0328",3,1,"THK",0.5
"THK0034",0,0,"THK",0.5
"ENG2020",2,1,"ENG",-0.5
"ENG4012",6,1,"ENG",-0.5
"ENG4014",1,1,"ENG",-0.5
"ENG3006",12,1,"ENG",-0.5
"ENG3008",6,1,"ENG",-0.5
"THK0022",4,NA,"THK",0.5
"ENG5010",15,1,"ENG",-0.5
"ENG2018",13,1,"ENG",-0.5
"ENG4024",4,1,"ENG",-0.5
"ENG2016",3,1,"ENG",-0.5
"THK0202",3,1,"THK",0.5
"THK0328",3,1,"THK",0.5
"ENG4012",2,1,"ENG",-0.5
"THK0250",8,1,"THK",0.5
"ENG5006",13,1,"ENG",-0.5
"THK0178",12,1,"THK",0.5
"THK0202",13,1,"THK",0.5
"ENG4010",1,0,"ENG",-0.5
"THK0022",8,NA,"THK",0.5
"ENG3008",5,1,"ENG",-0.5
"THK0154",7,0,"THK",0.5
"ENG4018",5,1,"ENG",-0.5
"ENG4004",12,1,"ENG",-0.5
"ENG2010",10,1,"ENG",-0.5
"ENG4014",12,1,"ENG",-0.5
"ENG2010",8,1,"ENG",-0.5
"ENG2006",15,1,"ENG",-0.5
"ENG4022",6,1,"ENG",-0.5
"ENG4022",10,1,"ENG",-0.5
"THK0154",14,0,"THK",0.5
"ENG4022",5,1,"ENG",-0.5
"ENG2006",3,1,"ENG",-0.5
"THK0136",12,0,"THK",0.5
"ENG2022",13,1,"ENG",-0.5
"THK0034",1,0,"THK",0.5
"ENG3008",9,1,"ENG",-0.5
"THK0049",3,1,"THK",0.5
"ENG2002",14,0,"ENG",-0.5
"ENG5006",14,1,"ENG",-0.5
"THK0034",8,1,"THK",0.5
"THK0046",6,1,"THK",0.5
"ENG2022",7,1,"ENG",-0.5
"THK0073",10,1,"THK",0.5
"THK0082",3,1,"THK",0.5
"ENG2014",0,1,"ENG",-0.5
"THK0331",12,1,"THK",0.5
"ENG4016",13,0,"ENG",-0.5
"THK0295",9,0,"THK",0.5
"ENG2016",2,1,"ENG",-0.5
"THK0082",12,1,"THK",0.5
"ENG2002",10,0,"ENG",-0.5
"ENG4002",3,1,"ENG",-0.5
"ENG3006",9,1,"ENG",-0.5
"ENG4004",1,1,"ENG",-0.5
"THK0046",8,1,"THK",0.5
"ENG3006",12,1,"ENG",-0.5
"THK0034",5,0,"THK",0.5
"ENG4016",5,0,"ENG",-0.5
"THK0250",10,0,"THK",0.5
"THK0073",0,1,"THK",0.5
"ENG2012",3,1,"ENG",-0.5
"THK0136",9,0,"THK",0.5
"ENG5008",13,1,"ENG",-0.5
"THK0283",1,1,"THK",0.5
"ENG4016",11,1,"ENG",-0.5
"ENG2016",14,1,"ENG",-0.5
"ENG4002",3,1,"ENG",-0.5
"THK0328",11,1,"THK",0.5
"ENG2020",1,1,"ENG",-0.5
"ENG5008",4,1,"ENG",-0.5
"ENG4020",3,0,"ENG",-0.5
"ENG2010",12,1,"ENG",-0.5
"ENG2008",3,0,"ENG",-0.5
"THK0055",3,1,"THK",0.5
"ENG4020",9,0,"ENG",-0.5
"THK0046",7,1,"THK",0.5
"ENG3004",3,1,"ENG",-0.5
"ENG2022",12,1,"ENG",-0.5
"THK0250",15,0,"THK",0.5
"THK0154",4,0,"THK",0.5
"THK0250",15,0,"THK",0.5
"THK0295",6,0,"THK",0.5
"ENG5010",0,NA,"ENG",-0.5
"ENG2018",4,1,"ENG",-0.5
"ENG2006",5,1,"ENG",-0.5
"ENG4014",3,1,"ENG",-0.5
"ENG4018",1,1,"ENG",-0.5
"ENG4002",11,1,"ENG",-0.5
"THK0154",8,0,"THK",0.5
"ENG4014",11,1,"ENG",-0.5
"ENG4022",0,1,"ENG",-0.5
"THK0076",11,1,"THK",0.5
"ENG2012",7,1,"ENG",-0.5
"ENG5002",6,0,"ENG",-0.5
"THK0022",6,NA,"THK",0.5
"ENG4014",8,1,"ENG",-0.5
"ENG5008",13,1,"ENG",-0.5
"ENG2022",15,1,"ENG",-0.5
"THK0193",2,1,"THK",0.5
"ENG4022",10,1,"ENG",-0.5
"ENG4014",0,1,"ENG",-0.5
"THK0193",15,1,"THK",0.5
"THK0073",3,1,"THK",0.5
"ENG2022",3,1,"ENG",-0.5
"THK0049",6,1,"THK",0.5
"THK0055",6,1,"THK",0.5
"ENG5006",12,1,"ENG",-0.5
"ENG4022",12,1,"ENG",-0.5
"ENG3008",8,1,"ENG",-0.5
"ENG2020",2,1,"ENG",-0.5
"ENG5006",5,1,"ENG",-0.5
"ENG2010",8,1,"ENG",-0.5
"THK0181",8,1,"THK",0.5
"ENG5008",1,NA,"ENG",-0.5
"THK0022",2,0,"THK",0.5
"ENG2008",7,1,"ENG",-0.5
"ENG2022",6,1,"ENG",-0.5
"ENG2016",11,1,"ENG",-0.5
"ENG2008",6,1,"ENG",-0.5
"ENG4010",6,1,"ENG",-0.5
"THK0202",0,1,"THK",0.5
"ENG4024",13,1,"ENG",-0.5
"THK0295",10,0,"THK",0.5
"ENG5002",11,0,"ENG",-0.5
"THK0202",7,1,"THK",0.5
"ENG4016",13,1,"ENG",-0.5
"THK0034",2,0,"THK",0.5
"ENG4002",13,1,"ENG",-0.5
"ENG4008",15,1,"ENG",-0.5
"ENG2020",2,1,"ENG",-0.5
"THK0049",2,1,"THK",0.5
"ENG5006",10,1,"ENG",-0.5
"ENG2006",5,1,"ENG",-0.5
"ENG5008",10,1,"ENG",-0.5
"THK0193",15,1,"THK",0.5
"ENG5004",15,1,"ENG",-0.5
"THK0331",15,1,"THK",0.5
"ENG2012",3,1,"ENG",-0.5
"ENG4014",4,1,"ENG",-0.5
"THK0181",7,1,"THK",0.5
"ENG2010",1,1,"ENG",-0.5
"THK0082",14,1,"THK",0.5
"THK0136",7,1,"THK",0.5
"THK0283",3,1,"THK",0.5
"THK0046",3,1,"THK",0.5
"THK0046",10,1,"THK",0.5
"ENG5004",1,1,"ENG",-0.5
"ENG2020",3,1,"ENG",-0.5
"ENG4018",12,1,"ENG",-0.5
"THK0034",10,1,"THK",0.5
"ENG2014",12,1,"ENG",-0.5
"ENG2002",3,NA,"ENG",-0.5
"ENG5006",11,1,"ENG",-0.5
"ENG2018",12,1,"ENG",-0.5
"ENG5006",8,1,"ENG",-0.5
"THK0076",10,1,"THK",0.5
"THK0178",10,1,"THK",0.5
"THK0082",0,1,"THK",0.5
"THK0193",6,1,"THK",0.5
"ENG3008",1,1,"ENG",-0.5
"ENG3004",1,1,"ENG",-0.5
"ENG2008",14,0,"ENG",-0.5
"THK0073",14,1,"THK",0.5
"ENG5002",7,0,"ENG",-0.5
"ENG2018",15,1,"ENG",-0.5
"ENG4008",13,1,"ENG",-0.5
"ENG4014",1,1,"ENG",-0.5
"ENG2008",14,1,"ENG",-0.5
"ENG4002",7,1,"ENG",-0.5
"THK0250",9,1,"THK",0.5
"ENG4020",14,0,"ENG",-0.5
"ENG5002",3,0,"ENG",-0.5
"THK0250",10,1,"THK",0.5
"ENG4016",3,0,"ENG",-0.5
"ENG4012",10,1,"ENG",-0.5
"ENG2022",10,1,"ENG",-0.5
"ENG2018",10,1,"ENG",-0.5
"ENG4020",0,0,"ENG",-0.5
"ENG5006",3,1,"ENG",-0.5
"ENG2022",15,1,"ENG",-0.5
"ENG3008",1,1,"ENG",-0.5
"THK0034",15,0,"THK",0.5
"THK0331",11,1,"THK",0.5
"ENG2018",6,1,"ENG",-0.5
"ENG4004",5,1,"ENG",-0.5
"ENG5002",7,0,"ENG",-0.5
"ENG4004",11,1,"ENG",-0.5
"THK0154",3,0,"THK",0.5
"ENG3006",11,1,"ENG",-0.5
"THK0295",4,0,"THK",0.5
"ENG5010",12,1,"ENG",-0.5
"THK0076",5,1,"THK",0.5
"THK0178",1,0,"THK",0.5
"ENG4016",9,1,"ENG",-0.5
"ENG2002",1,0,"ENG",-0.5
"ENG2014",15,1,"ENG",-0.5
"ENG5006",5,1,"ENG",-0.5
"ENG2010",12,1,"ENG",-0.5
"ENG2020",3,1,"ENG",-0.5
"ENG2010",7,1,"ENG",-0.5
"ENG5006",3,1,"ENG",-0.5
"ENG4024",14,1,"ENG",-0.5
"THK0049",1,1,"THK",0.5
"THK0286",3,0,"THK",0.5
"ENG4008",2,1,"ENG",-0.5
"ENG4002",11,1,"ENG",-0.5
"THK0181",4,1,"THK",0.5
"ENG5004",13,1,"ENG",-0.5
"ENG3008",0,1,"ENG",-0.5
"THK0250",5,1,"THK",0.5
"ENG4022",8,1,"ENG",-0.5
"ENG3008",14,1,"ENG",-0.5
"ENG2002",6,0,"ENG",-0.5
"ENG2010",8,1,"ENG",-0.5
"ENG2022",12,1,"ENG",-0.5
"THK0295",9,0,"THK",0.5
"ENG4020",14,0,"ENG",-0.5
"THK0178",5,1,"THK",0.5
"ENG4024",13,1,"ENG",-0.5
"THK0286",4,NA,"THK",0.5
"ENG4014",12,1,"ENG",-0.5
"THK0331",15,1,"THK",0.5
"ENG4012",0,1,"ENG",-0.5
"ENG5010",3,NA,"ENG",-0.5
"ENG5004",13,1,"ENG",-0.5
"ENG4016",12,1,"ENG",-0.5
"ENG5010",2,1,"ENG",-0.5
"ENG5006",0,1,"ENG",-0.5
"ENG2018",15,1,"ENG",-0.5
"ENG3004",3,1,"ENG",-0.5
"THK0022",12,NA,"THK",0.5
"THK0250",13,1,"THK",0.5
"THK0076",13,1,"THK",0.5
"ENG4024",0,1,"ENG",-0.5
"ENG5008",1,NA,"ENG",-0.5
"ENG4020",9,0,"ENG",-0.5
"THK0022",13,NA,"THK",0.5
"ENG2020",8,1,"ENG",-0.5
"ENG3004",4,1,"ENG",-0.5
"THK0046",5,1,"THK",0.5
"ENG4024",2,1,"ENG",-0.5
"ENG4014",14,1,"ENG",-0.5
"ENG4006",10,0,"ENG",-0.5
"ENG4012",11,1,"ENG",-0.5
"THK0283",14,1,"THK",0.5
"THK0154",10,0,"THK",0.5
"THK0082",8,1,"THK",0.5
"ENG4004",4,1,"ENG",-0.5
"ENG2014",1,1,"ENG",-0.5
"THK0034",11,1,"THK",0.5
"ENG4024",15,1,"ENG",-0.5
"THK0082",0,1,"THK",0.5
"THK0055",4,0,"THK",0.5
"THK0034",4,1,"THK",0.5
"THK0082",6,1,"THK",0.5
"ENG5006",0,1,"ENG",-0.5
"THK0181",9,1,"THK",0.5
"ENG4020",7,0,"ENG",-0.5
"THK0295",14,0,"THK",0.5
"ENG3008",0,1,"ENG",-0.5
"ENG2016",12,1,"ENG",-0.5
"ENG4022",7,1,"ENG",-0.5
"THK0286",9,1,"THK",0.5
"ENG2006",8,1,"ENG",-0.5
"THK0022",5,0,"THK",0.5
"THK0034",9,1,"THK",0.5
"THK0154",2,0,"THK",0.5
"THK0154",5,0,"THK",0.5
"ENG3006",7,1,"ENG",-0.5
"ENG2002",2,0,"ENG",-0.5
"ENG2014",2,1,"ENG",-0.5
"THK0022",7,0,"THK",0.5
"ENG4002",15,1,"ENG",-0.5
"THK0034",10,1,"THK",0.5
"ENG4004",9,1,"ENG",-0.5
"ENG5008",8,1,"ENG",-0.5
"ENG4010",15,1,"ENG",-0.5
"THK0283",10,1,"THK",0.5
"ENG3004",12,1,"ENG",-0.5
"THK0049",9,1,"THK",0.5
"THK0328",11,1,"THK",0.5
"ENG2020",11,1,"ENG",-0.5
"ENG5002",6,0,"ENG",-0.5
"ENG3008",9,1,"ENG",-0.5
"ENG2012",6,1,"ENG",-0.5
"THK0181",14,1,"THK",0.5
"ENG4020",1,0,"ENG",-0.5
"ENG5008",11,1,"ENG",-0.5
"THK0055",15,1,"THK",0.5
"THK0283",15,1,"THK",0.5
"ENG4012",1,1,"ENG",-0.5
"ENG3004",5,1,"ENG",-0.5
"ENG5002",8,0,"ENG",-0.5
"ENG3006",0,1,"ENG",-0.5
"ENG4016",12,1,"ENG",-0.5
"THK0022",10,0,"THK",0.5
"ENG5004",8,1,"ENG",-0.5
"ENG4018",1,1,"ENG",-0.5
"THK0154",13,0,"THK",0.5
"ENG2006",10,1,"ENG",-0.5
"ENG3008",10,1,"ENG",-0.5
"ENG2018",11,1,"ENG",-0.5
"THK0136",3,NA,"THK",0.5
"ENG4016",1,NA,"ENG",-0.5
"ENG4020",6,0,"ENG",-0.5
"THK0046",2,1,"THK",0.5
"ENG2010",6,1,"ENG",-0.5
"ENG2006",15,1,"ENG",-0.5
"ENG5004",14,1,"ENG",-0.5
"ENG5006",12,1,"ENG",-0.5
"THK0331",4,1,"THK",0.5
"THK0082",15,1,"THK",0.5
"ENG2012",2,1,"ENG",-0.5
"THK0286",4,0,"THK",0.5
"THK0022",5,NA,"THK",0.5
"ENG4004",10,1,"ENG",-0.5
"ENG5004",4,1,"ENG",-0.5
"THK0331",6,1,"THK",0.5
"ENG4012",8,1,"ENG",-0.5
"ENG5010",15,1,"ENG",-0.5
"THK0076",0,1,"THK",0.5
"ENG3004",12,1,"ENG",-0.5
"THK0076",8,1,"THK",0.5
"THK0202",14,1,"THK",0.5
"THK0022",9,0,"THK",0.5
"ENG4018",10,1,"ENG",-0.5
"THK0049",11,1,"THK",0.5
"THK0055",5,1,"THK",0.5
"ENG5002",1,0,"ENG",-0.5
"ENG2012",1,1,"ENG",-0.5
"THK0250",8,1,"THK",0.5
"THK0136",9,0,"THK",0.5
"ENG3008",8,1,"ENG",-0.5
"THK0034",5,1,"THK",0.5
"ENG4006",1,NA,"ENG",-0.5
"ENG4016",2,1,"ENG",-0.5
"ENG2014",1,1,"ENG",-0.5
"ENG4018",10,1,"ENG",-0.5
"ENG4024",14,1,"ENG",-0.5
"ENG2014",12,1,"ENG",-0.5
"ENG2010",8,1,"ENG",-0.5
"ENG3006",5,1,"ENG",-0.5
"THK0073",8,NA,"THK",0.5
"ENG4012",13,1,"ENG",-0.5
"ENG2002",6,1,"ENG",-0.5
"ENG5002",11,0,"ENG",-0.5
"THK0055",1,1,"THK",0.5
"ENG5004",6,1,"ENG",-0.5
"THK0328",6,1,"THK",0.5
"THK0328",2,1,"THK",0.5
"ENG3008",9,1,"ENG",-0.5
"THK0328",3,1,"THK",0.5
"THK0034",5,1,"THK",0.5
"THK0250",13,1,"THK",0.5
"THK0328",2,1,"THK",0.5
"ENG4016",10,0,"ENG",-0.5
"ENG2014",8,1,"ENG",-0.5
"ENG2002",0,1,"ENG",-0.5
"THK0181",12,1,"THK",0.5
"ENG2012",11,1,"ENG",-0.5
"THK0046",7,1,"THK",0.5
"ENG2022",4,1,"ENG",-0.5
"ENG2002",5,0,"ENG",-0.5
"THK0250",3,1,"THK",0.5
"THK0073",1,NA,"THK",0.5
"THK0073",7,NA,"THK",0.5
"THK0295",11,0,"THK",0.5
"THK0202",1,1,"THK",0.5
"THK0076",2,1,"THK",0.5
"ENG2014",14,1,"ENG",-0.5
"ENG2012",2,1,"ENG",-0.5
"ENG2006",0,1,"ENG",-0.5
"ENG2016",5,1,"ENG",-0.5
"ENG4004",14,1,"ENG",-0.5
"ENG2016",12,1,"ENG",-0.5
"ENG4012",4,NA,"ENG",-0.5
"ENG4010",1,0,"ENG",-0.5
"ENG4008",12,1,"ENG",-0.5
"ENG5006",1,1,"ENG",-0.5
"ENG4020",7,0,"ENG",-0.5
"ENG4008",4,1,"ENG",-0.5
"ENG2008",14,0,"ENG",-0.5
"ENG5010",11,1,"ENG",-0.5
"ENG2018",1,1,"ENG",-0.5
"ENG5002",8,0,"ENG",-0.5
"ENG2020",15,1,"ENG",-0.5
"THK0034",7,0,"THK",0.5
"ENG4004",9,1,"ENG",-0.5
"ENG4014",6,1,"ENG",-0.5
"THK0178",9,1,"THK",0.5
"ENG2012",5,1,"ENG",-0.5
"THK0295",14,0,"THK",0.5
"THK0136",0,0,"THK",0.5
"ENG4022",4,1,"ENG",-0.5
"ENG4016",12,1,"ENG",-0.5
"ENG3004",12,1,"ENG",-0.5
"THK0055",0,1,"THK",0.5
"THK0202",6,1,"THK",0.5
"ENG4002",3,1,"ENG",-0.5
"ENG5004",14,1,"ENG",-0.5
"THK0076",13,1,"THK",0.5
"ENG2008",14,0,"ENG",-0.5
"ENG4002",12,1,"ENG",-0.5
"ENG4020",4,0,"ENG",-0.5
"ENG2006",12,1,"ENG",-0.5
"ENG4024",6,1,"ENG",-0.5
"ENG2022",1,1,"ENG",-0.5
"ENG5008",7,1,"ENG",-0.5
