"...1","sub_num","condition","session","repetition","peak_force","peak_force_pretest","peak_force_percent","mean_peak"
937,24,"Varied",1,34,23.96015019,26.4955833,90.43073298,90.69123437
1047,28,"Varied",1,14,20.11293508,24.55568511,81.90744827,74.34488935
923,24,"Varied",1,6,27.21273422,26.4955833,102.706681,90.69123437
956,25,"Fixed",1,32,16.14210667,17.0823675,94.49572296,94.98132155
309,9,"Fixed",1,18,29.49872971,27.72630119,106.3925891,102.7704987
1159,31,"Fixed",1,38,28.38253282,31.06081751,91.37728849,88.33495655
1248,33,"Varied",2,16,13.87997889,12.32267157,112.637741,108.4290967
166,5,"Varied",2,12,20.85578918,25.20231183,82.75347644,87.13966255
217,6,"Varied",1,34,33.19390106,41.4527092,80.07655399,83.72910025
1314,35,"Fixed",1,28,17.8709505,20.8672942,85.64095719,86.02601779
581,16,"Fixed",2,2,25.43404388,25.35471153,100.31289,79.45739057
72,3,"Fixed",1,24,18.97689056,19.89755122,95.37299518,96.61158139
588,16,"Fixed",2,16,20.39232826,25.35471153,80.4281612,79.45739057
141,5,"Fixed",1,2,20.39232826,18.53847949,110.0000045,105.8834485
722,19,"Varied",2,4,17.64913368,18.10215759,97.49740379,91.41679198
859,22,"Varied",1,38,17.40487671,20.30047035,85.7363224,87.56736073
153,5,"Fixed",1,26,20.22949028,18.53847949,109.1216262,105.8834485
294,8,"Varied",1,28,36.75128555,55.38997269,66.35006982,69.20397959
277,8,"Fixed",2,34,41.70531845,53.73236465,77.61675616,80.89323208
41,2,"Fixed",2,2,51.99229431,53.43278376,97.30410929,85.99015531
431,12,"Fixed",2,22,23.9183979,28.74299431,83.21470494,83.8193647
90,3,"Varied",2,20,18.54474258,19.2837766,96.16758671,94.83273951
316,9,"Fixed",1,32,28.40270424,27.72630119,102.4395719,102.7704987
1247,33,"Varied",2,14,12.67752161,12.32267157,102.8796518,108.4290967
528,14,"Varied",1,16,29.67409325,23.41526922,126.7296693,117.814729
1140,30,"Varied",1,40,17.62594775,19.48640835,90.45252173,92.21923093
774,20,"Varied",1,28,21.0875206,24.57183647,85.8198801,87.16822512
747,20,"Fixed",2,14,21.53219414,26.39436976,81.57873945,84.9956495
456,12,"Varied",1,32,24.81400681,30.11250432,82.40432791,82.69238676
598,16,"Fixed",2,36,19.25872421,25.35471153,75.95718132,79.45739057
1063,29,"Fixed",1,6,20.20273959,21.11145551,95.69562635,91.27928758
1183,32,"Fixed",2,6,19.59962674,15.65518086,125.1957861,119.1160736
752,20,"Fixed",2,24,21.63240242,26.39436976,81.95839725,84.9956495
1233,33,"Fixed",1,26,11.62615295,7.379482401,157.5469974,152.5423441
374,10,"Varied",1,28,29.89956284,35.928744,83.21905947,83.53457134
34,1,"Varied",2,28,39.80762863,44.77627563,88.90339374,87.0962308
516,14,"Fixed",2,32,25.34009743,25.40690358,99.7370551,102.7728011
13,1,"Fixed",1,26,32.78054047,43.2167867,75.85140629,82.08009458
69,3,"Fixed",1,18,19.24619865,19.89755122,96.72646871,96.61158139
755,20,"Fixed",2,30,21.11883545,26.39436976,80.01265285,84.9956495
409,11,"Varied",2,18,19.85997391,19.97270711,99.43556372,91.0912509
1332,35,"Varied",2,26,21.3294765,23.75802647,89.77798101,91.72171235
1302,35,"Fixed",1,4,19.17830863,20.8672942,91.90606334,86.02601779
1113,30,"Fixed",2,26,20.27184461,20.85569392,97.20052798,95.98112632
928,24,"Varied",1,16,22.24554518,26.4955833,83.95944684,90.69123437
1006,26,"Varied",1,12,22.29900996,24.11460821,92.47096101,95.43537165
537,14,"Varied",1,34,25.92881966,23.41526922,110.7346639,117.814729
983,26,"Fixed",2,6,23.50103365,25.44178018,92.37181317,95.42518749
291,8,"Varied",1,22,33.85151672,55.38997269,61.1148825,69.20397959
1310,35,"Fixed",1,20,17.73766862,20.8672942,85.00224535,86.02601779
671,18,"Fixed",2,22,21.4633007,22.56558927,95.11517935,96.81931641
121,4,"Varied",1,2,21.07499504,16.35060533,128.8942802,127.9864648
1134,30,"Varied",1,28,18.66127613,19.48640835,95.76560133,92.21923093
1182,32,"Fixed",2,4,19.06824304,15.65518086,121.8014868,119.1160736
1088,29,"Varied",2,16,18.43426691,19.71224948,93.51681011,95.22103858
480,13,"Fixed",1,40,31.74714661,36.11454646,87.90681241,91.08387589
67,3,"Fixed",1,14,20.47374725,19.89755122,102.8958138,96.61158139
1014,26,"Varied",1,28,20.51774889,24.11460821,85.08431366,95.43537165
1109,30,"Fixed",2,18,18.55659985,20.85569392,88.9761804,95.98112632
165,5,"Varied",2,10,22.40275192,25.20231183,88.89165435,87.13966255
1075,29,"Fixed",1,30,18.92793142,21.11145551,89.65715988,91.27928758
1098,29,"Varied",2,36,17.41615028,19.71224948,88.35191693,95.22103858
1202,32,"Varied",1,4,16.42475727,16.56529327,99.15162383,99.45650811
236,7,"Fixed",1,32,28.11460686,36.98719152,76.01173732,76.13788766
610,16,"Varied",1,20,21.60108757,27.54258664,78.4279554,76.7850369
330,9,"Varied",2,20,30.11876678,31.77846209,94.77729507,93.78793882
726,19,"Varied",2,12,16.29632568,18.10215759,90.02421728,91.41679198
127,4,"Varied",1,14,21.18772888,16.35060533,129.5837583,127.9864648
212,6,"Varied",1,24,30.63233376,41.4527092,73.89706089,83.72910025
686,18,"Varied",1,12,21.9831295,16.06668282,136.82432,139.1826903
814,21,"Varied",2,28,21.23156929,25.21901385,84.18873718,90.72764679
1334,35,"Varied",2,30,21.3158257,23.75802647,89.72052339,91.72171235
931,24,"Varied",1,22,23.61832872,26.4955833,89.14062563,90.69123437
878,23,"Fixed",1,36,22.38396263,26.46535047,84.57837223,81.72674937
243,7,"Varied",2,6,30.96113968,36.91307831,83.87579985,79.74097177
847,22,"Varied",1,14,18.30674934,20.30047035,90.1789418,87.56736073
1137,30,"Varied",1,34,16.06550947,19.48640835,82.44469262,92.21923093
983,26,"Fixed",2,6,23.50103365,25.44178018,92.37181317,95.42518749
619,16,"Varied",1,38,19.64703178,27.54258664,71.33328484,76.7850369
477,13,"Fixed",1,34,30.93922043,36.11454646,85.6696912,91.08387589
151,5,"Fixed",1,22,16.99778175,18.53847949,91.6891904,105.8834485
666,18,"Fixed",2,12,22.55932617,22.56558927,99.97224492,96.81931641
767,20,"Varied",1,14,22.27122879,24.57183647,90.63721719,87.16822512
160,5,"Fixed",1,40,17.74307823,18.53847949,95.70945796,105.8834485
155,5,"Fixed",1,30,20.9622612,18.53847949,113.0743285,105.8834485
426,12,"Fixed",2,12,23.91213417,28.74299431,83.19291273,83.8193647
1029,28,"Fixed",2,18,18.95183754,22.87206536,82.86019315,79.79069751
326,9,"Varied",2,12,29.52378273,31.77846209,92.90500794,93.78793882
1304,35,"Fixed",1,8,19.3268154,20.8672942,92.61773574,86.02601779
789,21,"Fixed",1,18,21.04994392,23.55514272,89.36453569,87.72135164
1262,34,"Fixed",2,4,18.58915704,20.34860547,91.35346922,92.10375233
1363,36,"Varied",1,8,17.18106133,19.42486305,88.44881576,89.62137362
985,26,"Fixed",2,10,24.44935456,25.44178018,96.09922886,95.42518749
39,1,"Varied",2,38,37.70952225,44.77627563,84.21763917,87.0962308
822,22,"Fixed",2,4,20.68668938,19.92260297,103.835274,100.227915
986,26,"Fixed",2,12,23.80592963,25.44178018,93.57021979,95.42518749
137,4,"Varied",1,34,21.18772888,16.35060533,129.5837583,127.9864648
455,12,"Varied",1,30,24.73884964,30.11250432,82.15474002,82.69238676
589,16,"Fixed",2,18,20.26080513,25.35471153,79.90942868,79.45739057
1107,30,"Fixed",2,14,19.22382384,20.85569392,92.1754218,95.98112632
39,1,"Varied",2,38,37.70952225,44.77627563,84.21763917,87.0962308
196,6,"Fixed",2,32,34.99451065,41.45375315,84.41819615,84.58665869
680,18,"Fixed",2,40,21.2942009,22.56558927,94.36580912,96.81931641
1310,35,"Fixed",1,20,17.73766862,20.8672942,85.00224535,86.02601779
500,13,"Varied",2,40,35.38594818,42.64267858,82.98247052,82.6050141
985,26,"Fixed",2,10,24.44935456,25.44178018,96.09922886,95.42518749
344,10,"Fixed",2,8,28.22107887,31.0102005,91.00579299,88.421638
1334,35,"Varied",2,30,21.3158257,23.75802647,89.72052339,91.72171235
459,12,"Varied",1,38,22.6282196,30.11250432,75.14559188,82.69238676
944,25,"Fixed",1,8,17.5176115,17.0823675,102.5479138,94.98132155
1044,28,"Varied",1,8,21.87812611,24.55568511,89.0959711,74.34488935
872,23,"Fixed",1,24,21.39440727,26.46535047,80.83931213,81.72674937
195,6,"Fixed",2,30,35.40160751,41.45375315,85.40024683,84.58665869
1188,32,"Fixed",2,16,19.3158546,15.65518086,123.3831457,119.1160736
1076,29,"Fixed",1,32,17.78430872,21.11145551,84.24008808,91.27928758
876,23,"Fixed",1,32,17.72429085,26.46535047,66.97168386,81.72674937
534,14,"Varied",1,28,26.02902794,23.41526922,111.1626251,117.814729
177,5,"Varied",2,34,19.6720829,25.20231183,78.05666016,87.13966255
554,15,"Fixed",1,28,21.84534454,25.6678613,85.10777071,85.948354
827,22,"Fixed",2,14,19.13346481,19.92260297,96.03898065,100.227915
84,3,"Varied",2,8,18.36311531,19.2837766,95.22572103,94.83273951
633,17,"Fixed",1,26,14.80573177,18.06457965,81.96001271,88.59066225
1326,35,"Varied",2,14,22.74364832,23.75802647,95.73037704,91.72171235
597,16,"Fixed",2,34,19.02699471,25.35471153,75.04323084,79.45739057
706,19,"Fixed",1,12,15.66376305,16.06668282,97.49220313,96.20387035
619,16,"Varied",1,38,19.64703178,27.54258664,71.33328484,76.7850369
710,19,"Fixed",1,20,16.05833244,16.06668282,99.94802678,96.20387035
712,19,"Fixed",1,24,16.66584206,16.06668282,103.7292031,96.20387035
672,18,"Fixed",2,24,21.07499504,22.56558927,93.39439263,96.81931641
1274,34,"Fixed",2,28,17.57853634,20.34860547,86.38693377,92.10375233
1021,28,"Fixed",2,2,22.35152274,22.87206536,97.72411185,79.79069751
398,11,"Fixed",1,36,19.40277481,24.16682943,80.28680332,85.13173705
1013,26,"Varied",1,26,22.50209542,24.11460821,93.31312879,95.43537165
528,14,"Varied",1,16,29.67409325,23.41526922,126.7296693,117.814729
381,11,"Fixed",1,2,24.58853722,24.16682943,101.744986,85.13173705
40,1,"Varied",2,40,36.66986465,44.77627563,81.89574531,87.0962308
522,14,"Varied",1,4,28.79727364,23.41526922,122.9850205,117.814729
473,13,"Fixed",1,26,32.67407227,36.11454646,90.47343929,91.08387589
200,6,"Fixed",2,40,35.1886673,41.45375315,84.88656544,84.58665869
1149,31,"Fixed",1,18,29.2800647,31.06081751,94.26688364,88.33495655
265,8,"Fixed",2,10,49.17081451,53.73236465,91.51060972,80.89323208
775,20,"Varied",1,30,20.97478676,24.57183647,85.36108721,87.16822512
186,6,"Fixed",2,12,35.35150528,41.45375315,85.27938387,84.58665869
1276,34,"Fixed",2,32,16.53180677,20.34860547,81.24294702,92.10375233
458,12,"Varied",1,36,22.79105759,30.11250432,75.68635721,82.69238676
1176,31,"Varied",2,32,26.40480804,33.03254708,79.93573119,92.12428433
831,22,"Fixed",2,22,21.36309242,19.92260297,107.2304279,100.227915
1078,29,"Fixed",1,36,19.33826164,21.11145551,91.60079762,91.27928758
919,24,"Fixed",2,38,21.55098343,25.85728185,83.34589673,85.40678922
235,7,"Fixed",1,30,25.47788429,36.98719152,68.88299232,76.13788766
1313,35,"Fixed",1,26,18.45416877,20.8672942,88.4358489,86.02601779
185,6,"Fixed",2,10,34.75025558,41.45375315,83.82897311,84.58665869
413,11,"Varied",2,26,16.85373306,19.97270711,84.38381922,91.0912509
627,17,"Fixed",1,14,17.16688347,18.06457965,95.03062792,88.59066225
522,14,"Varied",1,4,28.79727364,23.41526922,122.9850205,117.814729
1333,35,"Varied",2,28,21.66101288,23.75802647,91.17345207,91.72171235
1078,29,"Fixed",1,36,19.33826164,21.11145551,91.60079762,91.27928758
205,6,"Varied",1,10,34.48407745,41.4527092,83.18895947,83.72910025
779,20,"Varied",1,38,17.41114044,24.57183647,70.85811621,87.16822512
564,15,"Varied",2,8,22.02697182,24.5426089,89.74991986,86.40311549
794,21,"Fixed",1,28,21.18146515,23.55514272,89.9228903,87.72135164
409,11,"Varied",2,18,19.85997391,19.97270711,99.43556372,91.0912509
1370,36,"Varied",1,22,16.8056718,19.42486305,86.51629487,89.62137362
160,5,"Fixed",1,40,17.74307823,18.53847949,95.70945796,105.8834485
468,13,"Fixed",1,16,33.306633,36.11454646,92.2249793,91.08387589
920,24,"Fixed",2,40,22.47666507,25.85728185,86.92586173,85.40678922
1081,29,"Varied",2,2,20.94818238,19.71224948,106.2698724,95.22103858
457,12,"Varied",1,34,24.47580338,30.11250432,81.28119506,82.69238676
617,16,"Varied",1,34,18.91426086,27.54258664,68.67278338,76.7850369
357,10,"Fixed",2,34,26.2920742,31.0102005,84.78524414,88.421638
279,8,"Fixed",2,38,36.09366989,53.73236465,67.17305319,80.89323208
270,8,"Fixed",2,20,42.40050888,53.73236465,78.9105582,80.89323208
878,23,"Fixed",1,36,22.38396263,26.46535047,84.57837223,81.72674937
646,17,"Varied",2,12,13.34645271,15.51971404,85.99676953,94.02945976
347,10,"Fixed",2,14,29.50499344,31.0102005,95.14609052,88.421638
1153,31,"Fixed",1,26,28.49783888,31.06081751,91.74851521,88.33495655
218,6,"Varied",1,36,32.12292862,41.4527092,77.49295339,83.72910025
618,16,"Varied",1,36,18.68879128,27.54258664,67.85416169,76.7850369
698,18,"Varied",1,36,21.69503212,16.06668282,135.0311845,139.1826903
337,9,"Varied",2,34,29.31710243,31.77846209,92.2546294,93.78793882
797,21,"Fixed",1,34,20.58648109,23.55514272,87.39697033,87.72135164
26,1,"Varied",2,12,39.16254044,44.77627563,87.4627018,87.0962308
539,14,"Varied",1,38,26.83069229,23.41526922,114.5863071,117.814729
981,26,"Fixed",2,2,25.71904985,25.44178018,101.0898203,95.42518749
956,25,"Fixed",1,32,16.14210667,17.0823675,94.49572296,94.98132155
724,19,"Varied",2,8,18.15643692,18.10215759,100.29985,91.41679198
1246,33,"Varied",2,12,14.8548186,12.32267157,120.5486856,108.4290967
671,18,"Fixed",2,22,21.4633007,22.56558927,95.11517935,96.81931641
861,23,"Fixed",1,2,24.33175468,26.46535047,91.93815405,81.72674937
657,17,"Varied",2,34,14.66794586,15.51971404,94.51170187,94.02945976
960,25,"Fixed",1,40,17.05104453,17.0823675,99.81663566,94.98132155
1081,29,"Varied",2,2,20.94818238,19.71224948,106.2698724,95.22103858
660,17,"Varied",2,40,13.00198841,15.51971404,83.77724215,94.02945976
163,5,"Varied",2,6,24.9392662,25.20231183,98.95626389,87.13966255
238,7,"Fixed",1,36,26.18560219,36.98719152,70.79640576,76.13788766
578,15,"Varied",2,36,19.60318947,24.5426089,79.87410609,86.40311549
330,9,"Varied",2,20,30.11876678,31.77846209,94.77729507,93.78793882
1249,33,"Varied",2,18,12.33464827,12.32267157,100.0971923,108.4290967
117,4,"Fixed",2,34,23.93092346,21.23783302,112.6806272,104.3718668
648,17,"Varied",2,16,14.6554203,15.51971404,94.43099446,94.02945976
1079,29,"Fixed",1,38,17.63173707,21.11145551,83.51739207,91.27928758
1241,33,"Varied",2,2,13.63844197,12.32267157,110.6776391,108.4290967
597,16,"Fixed",2,34,19.02699471,25.35471153,75.04323084,79.45739057
557,15,"Fixed",1,34,21.50714111,25.6678613,83.79015633,85.948354
415,11,"Varied",2,30,19.01446724,19.97270711,95.20225342,91.0912509
1158,31,"Fixed",1,36,30.646479,31.06081751,98.66604119,88.33495655
957,25,"Fixed",1,34,16.64272027,17.0823675,97.42630976,94.98132155
873,23,"Fixed",1,26,22.42153931,26.46535047,84.72035665,81.72674937
688,18,"Varied",1,16,20.59900665,16.06668282,128.2094561,139.1826903
757,20,"Fixed",2,34,22.51548576,26.39436976,85.30412344,84.9956495
988,26,"Fixed",2,16,25.76886849,25.44178018,101.2856345,95.42518749
447,12,"Varied",1,14,26.2482338,30.11250432,87.167223,82.69238676
1128,30,"Varied",1,16,18.24925796,19.48640835,93.65121386,92.21923093
821,22,"Fixed",2,2,19.6720829,19.92260297,98.74253344,100.227915
831,22,"Fixed",2,22,21.36309242,19.92260297,107.2304279,100.227915
711,19,"Fixed",1,22,15.68255234,16.06668282,97.60914881,96.20387035
1234,33,"Fixed",1,28,12.27537388,7.379482401,166.344646,152.5423441
349,10,"Fixed",2,18,25.32757187,31.0102005,81.67496972,88.421638
1282,34,"Varied",1,4,23.80832357,22.18262124,107.3287206,95.11574296
177,5,"Varied",2,34,19.6720829,25.20231183,78.05666016,87.13966255
386,11,"Fixed",1,12,20.52385139,24.16682943,84.92570967,85.13173705
1165,31,"Varied",2,10,32.70956294,33.03254708,99.02222452,92.12428433
24,1,"Varied",2,8,41.88694382,44.77627563,93.54718146,87.0962308
945,25,"Fixed",1,10,14.53631721,17.0823675,85.09544834,94.98132155
1023,28,"Fixed",2,6,18.55782374,22.87206536,81.13750744,79.79069751
1154,31,"Fixed",1,28,30.22620135,31.06081751,97.31296139,88.33495655
165,5,"Varied",2,10,22.40275192,25.20231183,88.89165435,87.13966255
170,5,"Varied",2,20,21.95181465,25.20231183,87.10238488,87.13966255
710,19,"Fixed",1,20,16.05833244,16.06668282,99.94802678,96.20387035
1258,33,"Varied",2,36,11.16407521,12.32267157,90.5978476,108.4290967
422,12,"Fixed",2,4,25.87871552,28.74299431,90.03486289,83.8193647
508,14,"Fixed",2,16,25.74719238,25.40690358,101.3393556,102.7728011
64,3,"Fixed",1,8,19.64076805,19.89755122,98.70947352,96.61158139
80,3,"Fixed",1,40,17.87460136,19.89755122,89.83317177,96.61158139
548,15,"Fixed",1,16,22.2524395,25.6678613,86.69378113,85.948354
987,26,"Fixed",2,14,23.33793606,25.44178018,91.73075116,95.42518749
475,13,"Fixed",1,30,34.96632767,36.11454646,96.82061966,91.08387589
291,8,"Varied",1,22,33.85151672,55.38997269,61.1148825,69.20397959
765,20,"Varied",1,10,21.8578701,24.57183647,88.95497138,87.16822512
1367,36,"Varied",1,16,16.90267024,19.42486305,87.01564686,89.62137362
1347,36,"Fixed",2,16,19.50194697,18.55650301,105.0949468,93.51720417
479,13,"Fixed",1,38,30.51333618,36.11454646,84.49043162,91.08387589
1135,30,"Varied",1,30,17.52534732,19.48640835,89.93626224,92.21923093
791,21,"Fixed",1,22,19.06457138,23.55514272,80.93591963,87.72135164
905,24,"Fixed",2,10,24.61218581,25.85728185,95.18473731,85.40678922
1341,36,"Fixed",2,4,18.10153476,18.55650301,97.54820049,93.51720417
807,21,"Varied",2,14,24.01860428,25.21901385,95.24006141,90.72764679
1246,33,"Varied",2,12,14.8548186,12.32267157,120.5486856,108.4290967
1311,35,"Fixed",1,22,17.37867244,20.8672942,83.28186811,86.02601779
292,8,"Varied",1,24,41.6113739,55.38997269,75.12438061,69.20397959
1250,33,"Varied",2,20,14.55306049,12.32267157,118.0998812,108.4290967
297,8,"Varied",1,34,32.98722076,55.38997269,59.55449906,69.20397959
860,22,"Varied",1,40,17.15435791,20.30047035,84.50226824,87.56736073
605,16,"Varied",1,10,22.22112465,27.54258664,80.67914948,76.7850369
637,17,"Fixed",1,34,13.40281963,18.06457965,74.19391924,88.59066225
1063,29,"Fixed",1,6,20.20273959,21.11145551,95.69562635,91.27928758
1261,34,"Fixed",2,2,18.09067599,20.34860547,88.90376302,92.10375233
165,5,"Varied",2,10,22.40275192,25.20231183,88.89165435,87.13966255
619,16,"Varied",1,38,19.64703178,27.54258664,71.33328484,76.7850369
1057,28,"Varied",1,34,17.39779713,24.55568511,70.85038372,74.34488935
83,3,"Varied",2,6,17.19193459,19.2837766,89.15232188,94.83273951
866,23,"Fixed",1,12,19.89128876,26.46535047,75.15974058,81.72674937
277,8,"Fixed",2,34,41.70531845,53.73236465,77.61675616,80.89323208
1233,33,"Fixed",1,26,11.62615295,7.379482401,157.5469974,152.5423441
1023,28,"Fixed",2,6,18.55782374,22.87206536,81.13750744,79.79069751
76,3,"Fixed",1,32,18.60111046,19.89755122,93.48442054,96.61158139
1118,30,"Fixed",2,36,20.37740374,20.85569392,97.70666858,95.98112632
1054,28,"Varied",1,28,13.06227932,24.55568511,53.194522,74.34488935
1241,33,"Varied",2,2,13.63844197,12.32267157,110.6776391,108.4290967
946,25,"Fixed",1,12,16.86649848,17.0823675,98.73630505,94.98132155
1199,32,"Fixed",2,38,15.93570313,15.65518086,101.7918814,119.1160736
374,10,"Varied",1,28,29.89956284,35.928744,83.21905947,83.53457134
323,9,"Varied",2,6,30.98932457,31.77846209,97.51675358,93.78793882
115,4,"Fixed",2,30,20.94973564,21.23783302,98.64347092,104.3718668
850,22,"Varied",1,20,18.09380722,20.30047035,89.12999013,87.56736073
608,16,"Varied",1,16,20.77437019,27.54258664,75.42635868,76.7850369
682,18,"Varied",1,4,24.98310661,16.06668282,155.4963579,139.1826903
938,24,"Varied",1,36,24.55943318,26.4955833,92.69255518,90.69123437
1120,30,"Fixed",2,40,19.602841,20.85569392,93.99275359,95.98112632
397,11,"Fixed",1,34,17.38608742,24.16682943,71.94194617,85.13173705
1172,31,"Varied",2,24,36.9587321,33.03254708,111.8858077,92.12428433
989,26,"Fixed",2,18,26.3118033,25.44178018,103.4196629,95.42518749
392,11,"Fixed",1,24,22.89126587,24.16682943,94.72184152,85.13173705
593,16,"Fixed",2,26,19.09588623,25.35471153,75.31494178,79.45739057
1362,36,"Varied",1,6,15.27873625,19.42486305,78.65556741,89.62137362
744,20,"Fixed",2,8,24.51338196,26.39436976,92.87352636,84.9956495
243,7,"Varied",2,6,30.96113968,36.91307831,83.87579985,79.74097177
106,4,"Fixed",2,12,21.66371727,21.23783302,102.0053093,104.3718668
11,1,"Fixed",1,22,30.81395912,43.2167867,71.3009029,82.08009458
625,17,"Fixed",1,10,19.22114754,18.06457965,106.4024069,88.59066225
386,11,"Fixed",1,12,20.52385139,24.16682943,84.92570967,85.13173705
403,11,"Varied",2,6,19.67834663,19.97270711,98.52618637,91.0912509
461,13,"Fixed",1,2,33.1813736,36.11454646,91.87814011,91.08387589
141,5,"Fixed",1,2,20.39232826,18.53847949,110.0000045,105.8834485
31,1,"Varied",2,22,40.12704086,44.77627563,89.61674524,87.0962308
1139,30,"Varied",1,38,17.41273258,19.48640835,89.35834794,92.21923093
94,3,"Varied",2,28,19.40903664,19.2837766,100.6495617,94.83273951
16,1,"Fixed",1,32,39.29406357,43.2167867,90.92314947,82.08009458
178,5,"Varied",2,36,20.90589333,25.20231183,82.95228415,87.13966255
177,5,"Varied",2,34,19.6720829,25.20231183,78.05666016,87.13966255
524,14,"Varied",1,8,31.17721367,23.41526922,133.149072,117.814729
924,24,"Varied",1,8,24.46728554,26.4955833,92.34477031,90.69123437
204,6,"Varied",1,8,36.01224899,41.4527092,86.87550148,83.72910025
1199,32,"Fixed",2,38,15.93570313,15.65518086,101.7918814,119.1160736
373,10,"Varied",1,26,29.36094475,35.928744,81.71993084,83.53457134
646,17,"Varied",2,12,13.34645271,15.51971404,85.99676953,94.02945976
384,11,"Fixed",1,8,20.44869423,24.16682943,84.61471659,85.13173705
1146,31,"Fixed",1,12,30.5252302,31.06081751,98.27568187,88.33495655
315,9,"Fixed",1,30,29.40478516,27.72630119,106.0537608,102.7704987
259,7,"Varied",2,38,27.49770164,36.91307831,74.49311438,79.74097177
494,13,"Varied",2,28,32.2857666,42.64267858,75.71233252,82.6050141
1313,35,"Fixed",1,26,18.45416877,20.8672942,88.4358489,86.02601779
1072,29,"Fixed",1,24,18.28342884,21.11145551,86.60430271,91.27928758
1355,36,"Fixed",2,32,16.16399963,18.55650301,87.10692756,93.51720417
1124,30,"Varied",1,8,18.10460512,19.48640835,92.908887,92.21923093
1016,26,"Varied",1,32,24.08371341,24.11460821,99.87188345,95.43537165
1132,30,"Varied",1,24,17.46444326,19.48640835,89.62371592,92.21923093
1325,35,"Varied",2,12,23.45389983,23.75802647,98.71989938,91.72171235
10,1,"Fixed",1,20,33.06237793,43.2167867,76.50355441,82.08009458
170,5,"Varied",2,20,21.95181465,25.20231183,87.10238488,87.13966255
1304,35,"Fixed",1,8,19.3268154,20.8672942,92.61773574,86.02601779
1372,36,"Varied",1,26,18.28110846,19.42486305,94.11190398,89.62137362
402,11,"Varied",2,4,19.72218704,19.97270711,98.74568796,91.0912509
1233,33,"Fixed",1,26,11.62615295,7.379482401,157.5469974,152.5423441
1333,35,"Varied",2,28,21.66101288,23.75802647,91.17345207,91.72171235
108,4,"Fixed",2,16,22.23365021,21.23783302,104.6888832,104.3718668
8,1,"Fixed",1,16,32.3296051,43.2167867,74.80797988,82.08009458
626,17,"Fixed",1,12,18.67000389,18.06457965,103.3514439,88.59066225
261,8,"Fixed",2,2,55.63422775,53.73236465,103.5395113,80.89323208
541,15,"Fixed",1,2,26.22318077,25.6678613,102.1634816,85.948354
1330,35,"Varied",2,22,21.99167264,23.75802647,92.56523335,91.72171235
326,9,"Varied",2,12,29.52378273,31.77846209,92.90500794,93.78793882
1098,29,"Varied",2,36,17.41615028,19.71224948,88.35191693,95.22103858
282,8,"Varied",1,4,44.24809647,55.38997269,79.88466923,69.20397959
1291,34,"Varied",1,22,19.8036605,22.18262124,89.27556526,95.11574296
